"Time","Receive Errors (cilium_host)","Receive Errors (cilium_net)","Receive Errors (cilium_vxlan)","Receive Errors (eno1)","Receive Errors (eno2)","Receive Errors (lxc0869c7c52aaf)","Receive Errors (lxc153d326fee8e)","Receive Errors (lxc15e7b9e08f6a)","Receive Errors (lxc1a9179a3c78a)","Receive Errors (lxc2eae32bd26e2)","Receive Errors (lxc3029e761caac)","Receive Errors (lxc4738a90bb62d)","Receive Errors (lxc47cf02e01200)","Receive Errors (lxc4891115b002a)","Receive Errors (lxc4cd1a6348196)","Receive Errors (lxc57a93b72bce5)","Receive Errors (lxc595b7d995309)","Receive Errors (lxc5b7056ada00e)","Receive Errors (lxc68675ff126a1)","Receive Errors (lxc89a861df6781)","Receive Errors (lxc8eacf33df192)","Receive Errors (lxc91684f5d75a2)","Receive Errors (lxc9441c396838b)","Receive Errors (lxc9edf229aa199)","Receive Errors (lxc_health)","Receive Errors (lxca0003cd2b493)","Receive Errors (lxca11ecf08273d)","Receive Errors (lxca5aef5474707)","Receive Errors (lxca628a586fdcc)","Receive Errors (lxcaf4e57eca9cb)","Receive Errors (lxcafe5bab5afc3)","Receive Errors (lxcb4ddad6a734f)","Receive Errors (lxccbfad65195f2)","Receive Errors (lxccd4442c762c4)","Receive Errors (lxcd07d9b092772)","Receive Errors (lxcd3fb53856a74)","Receive Errors (lxce70383cf2d73)","Receive Errors (lxcec9d0fdffcd5)","Receive Errors (lxcf37dd9c16b64)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc0869c7c52aaf)","Receive Total (lxc153d326fee8e)","Receive Total (lxc15e7b9e08f6a)","Receive Total (lxc1a9179a3c78a)","Receive Total (lxc2eae32bd26e2)","Receive Total (lxc3029e761caac)","Receive Total (lxc4738a90bb62d)","Receive Total (lxc47cf02e01200)","Receive Total (lxc4891115b002a)","Receive Total (lxc4cd1a6348196)","Receive Total (lxc57a93b72bce5)","Receive Total (lxc595b7d995309)","Receive Total (lxc5b7056ada00e)","Receive Total (lxc68675ff126a1)","Receive Total (lxc89a861df6781)","Receive Total (lxc8eacf33df192)","Receive Total (lxc91684f5d75a2)","Receive Total (lxc9441c396838b)","Receive Total (lxc9edf229aa199)","Receive Total (lxc_health)","Receive Total (lxca0003cd2b493)","Receive Total (lxca11ecf08273d)","Receive Total (lxca5aef5474707)","Receive Total (lxca628a586fdcc)","Receive Total (lxcaf4e57eca9cb)","Receive Total (lxcafe5bab5afc3)","Receive Total (lxcb4ddad6a734f)","Receive Total (lxccbfad65195f2)","Receive Total (lxccd4442c762c4)","Receive Total (lxcd07d9b092772)","Receive Total (lxcd3fb53856a74)","Receive Total (lxce70383cf2d73)","Receive Total (lxcec9d0fdffcd5)","Receive Total (lxcf37dd9c16b64)","Transmit Errors (cilium_host)","Transmit Errors (cilium_net)","Transmit Errors (cilium_vxlan)","Transmit Errors (eno1)","Transmit Errors (eno2)","Transmit Errors (lxc0869c7c52aaf)","Transmit Errors (lxc153d326fee8e)","Transmit Errors (lxc15e7b9e08f6a)","Transmit Errors (lxc1a9179a3c78a)","Transmit Errors (lxc2eae32bd26e2)","Transmit Errors (lxc3029e761caac)","Transmit Errors (lxc4738a90bb62d)","Transmit Errors (lxc47cf02e01200)","Transmit Errors (lxc4891115b002a)","Transmit Errors (lxc4cd1a6348196)","Transmit Errors (lxc57a93b72bce5)","Transmit Errors (lxc595b7d995309)","Transmit Errors (lxc5b7056ada00e)","Transmit Errors (lxc68675ff126a1)","Transmit Errors (lxc89a861df6781)","Transmit Errors (lxc8eacf33df192)","Transmit Errors (lxc91684f5d75a2)","Transmit Errors (lxc9441c396838b)","Transmit Errors (lxc9edf229aa199)","Transmit Errors (lxc_health)","Transmit Errors (lxca0003cd2b493)","Transmit Errors (lxca11ecf08273d)","Transmit Errors (lxca5aef5474707)","Transmit Errors (lxca628a586fdcc)","Transmit Errors (lxcaf4e57eca9cb)","Transmit Errors (lxcafe5bab5afc3)","Transmit Errors (lxcb4ddad6a734f)","Transmit Errors (lxccbfad65195f2)","Transmit Errors (lxccd4442c762c4)","Transmit Errors (lxcd07d9b092772)","Transmit Errors (lxcd3fb53856a74)","Transmit Errors (lxce70383cf2d73)","Transmit Errors (lxcec9d0fdffcd5)","Transmit Errors (lxcf37dd9c16b64)","Receive Dropped (cilium_host)","Receive Dropped (cilium_net)","Receive Dropped (cilium_vxlan)","Receive Dropped (eno1)","Receive Dropped (eno2)","Receive Dropped (lxc0869c7c52aaf)","Receive Dropped (lxc153d326fee8e)","Receive Dropped (lxc15e7b9e08f6a)","Receive Dropped (lxc1a9179a3c78a)","Receive Dropped (lxc2eae32bd26e2)","Receive Dropped (lxc3029e761caac)","Receive Dropped (lxc4738a90bb62d)","Receive Dropped (lxc47cf02e01200)","Receive Dropped (lxc4891115b002a)","Receive Dropped (lxc4cd1a6348196)","Receive Dropped (lxc57a93b72bce5)","Receive Dropped (lxc595b7d995309)","Receive Dropped (lxc5b7056ada00e)","Receive Dropped (lxc68675ff126a1)","Receive Dropped (lxc89a861df6781)","Receive Dropped (lxc8eacf33df192)","Receive Dropped (lxc91684f5d75a2)","Receive Dropped (lxc9441c396838b)","Receive Dropped (lxc9edf229aa199)","Receive Dropped (lxc_health)","Receive Dropped (lxca0003cd2b493)","Receive Dropped (lxca11ecf08273d)","Receive Dropped (lxca5aef5474707)","Receive Dropped (lxca628a586fdcc)","Receive Dropped (lxcaf4e57eca9cb)","Receive Dropped (lxcafe5bab5afc3)","Receive Dropped (lxcb4ddad6a734f)","Receive Dropped (lxccbfad65195f2)","Receive Dropped (lxccd4442c762c4)","Receive Dropped (lxcd07d9b092772)","Receive Dropped (lxcd3fb53856a74)","Receive Dropped (lxce70383cf2d73)","Receive Dropped (lxcec9d0fdffcd5)","Receive Dropped (lxcf37dd9c16b64)","Transmit Dropped (cilium_host)","Transmit Dropped (cilium_net)","Transmit Dropped (cilium_vxlan)","Transmit Dropped (eno1)","Transmit Dropped (eno2)","Transmit Dropped (lxc0869c7c52aaf)","Transmit Dropped (lxc153d326fee8e)","Transmit Dropped (lxc15e7b9e08f6a)","Transmit Dropped (lxc1a9179a3c78a)","Transmit Dropped (lxc2eae32bd26e2)","Transmit Dropped (lxc3029e761caac)","Transmit Dropped (lxc4738a90bb62d)","Transmit Dropped (lxc47cf02e01200)","Transmit Dropped (lxc4891115b002a)","Transmit Dropped (lxc4cd1a6348196)","Transmit Dropped (lxc57a93b72bce5)","Transmit Dropped (lxc595b7d995309)","Transmit Dropped (lxc5b7056ada00e)","Transmit Dropped (lxc68675ff126a1)","Transmit Dropped (lxc89a861df6781)","Transmit Dropped (lxc8eacf33df192)","Transmit Dropped (lxc91684f5d75a2)","Transmit Dropped (lxc9441c396838b)","Transmit Dropped (lxc9edf229aa199)","Transmit Dropped (lxc_health)","Transmit Dropped (lxca0003cd2b493)","Transmit Dropped (lxca11ecf08273d)","Transmit Dropped (lxca5aef5474707)","Transmit Dropped (lxca628a586fdcc)","Transmit Dropped (lxcaf4e57eca9cb)","Transmit Dropped (lxcafe5bab5afc3)","Transmit Dropped (lxcb4ddad6a734f)","Transmit Dropped (lxccbfad65195f2)","Transmit Dropped (lxccd4442c762c4)","Transmit Dropped (lxcd07d9b092772)","Transmit Dropped (lxcd3fb53856a74)","Transmit Dropped (lxce70383cf2d73)","Transmit Dropped (lxcec9d0fdffcd5)","Transmit Dropped (lxcf37dd9c16b64)","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc0869c7c52aaf)","Transmit Total (lxc153d326fee8e)","Transmit Total (lxc15e7b9e08f6a)","Transmit Total (lxc1a9179a3c78a)","Transmit Total (lxc2eae32bd26e2)","Transmit Total (lxc3029e761caac)","Transmit Total (lxc4738a90bb62d)","Transmit Total (lxc47cf02e01200)","Transmit Total (lxc4891115b002a)","Transmit Total (lxc4cd1a6348196)","Transmit Total (lxc57a93b72bce5)","Transmit Total (lxc595b7d995309)","Transmit Total (lxc5b7056ada00e)","Transmit Total (lxc68675ff126a1)","Transmit Total (lxc89a861df6781)","Transmit Total (lxc8eacf33df192)","Transmit Total (lxc91684f5d75a2)","Transmit Total (lxc9441c396838b)","Transmit Total (lxc9edf229aa199)","Transmit Total (lxc_health)","Transmit Total (lxca0003cd2b493)","Transmit Total (lxca11ecf08273d)","Transmit Total (lxca5aef5474707)","Transmit Total (lxca628a586fdcc)","Transmit Total (lxcaf4e57eca9cb)","Transmit Total (lxcafe5bab5afc3)","Transmit Total (lxcb4ddad6a734f)","Transmit Total (lxccbfad65195f2)","Transmit Total (lxccd4442c762c4)","Transmit Total (lxcd07d9b092772)","Transmit Total (lxcd3fb53856a74)","Transmit Total (lxce70383cf2d73)","Transmit Total (lxcec9d0fdffcd5)","Transmit Total (lxcf37dd9c16b64)"
2023-03-11 22:56:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206,0,6.17,82.2,0,0.767,2.01,0,0.350,0,0.00556,0.350,3.33,4.93,4.35,0.539,0.244,0,3.94,0,2.46,0.0500,0.389,0,0.322,0,0.100,12.1,0.556,0,0.489,0.100,3.09,0,0.933,6.86,0,0.200,0.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206,5.68,94.5,0,1.53,2.83,0,0.233,0,0,0.233,3.36,4.26,5.24,0.989,0.244,0,4.54,0,3.01,0.0500,0.539,0.00556,0.389,0,0.200,13.1,1.01,0,0.439,0.200,3.62,0,0.989,7.84,0,0.100,0.244
2023-03-11 22:58:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,6.23,80.8,0,0.756,2.14,0,0.383,0,0.00556,0.400,3.33,4.86,4.33,0.539,0.267,0,3.91,0,2.51,0.0500,0.439,0,0.317,0,0.100,12.1,0.544,0.0111,0.433,0.100,3.24,0,0.983,6.88,0.00556,0.200,0.400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,5.72,92.2,0,1.51,2.78,0,0.256,0,0,0.267,3.39,4.15,5.23,0.983,0.267,0,4.53,0,3.02,0.0500,0.606,0,0.383,0,0.200,12.8,0.989,0.0111,0.406,0.200,3.91,0,1.02,7.84,0,0.100,0.267
2023-03-11 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,6.25,79.9,0,0.767,2.25,0,0.383,0,0,0.400,3.33,4.93,4.32,0.539,0.267,0,3.93,0,2.77,0.0500,0.422,0,0.317,0,0.100,12.0,0.544,0,0.483,0.100,3.24,0,1,6.88,0.00556,0.200,0.400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,5.78,94.3,0,1.53,2.64,0,0.256,0,0,0.267,3.41,4.24,5.21,0.983,0.267,0,4.51,0,2.92,0.0500,0.611,0,0.383,0,0.200,12.7,0.989,0,0.444,0.200,3.77,0,1.03,7.84,0,0.100,0.267
2023-03-11 23:02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,35.7,142,0,0.767,2.31,0,0.383,0,0,0.400,3.33,4.93,12.0,0.561,0.256,0,3.92,0,2.92,0.0500,0.300,0,0.317,0.389,1.94,11.8,0.550,0.267,0.500,0.100,3.19,0,0.967,6.94,0,0.200,0.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,33.3,167,0,1.53,2.81,0,0.256,0,0,0.267,3.39,4.21,13.2,1,0.256,0,4.52,0,3.12,0.0500,0.478,0,0.383,0.333,2.09,13.0,0.994,0.311,0.456,0.200,3.68,0.00556,1.01,7.92,0,0.100,0.256
2023-03-11 23:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,25.7,120,0,0.778,2.53,0,0.350,0,0,0.350,3.33,5.01,9.96,0.556,0.244,0,3.92,0,2.82,0.0500,0.272,0,0.317,0.389,1.94,12.2,0.533,0.267,0.400,0.100,3.18,0,0.917,6.92,0,0.200,0.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,24.3,139,0,1.56,3.03,0,0.233,0,0,0.233,3.41,4.30,10.8,0.994,0.244,0,4.52,0,3.27,0.0500,0.439,0,0.383,0.333,2.09,13.5,0.978,0.311,0.389,0.200,3.66,0,0.978,7.91,0,0.100,0.244
2023-03-11 23:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,6.11,81.6,0,0.778,2.28,0,0.383,0,0,0.367,3.33,5.01,4.39,0.544,0.250,0,3.93,0,2.42,0.0500,0.283,0,0.317,0,0.100,11.9,0.539,0,0.494,0.100,3.26,0,0.967,6.86,0,0.200,0.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,5.62,94.1,0,1.56,2.65,0,0.256,0,0,0.244,3.44,4.28,5.21,0.994,0.244,0,4.52,0,2.93,0.0500,0.444,0,0.383,0,0.200,13.2,0.983,0,0.456,0.200,3.79,0,1.01,7.83,0,0.100,0.244
2023-03-11 23:08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,6.04,80.5,0,0.767,2.37,0,0.350,0,0,0.350,3.33,4.93,4.36,0.561,0.244,0,3.93,0,2.43,0.0500,0.272,0,0.317,0,0.100,11.8,0.556,0.0111,0.550,0.100,3.14,0,1.02,6.91,0,0.200,0.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,5.61,91.4,0,1.53,2.49,0,0.233,0,0,0.233,3.41,4.21,5.23,0.994,0.244,0,4.49,0.00556,3.08,0.0500,0.439,0,0.383,0.00556,0.200,12.8,0.989,0.0111,0.489,0.200,3.62,0,1.04,7.87,0,0.100,0.244
2023-03-11 23:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,6.04,82.8,0,0.767,2.17,0,0.383,0,0,0.389,3.33,4.93,4.37,0.539,0.256,0,3.92,0,2.37,0.0500,0.267,0,0.317,0,0.100,11.5,0.550,0,0.428,0.100,3.14,0,1.02,6.86,0,0.200,0.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,5.60,93.3,0,1.53,2.75,0.00556,0.256,0,0.00556,0.256,3.36,4.21,5.21,0.983,0.256,0,4.47,0,3.01,0.0500,0.433,0,0.383,0,0.200,12.8,0.994,0,0.400,0.200,3.62,0,1.04,7.83,0,0.100,0.256
2023-03-11 23:12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,35.3,153,0,0.783,1.99,0,0.400,0,0,0.383,3.33,5.01,12.1,0.539,0.256,0,3.94,0,2.32,0.0500,0.283,0,0.317,0.378,1.94,11.6,0.544,0.267,0.411,0.100,3.16,0,0.950,6.92,0,0.200,0.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,33.2,169,0,1.56,2.73,0,0.267,0,0,0.256,3.43,4.32,13.4,0.989,0.256,0,4.51,0,3,0.0500,0.444,0,0.383,0.333,2.09,12.9,0.994,0.311,0.389,0.200,3.63,0,1,7.91,0,0.100,0.256
2023-03-11 23:14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,29.8,131,0,0.772,2.34,0.00556,0.389,0,0,0.383,3.33,4.93,10.9,0.550,0.256,0,3.94,0,2.67,0.0500,0.278,0.00556,0.317,0.378,1.94,12.2,0.550,0.267,0.550,0.100,3.11,0,0.994,6.88,0,0.200,0.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,28.3,152,0,1.53,2.66,0,0.256,0,0,0.256,3.42,4.26,11.9,0.994,0.256,0,4.52,0,2.93,0.0500,0.439,0,0.383,0.333,2.09,13.2,0.994,0.311,0.489,0.200,3.60,0,1.04,7.84,0,0.100,0.256
2023-03-11 23:16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,6.13,81.7,0,0.756,2.21,0.00556,0.356,0,0,0.367,3.33,4.86,4.30,0.550,0.233,0,3.92,0,2.64,0.0500,0.272,0.00556,0.317,0,0.100,12.0,0.544,0,0.561,0.100,3.14,0,0.967,6.88,0,0.200,0.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,5.66,94.0,0,1.51,2.59,0,0.233,0,0,0.244,3.41,4.17,5.23,0.989,0.233,0,4.50,0,3.06,0.0500,0.433,0,0.383,0,0.206,13.1,0.989,0,0.522,0.200,3.67,0,1.02,7.84,0,0.100,0.244
2023-03-11 23:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,6.05,82.5,0,0.767,2.03,0,0.333,0,0,0.333,3.33,4.93,4.31,0.556,0.222,0,3.91,0,2.58,0.0556,0.289,0,0.322,0,0.100,11.9,0.550,0.0111,0.428,0.100,3.14,0.00556,1,6.86,0,0.200,0.350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,5.61,91.6,0,1.54,2.76,0,0.222,0,0,0.222,3.41,4.24,5.24,0.994,0.222,0,4.49,0,3.02,0.0556,0.450,0,0.389,0,0.206,12.6,1,0.0111,0.411,0.200,3.59,0,1.03,7.83,0,0.100,0.233
2023-03-11 23:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,6.07,82.8,0,0.767,2.09,0,0.350,0,0,0.350,3.33,4.93,4.30,0.561,0.244,0,3.92,0,2.85,0.0667,0.267,0,0.333,0,0.100,11.9,0.550,0,0.383,0.100,3.35,0.00556,0.983,6.96,0,0.200,0.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,5.63,95.2,0,1.54,2.81,0,0.233,0.00556,0,0.233,3.43,4.26,5.26,1,0.244,0,4.51,0,2.76,0.0722,0.433,0,0.400,0,0.200,13.0,0.994,0,0.383,0.200,3.82,0,1.02,7.93,0,0.100,0.244
2023-03-11 23:22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,35.8,142,0,0.761,2.46,0,0.350,0,0,0.367,3.33,4.91,12.1,0.561,0.245,0,3.93,0,2.74,0.0667,0.272,0,0.333,0.389,1.94,11.9,0.539,0.267,0.511,0.100,3.16,0,0.967,6.85,0,0.200,0.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,33.2,167,0,1.52,2.79,0,0.233,0.00556,0,0.245,3.42,4.27,13.3,0.995,0.245,0,4.50,0,3.03,0.0722,0.439,0,0.400,0.333,2.11,13.2,0.984,0.333,0.472,0.206,3.67,0,1.01,7.84,0,0.100,0.245
2023-03-11 23:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,34.9,138,0,0.761,2.40,0,0.367,0,0,0.367,3.33,4.91,12.0,0.544,0.244,0,3.93,0,2.37,0.0667,0.272,0,0.322,0.389,1.94,11.6,0.533,0.267,0.478,0.100,3.14,0,0.900,6.86,0,0.200,0.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,32.4,161,0,1.52,2.66,0,0.244,0,0,0.244,3.43,4.18,12.9,0.989,0.244,0,4.48,0,3.08,0.0667,0.439,0,0.389,0.333,2.11,12.6,0.983,0.333,0.456,0.206,3.67,0,0.967,7.83,0,0.100,0.244
