"Time","alertmanager-rancher-monitoring-alertmanager-0","carts-764fc55cb5-28vx2","carts-db-b8857f897-7p4xn","catalogue-64499f4dc4-zwhjl","catalogue-db-5b6696d9bd-fbb5s","cert-manager-85f7c4c4b8-cdjxb","cert-manager-cainjector-7656fbb787-pkv8n","cert-manager-webhook-797b5db9c6-hhdgx","cilium-hks2q","cilium-lnk87","cilium-operator-d7fc69fd7-f2msg","cilium-xsrc2","coredns-7b5bbc6644-tpp2m","csi-attacher-54dfc6cdf4-2d2sn","csi-attacher-54dfc6cdf4-9nwjl","csi-attacher-54dfc6cdf4-m58tc","csi-provisioner-7544d7867c-8h99q","csi-provisioner-7544d7867c-fdqx9","csi-provisioner-7544d7867c-jmgt2","csi-resizer-59fc8b7895-66tql","csi-resizer-59fc8b7895-k8fz9","csi-resizer-59fc8b7895-s45wt","csi-snapshotter-69f4795cf8-68mkk","csi-snapshotter-69f4795cf8-brzk9","csi-snapshotter-69f4795cf8-lp65b","deathstar-6cf8dd5457-jgbrm","deathstar-6cf8dd5457-vmvfq","engine-image-ei-881c42db-dq56c","engine-image-ei-881c42db-gp65l","engine-image-ei-881c42db-sflls","fleet-agent-59557c8896-7lp6n","fleet-controller-6f8f94fffb-wcgt6","front-end-5c6fdd77d7-q2jtq","gitjob-766b5f678d-4rrlp","grafana-67b5cf6bdd-bbv8c","hubble-relay-6565cf56c6-52kkq","hubble-ui-64bd8dcbf5-7x4nn","instance-manager-e-40c0f7f8","instance-manager-e-6b83fa90","instance-manager-e-a461837b","instance-manager-r-10aaabb9","instance-manager-r-8266b245","instance-manager-r-f7a5bf94","local-path-provisioner-687d6d7765-dblqm","longhorn-admission-webhook-5bc44d4c9c-ffgx6","longhorn-admission-webhook-5bc44d4c9c-hvw2b","longhorn-conversion-webhook-595c45975-h7lhl","longhorn-conversion-webhook-595c45975-nk4bs","longhorn-csi-plugin-lc9ss","longhorn-csi-plugin-w6s4p","longhorn-csi-plugin-zc8xs","longhorn-driver-deployer-86487c7d89-d2mwr","longhorn-manager-mqctm","longhorn-manager-sfh8w","longhorn-manager-tmf5v","longhorn-ui-6588b76644-wdhzj","metrics-server-667586758d-9bmlb","orders-846cc4998f-d2dbw","orders-db-64cf56d65-8wpxb","payment-7f8c55ccdb-r6ssj","prometheus-678fcbcfb7-7jkrz","prometheus-rancher-monitoring-prometheus-0","pushprox-k3s-server-client-5xvrv","pushprox-k3s-server-client-kqnvf","pushprox-k3s-server-client-tmr89","pushprox-k3s-server-proxy-575bb76848-wfk24","queue-master-7f97ddc64c-ggs74","rabbitmq-6d4b4d589f-2vrzz","rancher-747786585f-8dkk4","rancher-747786585f-ckbfh","rancher-747786585f-fj5hc","rancher-monitoring-grafana-68576c5cfc-ptnxf","rancher-monitoring-kube-state-metrics-7798b97f8-528sn","rancher-monitoring-operator-7f84c87bfc-swdnn","rancher-monitoring-prometheus-adapter-d7f6d6b87-t8wwr","rancher-monitoring-prometheus-node-exporter-8bj82","rancher-monitoring-prometheus-node-exporter-bmktd","rancher-monitoring-prometheus-node-exporter-bq4nv","rancher-webhook-555dd59d4c-lsjlj","session-db-74fb9d6f76-87cd7","shipping-748699d84b-5jw4t","svclb-traefik-72825b3b-d5nvs","svclb-traefik-72825b3b-j6q8w","svclb-traefik-72825b3b-lqlx5","tiefighter","tracee-lvgxw","tracee-nxgbl","tracee-z2w8m","traefik-64b96ccbcd-64qtj","ubuntu","user-665b475d67-fhr6l","user-db-847ddd8676-twtdk","xwing"
2023-03-22 03:04:00,20406272,327225344,70348800,4276224,217100288,39944192,65024000,10407936,264253440,260980736,24145920,269479936,20025344,9728000,8204288,8204288,8769536,9052160,11911168,8949760,8830976,11304960,8159232,7868416,9187328,8462336,8376320,18395136,17895424,18251776,57024512,48844800,76759040,35700736,70979584,13373440,9625600,6651904,6754304,6651904,4816896,4820992,4870144,7725056,66887680,69107712,42532864,44122112,14934016,14602240,15024128,10502144,55664640,52740096,51372032,2621440,21479424,293314560,68984832,3960832,296480768,1606434816,6504448,6688768,7323648,7798784,270761984,89223168,658210816,894521344,944934912,114749440,16605184,36225024,640446464,12038144,14221312,11681792,53665792,2793472,292864000,610304,606208,618496,286720,116408320,111194112,118370304,46346240,64798720,5468160,34189312,278528
2023-03-22 03:06:00,21000192,327237632,70348800,4276224,217100288,38965248,64917504,10407936,264196096,262766592,24141824,261623808,18677760,9875456,8204288,8204288,8769536,9052160,11911168,8949760,8830976,11296768,8159232,7872512,9191424,8462336,8376320,18395136,17895424,18251776,57020416,48844800,67715072,35700736,66473984,13406208,9625600,6647808,6758400,6651904,4816896,4820992,4870144,7720960,66883584,69025792,42528768,44122112,14934016,14598144,15024128,10502144,55652352,52740096,51380224,2621440,20746240,293314560,68988928,3964928,308121600,1376931840,6922240,6680576,7319552,7864320,270761984,89223168,658206720,894521344,945868800,114143232,16465920,36225024,638857216,13254656,12996608,11759616,53661696,2793472,292864000,610304,606208,618496,286720,117391360,107220992,116920320,49500160,64798720,5476352,34320384,278528
2023-03-22 03:08:00,19218432,327237632,70512640,4280320,217100288,38830080,64921600,10407936,264257536,262201344,24145920,264384512,19877888,9842688,8204288,8204288,8769536,9052160,11911168,8953856,8839168,11325440,8159232,7872512,9187328,8462336,8376320,18395136,17895424,18251776,67489792,49946624,67620864,35700736,68964352,13402112,9625600,6651904,6758400,6651904,4816896,4820992,4870144,7720960,66883584,69021696,42532864,44048384,14934016,14602240,15024128,10502144,55652352,52740096,51367936,2621440,20889600,293314560,69050368,3989504,313700352,1683451904,6823936,6672384,8175616,8343552,270761984,89219072,658214912,894521344,993619968,115339264,16470016,35205120,657559552,11632640,11943936,14045184,53661696,2666496,292864000,610304,606208,618496,286720,119062528,113623040,119091200,48394240,64798720,5476352,34185216,278528
2023-03-22 03:10:00,20217856,327237632,70381568,4276224,217100288,38830080,64888832,10407936,261935104,260857856,24141824,263507968,20615168,9695232,8204288,8204288,8773632,9052160,11911168,8949760,8765440,11333632,8163328,7872512,9187328,8462336,8376320,18395136,17895424,18251776,54521856,49946624,68112384,35700736,69898240,13402112,9625600,6651904,6758400,6651904,4816896,4825088,4874240,7720960,66879488,69025792,42528768,44052480,14934016,14598144,15028224,10502144,55652352,52736000,51372032,2621440,21123072,293314560,69144576,4001792,279511040,1300582400,7118848,6664192,7397376,7811072,270761984,89219072,658206720,893538304,946524160,114159616,16359424,35557376,652345344,13438976,14192640,11882496,53587968,2662400,292864000,610304,606208,618496,286720,117039104,111497216,121110528,43950080,64798720,5464064,34185216,278528
2023-03-22 03:12:00,19083264,327237632,70381568,4227072,217100288,38834176,64987136,10407936,259371008,261476352,24141824,264622080,20414464,9793536,8163328,8204288,8773632,9052160,11911168,8949760,8765440,11169792,8159232,7872512,9187328,8462336,8376320,18395136,17936384,18251776,94298112,48836608,67678208,35704832,68128768,13402112,9625600,6647808,6754304,6651904,4816896,4820992,4870144,7720960,66879488,69025792,42532864,44048384,14934016,14598144,15028224,10502144,55648256,52740096,51367936,2621440,22077440,293314560,69009408,3956736,295583744,1482199040,6938624,6656000,8134656,7553024,270761984,89219072,658219008,893833216,990904320,116412416,16527360,36216832,658526208,12136448,11362304,11776000,53587968,2662400,292864000,610304,606208,618496,286720,112857088,112050176,114679808,43757568,64798720,5488640,34185216,278528
2023-03-22 03:14:00,20365312,327237632,70381568,4231168,217100288,38830080,65019904,10407936,260141056,259481600,24162304,267804672,20434944,9654272,8171520,8204288,8773632,9052160,11911168,8949760,8790016,11214848,8159232,7872512,9187328,8462336,8376320,18395136,17895424,18251776,55304192,48832512,68136960,35708928,67473408,13406208,9625600,6647808,6754304,6651904,4816896,4820992,4874240,7725056,66887680,69021696,42528768,44048384,14934016,14598144,15028224,10502144,55783424,52740096,51367936,2621440,20901888,293314560,69033984,3952640,311177216,1305198592,6668288,6647808,8134656,7548928,270761984,89219072,658210816,893837312,943685632,113733632,16527360,36216832,622858240,11280384,11227136,11882496,53587968,2666496,292864000,610304,606208,618496,286720,119586816,116346880,120864768,51359744,64798720,5484544,34185216,278528
2023-03-22 03:16:00,21069824,327237632,70381568,4251648,217100288,38838272,64880640,10407936,263995392,261619712,24162304,268214272,18137088,9670656,8171520,8204288,8773632,9052160,11911168,8949760,8785920,11534336,8159232,7876608,9187328,8462336,8376320,18399232,17895424,18251776,55341056,48832512,69083136,35708928,70909952,13406208,9625600,6647808,6754304,6651904,4816896,4825088,4874240,7720960,66887680,69025792,42528768,44048384,14934016,14598144,15028224,10502144,55414784,52736000,51372032,2621440,20787200,293314560,69033984,3952640,291454976,1204310016,6545408,6639616,8101888,7659520,270761984,89219072,658219008,893837312,945238016,113250304,16527360,36012032,655433728,11833344,13152256,11071488,53587968,2793472,292864000,610304,606208,618496,286720,116871168,115687424,118923264,53178368,64798720,5488640,34185216,278528
2023-03-22 03:18:00,19292160,327233536,70385664,4251648,217100288,38830080,64901120,10412032,264196096,264355840,24162304,269119488,19546112,9768960,8171520,8204288,8773632,9052160,11911168,8949760,8851456,11321344,8163328,7876608,9187328,8462336,8376320,18395136,17895424,18251776,55418880,48832512,68964352,35708928,68120576,13406208,9625600,6651904,6758400,6651904,4816896,4825088,4870144,7720960,66883584,69025792,42532864,44048384,14934016,14598144,15028224,10502144,55676928,52744192,51372032,2621440,21000192,293314560,69042176,3952640,300875776,1589026816,6397952,6631424,8101888,7589888,270761984,89219072,658219008,893833216,975462400,115306496,16523264,36208640,651603968,12087296,11341824,11694080,53587968,2666496,292864000,610304,606208,618496,286720,116338688,113713152,114847744,48967680,64798720,5484544,34185216,278528
2023-03-22 03:20:00,20426752,327233536,70385664,4255744,217100288,38830080,64913408,10407936,264237056,262258688,24162304,269250560,20840448,9678848,8175616,8204288,8773632,9052160,11911168,8949760,8851456,11452416,8167424,7876608,9191424,8462336,8376320,18395136,17899520,18251776,55558144,48836608,69021696,35708928,72163328,13406208,9625600,6656000,6754304,6651904,4816896,4825088,4870144,7720960,66883584,69025792,42532864,44048384,14934016,14598144,15028224,10502144,55681024,52740096,51372032,2621440,21209088,293314560,69042176,4001792,296763392,1313058816,6438912,6664192,8089600,7708672,270761984,89219072,658219008,893837312,945242112,114786304,16531456,36208640,623452160,12034048,11177984,11292672,53587968,2662400,292864000,610304,606208,618496,286720,117399552,114151424,119447552,44195840,64798720,5484544,34189312,278528
2023-03-22 03:22:00,19689472,327233536,70385664,4255744,217100288,38846464,64921600,10412032,264265728,261111808,24166400,265830400,19472384,9908224,8171520,8204288,8773632,9052160,11911168,8949760,8855552,11227136,8163328,7876608,9191424,8462336,8376320,18395136,17895424,18255872,57094144,49938432,70230016,35708928,66170880,13406208,9625600,6647808,6754304,6651904,4816896,4820992,4874240,7720960,66768896,69025792,42532864,44048384,14934016,14598144,15028224,10502144,55676928,52740096,51367936,2621440,22298624,293314560,69050368,4001792,301527040,1606193152,6561792,6729728,7401472,7643136,270761984,89223168,658223104,893837312,1008766976,116142080,16551936,36012032,656306176,13651968,11407360,11399168,53587968,2662400,292864000,610304,606208,618496,286720,118931456,116736000,120430592,44195840,64798720,5484544,34189312,278528
2023-03-22 03:24:00,20340736,327233536,70385664,4251648,217100288,38846464,64974848,10412032,262512640,259907584,25038848,263712768,20508672,9973760,8175616,8204288,8773632,9052160,11915264,8949760,8855552,11227136,8163328,7876608,9191424,8462336,8376320,18395136,17895424,18251776,56971264,49938432,70164480,35708928,67764224,13402112,9625600,6647808,6754304,6651904,4816896,4820992,4870144,7720960,66768896,69021696,42528768,44048384,14934016,14598144,15028224,10502144,55681024,52740096,51367936,2621440,20553728,293314560,69054464,4005888,301699072,1600729088,6602752,6721536,8167424,7749632,270761984,89219072,656683008,894496768,943230976,113684480,16556032,36216832,661491712,12541952,14069760,11825152,53587968,2793472,292864000,610304,606208,618496,286720,117919744,114679808,117972992,49717248,64798720,5484544,34193408,278528
2023-03-22 03:26:00,21057536,327233536,70606848,4243456,217100288,38846464,65007616,10407936,261132288,264536064,24666112,265203712,21413888,9809920,8212480,8204288,8773632,9052160,11911168,8949760,8855552,11227136,8163328,7880704,9191424,8462336,8376320,18395136,17895424,18251776,57016320,48832512,72212480,35708928,70938624,13209600,9625600,6651904,6754304,6651904,4816896,4825088,4874240,7720960,66768896,69025792,42532864,44048384,14934016,14598144,15024128,10506240,55676928,52744192,51372032,2621440,21491712,293314560,69050368,3952640,291794944,1249730560,6479872,6721536,7307264,7606272,270761984,89219072,657350656,894500864,944173056,113979392,16564224,36208640,675999744,12111872,14196736,12476416,53587968,2662400,292864000,610304,606208,618496,286720,118550528,114126848,121073664,49377280,64798720,5484544,34185216,278528
2023-03-22 03:28:00,21143552,327233536,70602752,4243456,217100288,39157760,64913408,10412032,259989504,260866048,24469504,264347648,21417984,9834496,8212480,8204288,8773632,9052160,11911168,8949760,8855552,11292672,8163328,7880704,9191424,8462336,8376320,18395136,17895424,18251776,57016320,48828416,72126464,35708928,70967296,13209600,9625600,6651904,6758400,6651904,4816896,4952064,4874240,7720960,66764800,69021696,42528768,44048384,14934016,14598144,15024128,10502144,55676928,52740096,51372032,2621440,21204992,293314560,69054464,3952640,293130240,1627299840,6701056,6656000,8224768,7581696,270761984,89219072,658014208,894496768,975421440,113893376,16560128,36208640,640303104,12120064,13746176,11833344,53587968,2666496,292864000,610304,606208,618496,286720,119967744,114155520,119447552,48336896,64798720,5484544,34197504,278528
2023-03-22 03:30:00,21147648,327233536,70602752,4247552,217100288,39157760,64921600,10407936,260685824,261791744,24219648,263843840,20279296,9842688,8212480,8204288,8773632,9052160,11911168,8953856,8855552,11350016,8167424,7876608,9191424,8462336,8376320,18444288,17895424,18251776,86544384,48832512,72364032,35708928,70983680,13205504,9625600,6647808,6754304,6651904,4816896,4825088,4870144,7720960,66768896,69025792,42532864,44048384,14938112,14598144,15024128,10502144,55676928,52740096,51372032,2621440,20795392,293314560,69181440,3956736,299266048,1330274304,6569984,6721536,7540736,7892992,270761984,89219072,657104896,894500864,947544064,115523584,16388096,36876288,624009216,12832768,11898880,11612160,53587968,2662400,292864000,610304,606208,618496,286720,116281344,113160192,117841920,44269568,64798720,5484544,34189312,278528
2023-03-22 03:32:00,20344832,327233536,70602752,4182016,217100288,39178240,64921600,10407936,261701632,262443008,24227840,264470528,20475904,9850880,8212480,8204288,8773632,9052160,11911168,8949760,8855552,11227136,8167424,7876608,9191424,8462336,8376320,18395136,17895424,18251776,55050240,48828416,73297920,35708928,71741440,13209600,9625600,6647808,6758400,6651904,4816896,4825088,4870144,7720960,66768896,69025792,42532864,44048384,14934016,14598144,15024128,10502144,55676928,52760576,51372032,2621440,22462464,293314560,68755456,3952640,307617792,1645895680,6569984,6782976,8077312,7606272,270761984,89219072,657088512,894500864,985415680,116559872,16424960,36876288,654307328,11710464,11718656,12120064,53587968,2797568,292864000,610304,606208,618496,286720,119463936,113623040,120430592,44269568,64798720,5484544,34185216,278528
2023-03-22 03:34:00,19685376,327233536,70602752,4214784,217100288,39174144,64917504,10440704,262877184,264286208,23425024,268378112,20684800,9777152,8212480,8204288,8773632,9052160,11911168,8949760,8859648,11231232,8167424,7876608,9195520,8462336,8376320,18395136,17895424,18251776,56553472,48832512,73199616,35708928,67448832,13205504,9625600,6651904,6758400,6651904,4816896,4825088,4874240,7720960,66768896,69021696,42528768,44048384,14934016,14602240,15024128,10502144,55676928,52740096,51372032,2621440,20819968,293314560,68784128,3956736,301936640,1436413952,6422528,6762496,8069120,7639040,270761984,89219072,657346560,894500864,953139200,113094656,16416768,36880384,657199104,13713408,11370496,13910016,53587968,2662400,292864000,610304,606208,618496,286720,119439360,116781056,118923264,43950080,64798720,5369856,34185216,278528
2023-03-22 03:36:00,19677184,327229440,70602752,4276224,217100288,39079936,64954368,10457088,262897664,265351168,23760896,264986624,20709376,9777152,8212480,8204288,8773632,9052160,11911168,8957952,8863744,11231232,8167424,7876608,9191424,8462336,8376320,18399232,17895424,18251776,57868288,48828416,75845632,35708928,71675904,13205504,9625600,6647808,6758400,6651904,4816896,4825088,4874240,7720960,66764800,69025792,42532864,44048384,14934016,14602240,15024128,10502144,55681024,52740096,51372032,2621440,20492288,293314560,68784128,3952640,301940736,1262837760,6676480,6860800,8069120,7843840,270761984,89219072,658010112,894496768,952487936,114245632,16420864,36868096,655962112,12173312,13164544,12996608,53587968,2793472,292864000,610304,606208,618496,286720,114118656,114814976,118923264,49168384,64798720,5394432,34197504,278528
2023-03-22 03:38:00,20377600,327229440,70729728,4276224,217100288,39092224,64856064,10452992,263348224,265703424,23810048,267317248,20705280,9629696,8212480,8204288,8773632,9052160,11915264,8953856,8859648,11231232,8163328,7880704,9199616,8462336,8376320,18395136,17895424,18251776,74981376,49942528,76267520,35708928,67002368,13242368,9625600,6647808,6758400,6656000,4816896,4820992,4870144,7720960,66772992,69021696,42532864,44048384,14934016,14598144,15024128,10502144,55681024,52736000,51367936,2621440,21577728,293314560,69054464,3952640,303050752,1668050944,6725632,7000064,8077312,7557120,270761984,89219072,658137088,894496768,1000357888,114966528,16420864,36864000,643862528,12042240,13189120,11915264,53587968,2662400,292864000,610304,606208,618496,286720,118943744,108171264,119017472,47943680,64798720,5550080,34193408,278528
2023-03-22 03:40:00,20422656,327229440,70606848,4276224,217100288,38957056,64872448,10518528,260136960,264597504,23883776,267382784,18563072,9662464,8212480,8204288,8773632,9052160,11911168,8949760,8859648,11231232,8163328,7880704,9199616,8462336,8376320,18395136,17895424,18251776,56717312,48832512,76304384,35708928,70139904,13312000,9625600,6651904,6758400,6651904,4816896,4820992,4870144,7720960,66772992,69025792,42528768,44048384,14934016,14598144,15024128,10502144,55676928,52740096,51372032,2621440,21012480,293314560,69058560,3956736,298479616,1329373184,6750208,6705152,8069120,7634944,270761984,89219072,658014208,893382656,1000566784,115318784,16420864,36864000,629309440,11726848,11370496,11735040,53587968,2666496,292864000,610304,606208,618496,286720,117870592,113197056,120360960,44072960,64798720,5419008,34189312,278528
2023-03-22 03:42:00,20422656,327229440,70610944,4251648,217100288,38957056,64884736,10518528,260653056,261787648,23879680,267960320,19812352,9736192,8212480,8204288,8773632,9052160,11911168,8949760,8859648,11231232,8163328,7880704,9199616,8462336,8376320,18395136,17895424,18251776,56750080,48836608,77234176,35708928,71114752,13303808,9625600,6651904,6766592,6651904,4816896,4820992,4870144,7720960,66768896,69025792,42532864,44048384,14934016,14598144,15024128,10502144,55676928,52740096,51367936,2621440,22061056,293314560,69054464,3985408,298598400,1365286912,6750208,6762496,8060928,7630848,270761984,89219072,658022400,894402560,983003136,114356224,16424960,36864000,653115392,11853824,12050432,11595776,53587968,2662400,292864000,610304,606208,618496,286720,120057856,114196480,120430592,44072960,64798720,5472256,34197504,278528
2023-03-22 03:44:00,19271680,327229440,70606848,4255744,217100288,38957056,64888832,10457088,261582848,261918720,24711168,268165120,19886080,9736192,8212480,8204288,8773632,9052160,11911168,8949760,8859648,11235328,8163328,7880704,9199616,8462336,8376320,18399232,17895424,18251776,57860096,48832512,76910592,35708928,68030464,13373440,9625600,6647808,6758400,6651904,4816896,4825088,4870144,7720960,66764800,69025792,42532864,44048384,14934016,14602240,15024128,10502144,55689216,52744192,51372032,2621440,21078016,293314560,69091328,4005888,292044800,1365372928,6750208,6500352,8044544,8089600,270761984,89219072,658014208,894521344,952303616,114401280,16416768,36868096,666554368,11919360,13160448,11857920,53587968,2793472,292864000,610304,606208,618496,286720,116350976,107298816,118923264,43569152,64798720,5472256,34189312,278528
2023-03-22 03:46:00,19095552,327229440,70606848,4325376,217100288,38957056,64888832,10457088,261615616,265416704,24666112,268713984,20692992,9736192,8245248,8204288,8773632,9052160,11911168,8949760,8896512,11235328,8163328,7880704,9199616,8462336,8376320,18395136,17895424,18251776,57880576,48832512,68882432,35708928,67727360,13373440,9625600,6647808,6758400,6651904,4820992,4820992,4874240,7720960,66772992,69017600,42532864,44048384,14938112,14598144,15024128,10502144,55676928,52748288,51372032,2621440,20905984,293314560,69091328,4132864,286388224,1377849344,6742016,6729728,8036352,7593984,270761984,89219072,656318464,894394368,950939648,114290688,16420864,35823616,676782080,11956224,13479936,12955648,53587968,2662400,292864000,610304,606208,618496,286720,117370880,114323456,118919168,53891072,64798720,5480448,34189312,278528
2023-03-22 03:48:00,20074496,327229440,70606848,4329472,217100288,38957056,64888832,10457088,261361664,266190848,24346624,265920512,18665472,9736192,8171520,8204288,8773632,9052160,11915264,8949760,8896512,11235328,8163328,7884800,9199616,8462336,8376320,18395136,17895424,18251776,58134528,48836608,68784128,35708928,69300224,13373440,9625600,6647808,6758400,6651904,4816896,4825088,4874240,7720960,66772992,69025792,42532864,44048384,14934016,14598144,15024128,10502144,55681024,52740096,51372032,2621440,20688896,293314560,69091328,4001792,286404608,1334394880,6742016,6623232,8060928,7655424,270761984,89219072,656314368,894402560,990965760,114978816,16486400,35819520,632655872,11329536,11751424,11489280,53587968,2666496,292864000,610304,606208,618496,286720,119476224,113672192,118923264,49586176,64798720,5472256,34189312,278528
2023-03-22 03:50:00,20156416,327229440,70606848,4337664,217100288,38957056,64892928,10457088,261373952,266215424,24350720,265666560,19480576,9760768,8171520,8204288,8773632,9052160,11915264,8949760,8896512,11235328,8163328,7884800,9199616,8462336,8376320,18472960,17895424,18251776,58232832,48836608,68698112,35708928,65880064,13373440,9625600,6647808,6754304,6651904,4816896,4825088,4870144,7720960,66777088,69021696,42532864,44048384,14934016,14598144,15024128,10502144,55681024,52744192,51372032,2621440,20369408,293314560,69091328,3964928,287019008,1464926208,6733824,6631424,8077312,7647232,270761984,89219072,656310272,894390272,943894528,115511296,16490496,36208640,646868992,12587008,13451264,12611584,53587968,2662400,292864000,610304,606208,618496,286720,117374976,112263168,120389632,44019712,64798720,5476352,34193408,278528
2023-03-22 03:52:00,20971520,327233536,70606848,4337664,217100288,38961152,64888832,10457088,262713344,261074944,24219648,263450624,19869696,9760768,8171520,8204288,8777728,9052160,11915264,8949760,8896512,11235328,8163328,7888896,9199616,8462336,8376320,18395136,17895424,18251776,58245120,49950720,68898816,35708928,70193152,13369344,9625600,6647808,6754304,6651904,4816896,4820992,4874240,7720960,66777088,69021696,42532864,44048384,14934016,14598144,15024128,10502144,55672832,52785152,51367936,2621440,21590016,293314560,69087232,3911680,296120320,1632620544,7184384,6565888,7397376,7614464,270761984,89219072,656973824,894521344,999903232,114053120,16486400,36872192,641249280,12169216,11423744,11849728,53587968,2662400,292864000,610304,606208,618496,286720,119062528,112082944,116711424,44019712,64798720,5476352,34193408,278528
2023-03-22 03:54:00,20975616,327229440,70606848,4333568,217100288,38957056,64888832,10461184,262828032,261431296,24219648,266493952,19484672,9760768,8171520,8204288,8777728,9052160,11915264,8949760,8867840,11235328,8163328,7888896,9199616,8462336,8376320,18395136,17895424,18251776,58265600,49954816,69664768,35708928,67567616,13369344,9625600,6647808,6758400,6651904,4816896,4825088,4874240,7720960,66777088,69025792,42532864,44048384,14934016,14598144,15024128,10502144,55681024,52744192,51367936,2621440,21237760,293314560,69091328,3944448,302358528,1295708160,6488064,6705152,8036352,7843840,270761984,89227264,656986112,894390272,953225216,114188288,16547840,36548608,632012800,11755520,11849728,12746752,53587968,2797568,292864000,610304,606208,618496,286720,118022144,113270784,120070144,43630592,64798720,5476352,34189312,278528
2023-03-22 03:56:00,18997248,327229440,70610944,4292608,217100288,38957056,64888832,10457088,262508544,264695808,24219648,268697600,19492864,9760768,8171520,8204288,8777728,9052160,11915264,8949760,8867840,11239424,8163328,7888896,9199616,8462336,8376320,18395136,17895424,18251776,58265600,48971776,70565888,35708928,70213632,13369344,9625600,6651904,6754304,6651904,4816896,4820992,4874240,7720960,66777088,69025792,42532864,44048384,14934016,14598144,15024128,10502144,55676928,52744192,51372032,2621440,21340160,293314560,69091328,3956736,291364864,1640357888,6455296,6574080,7307264,7671808,270761984,89219072,656973824,894398464,945586176,116621312,16547840,36352000,653074432,11988992,11374592,13123584,53587968,2662400,292864000,610304,606208,618496,286720,116363264,111079424,122073088,47464448,64798720,5419008,34320384,278528
2023-03-22 03:58:00,19632128,327241728,70610944,4497408,217100288,38957056,64888832,10457088,262651904,265342976,24018944,268988416,19763200,9760768,8171520,8204288,8777728,9052160,11915264,8949760,8921088,11239424,8167424,7888896,9199616,8462336,8376320,18395136,17895424,18251776,97513472,48971776,72810496,35708928,66678784,13373440,9625600,6647808,6758400,6651904,4816896,4820992,4870144,7720960,66781184,69025792,42532864,44052480,14934016,14598144,15024128,10502144,55676928,52740096,51372032,2621440,20983808,293314560,69091328,3964928,294961152,1290317824,6553600,6393856,7376896,7614464,270761984,89219072,657108992,894394368,992051200,114806784,16543744,36335616,662962176,11763712,11870208,11890688,53587968,2662400,292864000,610304,606208,618496,286720,118145024,114262016,120033280,50683904,64798720,5419008,34193408,278528
2023-03-22 04:00:00,19632128,327241728,70606848,4497408,217100288,38969344,64888832,10457088,261627904,266428416,23760896,268984320,20299776,9670656,8171520,8204288,8777728,9052160,11915264,8949760,8921088,11239424,8163328,7888896,9199616,8462336,8376320,18395136,17895424,18251776,55635968,48971776,73060352,35708928,69345280,13373440,9625600,6651904,6754304,6651904,4816896,4825088,4874240,7720960,66768896,69025792,42528768,44048384,14938112,14598144,15024128,10502144,55676928,52736000,51372032,2621440,20303872,293314560,68759552,3960832,285413376,1330196480,6569984,6684672,7352320,7598080,270761984,89219072,656977920,894394368,947146752,115589120,16543744,36335616,661155840,12013568,13733888,11304960,53587968,2662400,292864000,610304,606208,618496,286720,114094080,114843648,118169600,49324032,64798720,5423104,34189312,278528
2023-03-22 04:02:00,19632128,327241728,70610944,4501504,217100288,38440960,64888832,10457088,262344704,265367552,23826432,269234176,19656704,9678848,8187904,8204288,8777728,9052160,11915264,8949760,8921088,11239424,8163328,7888896,9199616,8462336,8376320,18395136,17895424,18251776,55443456,48967680,73285632,35708928,67072000,13369344,9625600,6651904,6758400,6651904,4816896,4825088,4874240,7720960,66777088,69025792,42532864,44048384,14938112,14598144,15024128,10502144,55681024,52744192,51372032,2621440,22200320,293314560,68759552,4001792,358768640,1423171584,6512640,6561792,8130560,8482816,270761984,89227264,657100800,894398464,982863872,117809152,16543744,36335616,653852672,11554816,11464704,13832192,53587968,2793472,292864000,610304,606208,618496,286720,119611392,114327552,118890496,44404736,64798720,5451776,34189312,278528
2023-03-22 04:04:00,18231296,327241728,70610944,4501504,217100288,39100416,64888832,10461184,262500352,263065600,23900160,269393920,19914752,9777152,8187904,8204288,8777728,9052160,11915264,8949760,8880128,11243520,8163328,7888896,9199616,8462336,8376320,18399232,17948672,18251776,55681024,48971776,73424896,35708928,69935104,13369344,9625600,6651904,6758400,6651904,4816896,4825088,4874240,7720960,66777088,69029888,42532864,44048384,14938112,14598144,15024128,10502144,55676928,52740096,51372032,2621440,21180416,293314560,68788224,3997696,322498560,1290792960,6725632,6541312,8134656,7581696,270761984,89219072,656977920,894525440,952733696,115851264,16547840,36335616,611356672,12845056,11603968,11268096,53587968,2666496,292864000,610304,606208,618496,286720,117501952,113156096,116273152,44204032,64798720,5451776,34320384,278528
2023-03-22 04:06:00,19795968,327241728,70610944,4423680,217100288,39104512,64888832,10457088,262778880,260730880,23965696,269221888,20606976,9703424,8187904,8204288,8777728,9052160,11915264,8949760,8929280,11243520,8167424,7888896,9199616,8462336,8376320,18395136,17895424,18255872,55685120,48967680,73949184,35708928,69746688,13176832,9625600,6647808,6754304,6651904,4816896,4825088,4870144,7720960,66772992,69025792,42532864,44048384,14938112,14598144,15024128,10502144,55672832,52740096,51376128,2621440,20652032,293314560,69156864,3952640,307666944,1644167168,6610944,6565888,8036352,7680000,270761984,89219072,656986112,894398464,943431680,117338112,16314368,36868096,650256384,13950976,11358208,11595776,53587968,2662400,292864000,610304,606208,618496,286720,118558720,111087616,117325824,44208128,64798720,5451776,34189312,278528
