"Time","alertmanager-rancher-monitoring-alertmanager-0","carts-764fc55cb5-28vx2","carts-db-b8857f897-7p4xn","catalogue-64499f4dc4-zwhjl","catalogue-db-5b6696d9bd-fbb5s","cert-manager-85f7c4c4b8-cdjxb","cert-manager-cainjector-7656fbb787-pkv8n","cert-manager-webhook-797b5db9c6-hhdgx","cilium-hks2q","cilium-lnk87","cilium-operator-d7fc69fd7-f2msg","cilium-xsrc2","coredns-7b5bbc6644-tpp2m","csi-attacher-54dfc6cdf4-2d2sn","csi-attacher-54dfc6cdf4-9nwjl","csi-attacher-54dfc6cdf4-m58tc","csi-provisioner-7544d7867c-8h99q","csi-provisioner-7544d7867c-fdqx9","csi-provisioner-7544d7867c-jmgt2","csi-resizer-59fc8b7895-66tql","csi-resizer-59fc8b7895-k8fz9","csi-resizer-59fc8b7895-s45wt","csi-snapshotter-69f4795cf8-68mkk","csi-snapshotter-69f4795cf8-brzk9","csi-snapshotter-69f4795cf8-lp65b","deathstar-6cf8dd5457-jgbrm","deathstar-6cf8dd5457-vmvfq","engine-image-ei-881c42db-dq56c","engine-image-ei-881c42db-gp65l","engine-image-ei-881c42db-sflls","fleet-agent-59557c8896-7lp6n","fleet-controller-6f8f94fffb-wcgt6","front-end-5c6fdd77d7-q2jtq","gitjob-766b5f678d-4rrlp","grafana-67b5cf6bdd-bbv8c","hubble-relay-6565cf56c6-52kkq","hubble-ui-64bd8dcbf5-7x4nn","instance-manager-e-40c0f7f8","instance-manager-e-6b83fa90","instance-manager-e-a461837b","instance-manager-r-10aaabb9","instance-manager-r-8266b245","instance-manager-r-f7a5bf94","kubearmor-8v62p","kubearmor-8v7lc","kubearmor-annotation-manager-85857fc8d7-j2v79","kubearmor-host-policy-manager-7b9c9db44-vsgj9","kubearmor-policy-manager-8569dd9d6f-s8wgx","kubearmor-relay-64c6fff875-9cxdt","kubearmor-wcph8","local-path-provisioner-687d6d7765-dblqm","longhorn-admission-webhook-5bc44d4c9c-ffgx6","longhorn-admission-webhook-5bc44d4c9c-hvw2b","longhorn-conversion-webhook-595c45975-h7lhl","longhorn-conversion-webhook-595c45975-nk4bs","longhorn-csi-plugin-lc9ss","longhorn-csi-plugin-w6s4p","longhorn-csi-plugin-zc8xs","longhorn-driver-deployer-86487c7d89-d2mwr","longhorn-manager-mqctm","longhorn-manager-sfh8w","longhorn-manager-tmf5v","longhorn-ui-6588b76644-wdhzj","metrics-server-667586758d-9bmlb","orders-846cc4998f-d2dbw","orders-db-64cf56d65-8wpxb","payment-7f8c55ccdb-r6ssj","prometheus-678fcbcfb7-7jkrz","prometheus-rancher-monitoring-prometheus-0","pushprox-k3s-server-client-5xvrv","pushprox-k3s-server-client-kqnvf","pushprox-k3s-server-client-tmr89","pushprox-k3s-server-proxy-575bb76848-wfk24","queue-master-7f97ddc64c-ggs74","rabbitmq-6d4b4d589f-2vrzz","rancher-747786585f-8dkk4","rancher-747786585f-ckbfh","rancher-747786585f-fj5hc","rancher-monitoring-grafana-68576c5cfc-ptnxf","rancher-monitoring-kube-state-metrics-7798b97f8-528sn","rancher-monitoring-operator-7f84c87bfc-swdnn","rancher-monitoring-prometheus-adapter-d7f6d6b87-t8wwr","rancher-monitoring-prometheus-node-exporter-8bj82","rancher-monitoring-prometheus-node-exporter-bmktd","rancher-monitoring-prometheus-node-exporter-bq4nv","rancher-webhook-555dd59d4c-lsjlj","session-db-74fb9d6f76-87cd7","shipping-748699d84b-5jw4t","svclb-traefik-72825b3b-d5nvs","svclb-traefik-72825b3b-j6q8w","svclb-traefik-72825b3b-lqlx5","tiefighter","traefik-64b96ccbcd-64qtj","ubuntu","user-665b475d67-fhr6l","user-db-847ddd8676-twtdk","xwing"
2023-03-23 08:34:00,19394560,327262208,71032832,4345856,217100288,39596032,64811008,10485760,263831552,264265728,24047616,267505664,20684800,9740288,8228864,8269824,8912896,9056256,11956224,8957952,9134080,11403264,8380416,8146944,9457664,8462336,8376320,18509824,17895424,18251776,56848384,49188864,71401472,36302848,70463488,13332480,9629696,6656000,6758400,6668288,4820992,4825088,4886528,358694912,337252352,22265856,16846848,19394560,11386880,337678336,7782400,66998272,69316608,42381312,44290048,14897152,14606336,15024128,10502144,55926784,52789248,52424704,2621440,20717568,293318656,69517312,4001792,315719680,1424150528,6811648,6610944,7696384,7528448,270761984,89219072,667340800,911220736,970768384,117821440,16445440,37056512,667496448,13086720,11526144,11902976,53288960,2662400,292864000,610304,606208,618496,286720,47681536,65740800,5484544,34443264,278528
2023-03-23 08:36:00,20066304,327262208,71036928,4345856,217100288,39596032,64811008,10526720,263835648,261148672,24047616,266354688,20692992,9740288,8228864,8269824,8912896,9052160,11956224,8957952,9134080,11436032,8380416,8146944,9457664,8462336,8376320,18509824,17899520,18296832,56848384,49192960,71479296,36302848,67620864,13197312,9629696,6651904,6754304,6668288,4820992,4825088,4886528,370900992,345227264,22151168,16846848,19451904,11386880,337821696,7782400,66998272,69312512,42385408,44290048,14897152,14606336,15024128,10502144,55930880,52789248,52428800,2621440,21016576,293318656,69517312,3948544,300855296,1335390208,6696960,6496256,7352320,7598080,270761984,89219072,668434432,910696448,968675328,118304768,16445440,37060608,685244416,12087296,14553088,11640832,53288960,2793472,292864000,610304,606208,618496,286720,44208128,65740800,5578752,34443264,278528
2023-03-23 08:38:00,20869120,327262208,70676480,4345856,217100288,39596032,64811008,10600448,263892992,258879488,24051712,268054528,20692992,9756672,8232960,8269824,8912896,9052160,11960320,8957952,9134080,11436032,8380416,8146944,9457664,8462336,8376320,18509824,17895424,18251776,69939200,50020352,71196672,36302848,67624960,13197312,9629696,6656000,6754304,6668288,4820992,4825088,4886528,341831680,341684224,22020096,16846848,19451904,11390976,338284544,7782400,66994176,69316608,42385408,44175360,14897152,14606336,15024128,10502144,55930880,52785152,52420608,2621440,20484096,293318656,69517312,3952640,300879872,1252597760,6696960,6586368,7434240,8273920,270761984,89219072,666857472,910696448,993579008,115838976,16306176,35729408,670994432,13193216,11927552,11759616,53288960,2793472,292864000,610304,606208,618496,286720,44208128,65740800,5480448,34443264,278528
2023-03-23 08:40:00,20283392,327262208,70885376,4325376,217100288,38932480,64811008,10379264,262656000,258854912,24047616,268468224,20697088,9809920,8228864,8269824,8912896,9052160,11956224,8962048,9138176,11436032,8384512,8146944,9457664,8462336,8376320,18509824,17903616,18251776,53768192,49229824,71360512,36302848,67624960,13201408,9629696,6660096,6758400,6668288,4825088,4820992,4886528,376164352,372436992,22257664,16846848,19451904,11382784,349401088,7782400,67010560,69308416,42381312,44175360,14897152,14606336,15024128,10502144,55926784,52785152,52424704,2621440,21381120,293318656,69517312,3952640,296329216,1612558336,6696960,6594560,7786496,7655424,270761984,89219072,667115520,910692352,977997824,118484992,16363520,35717120,681607168,12152832,13328384,13234176,53288960,2666496,292864000,610304,606208,618496,286720,44204032,65740800,5484544,34443264,278528
2023-03-23 08:42:00,20934656,327270400,70905856,4190208,217100288,39989248,64811008,10424320,260595712,260632576,24047616,265867264,18862080,9822208,8228864,8269824,8912896,9052160,11956224,8957952,9134080,11362304,8380416,8146944,9457664,8462336,8376320,18509824,17895424,18251776,54865920,49233920,71725056,36302848,69955584,13201408,9629696,6656000,6754304,6668288,4820992,4825088,4882432,383385600,369016832,22261760,16846848,19714048,11390976,341241856,7782400,66990080,69316608,42385408,44175360,14897152,14606336,15024128,10502144,55930880,52789248,52420608,2621440,22069248,293318656,69517312,3948544,303239168,1360465920,6688768,6701056,8171520,7610368,270766080,89219072,667115520,910692352,978661376,120762368,16367616,36376576,421126144,12185600,11415552,11710464,53288960,2666496,292864000,610304,606208,618496,286720,49000448,65740800,5472256,34451456,278528
2023-03-23 08:44:00,20742144,327270400,70909952,4259840,217100288,38948864,64811008,10424320,261566464,261672960,24047616,266608640,19701760,9748480,8228864,8269824,8912896,9052160,11956224,8957952,9134080,11526144,8380416,8146944,9457664,8462336,8376320,18509824,17899520,18251776,55574528,49229824,71991296,36302848,67141632,13266944,9629696,6656000,6754304,6668288,4820992,4825088,4886528,378232832,359702528,21966848,16846848,19324928,11390976,376131584,7782400,66994176,69312512,42336256,44175360,14897152,14606336,15024128,10506240,55664640,52785152,52424704,2621440,21192704,293318656,69521408,3952640,303501312,1658892288,6688768,6717440,7393280,7823360,270761984,89219072,667774976,910696448,961273856,115834880,16363520,36376576,671023104,11497472,13049856,11796480,53288960,2797568,292864000,610304,606208,618496,286720,47251456,65740800,5496832,34443264,278528
2023-03-23 08:46:00,20750336,327270400,71045120,4259840,217100288,39329792,64811008,10424320,263884800,261918720,24715264,266592256,20762624,9838592,8228864,8269824,8912896,9052160,11956224,8957952,9134080,11440128,8380416,8146944,9457664,8462336,8376320,18509824,17895424,18251776,55635968,49233920,73183232,36302848,67141632,13131776,9629696,6656000,6754304,6668288,4820992,4825088,4882432,349937664,345726976,21970944,16846848,19693568,11395072,360075264,7782400,66994176,69312512,42336256,44175360,14897152,14606336,15024128,10506240,55914496,52793344,52428800,2621440,21536768,293318656,69521408,3948544,299462656,1343205376,6787072,6758400,7696384,7790592,270761984,89219072,667774976,910696448,961740800,115646464,16474112,37040128,661991424,11587584,14385152,12668928,53288960,2662400,292864000,610304,606208,618496,286720,44294144,65740800,5488640,34562048,278528
2023-03-23 08:48:00,20766720,327270400,70909952,4263936,217100288,39329792,64811008,10424320,262541312,261922816,24633344,265404416,20942848,9814016,8228864,8269824,8916992,9052160,11956224,8957952,9134080,11378688,8384512,8146944,9457664,8462336,8376320,18509824,17895424,18251776,56094720,49233920,73326592,36302848,69545984,13131776,9629696,6656000,6758400,6668288,4820992,4825088,4882432,369852416,355995648,21970944,16846848,19324928,11395072,379080704,7782400,66998272,69316608,42332160,44175360,14897152,14606336,15024128,10502144,55910400,52785152,52424704,2621440,21192704,293318656,69521408,3981312,299606016,1425801216,6787072,7102464,8294400,7602176,270766080,89219072,667774976,910528512,978055168,114774016,16474112,35139584,670838784,12918784,14110720,14065664,53288960,2793472,292864000,610304,606208,618496,286720,44097536,65740800,5488640,34443264,278528
2023-03-23 08:50:00,21065728,327270400,70909952,4153344,217100288,39329792,64811008,10424320,262299648,261791744,25657344,262610944,20963328,9879552,8228864,8269824,8912896,9052160,11956224,8957952,9134080,11378688,8384512,8146944,9457664,8462336,8376320,18509824,17903616,18251776,56152064,49229824,73867264,36302848,73269248,13299712,9629696,6656000,6754304,6668288,4820992,4825088,4886528,389857280,365625344,21970944,16846848,19353600,11390976,348557312,7782400,66998272,69312512,42336256,44175360,14897152,14610432,15024128,10502144,55914496,52916224,52420608,2621440,21131264,293318656,69529600,3981312,301109248,1322008576,6819840,6905856,7376896,8032256,270761984,89219072,667774976,910397440,978059264,114012160,16470016,35139584,693026816,13119488,11444224,13344768,53288960,2662400,292864000,610304,606208,618496,286720,44097536,65740800,5492736,34443264,278528
2023-03-23 08:52:00,18923520,327270400,70909952,4268032,217100288,39329792,64811008,10440704,262590464,263671808,24428544,267927552,20299776,9764864,8228864,8269824,8912896,9052160,11956224,8957952,9134080,11378688,8384512,8146944,9457664,8462336,8376320,18513920,17960960,18780160,56160256,49963008,76488704,36302848,70615040,13299712,9629696,6651904,6754304,6668288,4820992,4820992,4886528,371208192,372572160,21970944,16846848,19353600,11390976,349167616,7782400,66998272,69316608,42336256,44175360,14897152,14610432,15024128,10502144,55910400,52785152,52424704,2621440,22212608,293318656,69521408,3997696,301432832,1518526464,6705152,6987776,7450624,7671808,270761984,89395200,667779072,910397440,1008812032,116436992,16474112,35803136,670470144,12005376,14381056,13590528,53288960,2662400,292864000,610304,606208,618496,286720,50491392,65740800,5742592,34443264,278528
2023-03-23 08:54:00,19828736,327270400,71102464,4292608,217100288,39993344,64811008,10440704,261337088,264159232,24223744,265658368,19382272,9822208,8232960,8269824,8912896,9052160,11956224,8957952,9134080,11378688,8384512,8146944,9457664,8462336,8376320,18509824,17895424,18251776,56160256,49963008,76460032,36302848,68329472,13299712,9629696,6651904,6754304,6668288,4820992,4820992,4882432,367951872,385961984,21975040,16846848,19353600,11382784,380399616,7782400,66994176,69316608,42332160,44179456,14897152,14606336,15024128,10502144,55910400,52781056,52424704,2621440,21319680,293318656,69525504,3997696,295923712,1480253440,6950912,6987776,7319552,7827456,270761984,89616384,666914816,910397440,959074304,117370880,16474112,35803136,674713600,11382784,12083200,11583488,53288960,2662400,292864000,610304,606208,618496,286720,48517120,65740800,5488640,34451456,278528
2023-03-23 08:56:00,20766720,327270400,71102464,4296704,217100288,40001536,64811008,10559488,262979584,264196096,24227840,264900608,18927616,9732096,8228864,8269824,8912896,9052160,11956224,8982528,9134080,11386880,8384512,8146944,9457664,8462336,8376320,18509824,17895424,18251776,86818816,49242112,76787712,36302848,68333568,13299712,9629696,6651904,6758400,6668288,4820992,4825088,4886528,367554560,364101632,21975040,16846848,19353600,11382784,359915520,7782400,66994176,69308416,42336256,44175360,14897152,14606336,15028224,10506240,55914496,52785152,52424704,2621440,20672512,293318656,69521408,3997696,297889792,1558667264,6950912,6406144,7368704,7610368,270761984,89657344,667009024,911056896,969039872,118255616,16474112,35057664,585474048,13774848,11640832,11550720,53288960,2662400,292864000,610304,606208,618496,286720,43024384,65740800,5484544,34443264,278528
2023-03-23 08:58:00,20942848,327270400,71102464,4296704,217100288,38830080,64811008,10473472,264716288,264216576,23584768,267382784,19410944,9732096,8228864,8269824,8912896,9052160,11956224,8982528,9134080,11436032,8384512,8146944,9457664,8462336,8376320,18513920,17899520,18251776,61403136,49242112,77500416,36302848,65351680,13295616,9629696,6656000,6758400,6668288,4820992,4820992,4886528,384212992,392499200,21979136,16850944,19353600,11386880,388251648,7782400,66998272,69185536,42336256,44175360,14897152,14606336,15024128,10502144,55648256,52789248,52158464,2621440,20602880,293318656,69521408,3997696,304369664,1640943616,6868992,7012352,7426048,8142848,270761984,89657344,667570176,911069184,979881984,118272000,16474112,35803136,667148288,12464128,11423744,11730944,53288960,2662400,292864000,610304,606208,618496,286720,43094016,65740800,5488640,34439168,278528
2023-03-23 09:00:00,19763200,327270400,71102464,4276224,217100288,39342080,64811008,10473472,263114752,264245248,24064000,266207232,20115456,9736192,8228864,8269824,8912896,9052160,11956224,8982528,9199616,11370496,8384512,8146944,9457664,8462336,8376320,18509824,17895424,18251776,57425920,49242112,77385728,36302848,71819264,13299712,9629696,6660096,6754304,6668288,4820992,4820992,4882432,367742976,373084160,21979136,16846848,19353600,11390976,356986880,7782400,66998272,69185536,42332160,44175360,14897152,14606336,15024128,10502144,55898112,52785152,52400128,2621440,21094400,293318656,69521408,4001792,302817280,1343750144,6713344,6701056,8245248,7659520,270761984,89677824,667570176,911065088,962785280,116584448,16515072,35803136,660832256,11333632,11968512,11411456,53288960,2662400,292864000,610304,606208,618496,286720,43098112,65740800,5488640,34549760,278528
2023-03-23 09:02:00,19771392,327270400,71102464,4141056,217100288,40009728,64684032,10473472,261955584,259555328,24064000,267075584,20205568,9732096,8228864,8269824,8912896,9052160,11956224,8982528,9150464,11378688,8384512,8146944,9457664,8462336,8376320,18509824,17895424,18251776,57425920,49242112,69251072,36302848,70713344,13295616,9629696,6656000,6758400,6668288,4820992,4825088,4886528,389353472,358653952,21979136,16846848,19353600,11517952,387526656,7782400,67002368,69177344,42336256,44175360,14897152,14606336,15024128,10502144,55898112,52789248,52400128,2621440,21876736,293318656,69521408,3997696,310112256,1561051136,6713344,6471680,7393280,7819264,270761984,89677824,666058752,911187968,967303168,115089408,16515072,35803136,663334912,11595776,11153408,11886592,53288960,2666496,292864000,610304,606208,618496,286720,48439296,65740800,5443584,34451456,278528
2023-03-23 09:04:00,19771392,327270400,71102464,4263936,217100288,38899712,64684032,10473472,263782400,263376896,24170496,268398592,17862656,9764864,8228864,8269824,8912896,9052160,11956224,8982528,9150464,11378688,8384512,8146944,9457664,8462336,8376320,18513920,17899520,18251776,57421824,49242112,69537792,36302848,66097152,13332480,9629696,6656000,6758400,6668288,4820992,4825088,4882432,360763392,372133888,21979136,16846848,19353600,11386880,359530496,7782400,66998272,69185536,42332160,44175360,14897152,14606336,15024128,10502144,55894016,52785152,52396032,2621440,21442560,293318656,69525504,3948544,304873472,1325826048,7049216,6553600,7409664,7872512,270761984,89690112,666361856,911060992,960081920,113885184,16515072,35803136,686940160,11735040,11759616,11444224,53288960,2662400,292864000,610304,606208,618496,286720,47276032,65740800,5480448,34451456,278528
2023-03-23 09:06:00,19746816,327270400,71102464,4268032,217100288,39030784,64684032,10481664,266010624,265433088,23535616,268730368,18325504,9764864,8228864,8269824,8912896,9052160,11956224,8986624,9150464,11378688,8384512,8146944,9457664,8462336,8376320,18509824,17899520,18251776,57421824,49238016,68755456,36302848,67391488,13328384,9629696,6656000,6754304,6668288,4820992,4825088,4886528,382545920,390066176,21979136,16846848,19353600,11513856,356941824,7782400,66998272,69181440,42332160,44183552,14897152,14610432,15024128,10502144,55894016,52785152,52400128,2621440,21266432,293318656,69525504,3952640,297738240,1300938752,6557696,6840320,8228864,7528448,270761984,89698304,667688960,911056896,960598016,114556928,16515072,35803136,677974016,11862016,11718656,11755520,53288960,2662400,292864000,610304,606208,618496,286720,44711936,65740800,5615616,34439168,278528
2023-03-23 09:08:00,18300928,327270400,71102464,4263936,217100288,38899712,64684032,10534912,266235904,265457664,23220224,267612160,19783680,9715712,8228864,8269824,8912896,9052160,11956224,8982528,9150464,11378688,8384512,8151040,9457664,8462336,8376320,18509824,17895424,18255872,64925696,49954816,69480448,36302848,66179072,13328384,9629696,6651904,6758400,6668288,4820992,4820992,4886528,368803840,379531264,21979136,16846848,19353600,11399168,391671808,7782400,66998272,69185536,42332160,44175360,14897152,14610432,15024128,10502144,55894016,52785152,52400128,2621440,20713472,293318656,69636096,3952640,304402432,1668575232,6574080,6635520,7278592,7557120,270761984,89710592,667688960,910372864,994496512,116244480,16519168,35123200,649633792,12234752,11952128,11673600,53288960,2793472,292864000,610304,606208,618496,286720,44732416,65740800,5488640,34443264,278528
2023-03-23 09:10:00,19161088,327270400,71102464,4263936,217100288,38903808,64684032,10579968,266358784,265560064,23289856,265793536,20934656,9715712,8228864,8269824,8912896,9052160,11956224,8982528,9150464,11382784,8384512,8146944,9465856,8462336,8376320,18509824,17895424,18251776,57524224,49360896,69226496,36302848,65867776,13332480,9629696,6656000,6754304,6668288,4820992,4820992,4886528,405393408,372039680,21979136,16846848,19746816,11395072,394162176,7782400,66998272,69177344,42336256,44175360,14897152,14606336,15024128,10502144,55894016,52781056,52396032,2621440,20971520,293318656,69656576,3952640,297984000,1348837376,6483968,6692864,7729152,7520256,270761984,89702400,665980928,910368768,994648064,117043200,16510976,35799040,431931392,11800576,11776000,11251712,53288960,2670592,292864000,610304,606208,618496,286720,44204032,65740800,5484544,34439168,278528
2023-03-23 09:12:00,20000768,327266304,71102464,4255744,217100288,38903808,64684032,10579968,266428416,265351168,24035328,262279168,17899520,9723904,8228864,8269824,8912896,9052160,11960320,8982528,9150464,11464704,8384512,8146944,9457664,8462336,8376320,18509824,17895424,18251776,57524224,49360896,70189056,36302848,70025216,13328384,9629696,6656000,6754304,6668288,4820992,4820992,4886528,388210688,391299072,21979136,16879616,19357696,11395072,395739136,7782400,66994176,69181440,42332160,44175360,14897152,14606336,15024128,10502144,55894016,52785152,52396032,2621440,22269952,293318656,69521408,3952640,302153728,1460256768,6590464,6725632,8163328,7618560,270761984,89763840,666288128,911028224,991760384,115548160,16510976,35794944,670330880,11309056,11644928,11829248,53288960,2662400,292864000,610304,606208,618496,286720,47804416,65740800,5492736,34439168,278528
2023-03-23 09:14:00,20942848,327266304,71102464,4276224,217100288,38903808,64684032,10436608,266334208,265441280,24117248,267169792,19988480,9732096,8228864,8269824,8916992,9052160,11956224,8982528,9150464,11587584,8384512,8146944,9457664,8462336,8376320,18513920,17895424,18251776,57323520,49164288,70381568,36302848,69349376,13328384,9629696,6651904,6754304,6668288,4820992,4825088,4886528,387149824,396988416,21716992,16879616,19361792,11395072,399650816,7782400,66924544,69185536,42336256,44179456,14897152,14606336,15024128,10502144,55894016,52781056,52396032,2621440,20799488,293318656,69525504,4018176,297095168,1423826944,6680576,6545408,7344128,7696384,270761984,89772032,666951680,911028224,960700416,115515392,16519168,35794944,275656704,11984896,11669504,12795904,53288960,2793472,292864000,610304,606208,618496,286720,47316992,65740800,5484544,34443264,278528
2023-03-23 09:16:00,19062784,327266304,71102464,4276224,217100288,38903808,64684032,10432512,266354688,265474048,24141824,265375744,20807680,9658368,8228864,8269824,8916992,9052160,11956224,8982528,9150464,11472896,8384512,8146944,9457664,8462336,8376320,18509824,17895424,18251776,57323520,49168384,70463488,36302848,69054464,13332480,9629696,6656000,6754304,6668288,4820992,4825088,4882432,369963008,370278400,21729280,16908288,19361792,11390976,366362624,7782400,66924544,69181440,42336256,44175360,14897152,14606336,15024128,10502144,55894016,52785152,52400128,2621440,20381696,293318656,69525504,4018176,297185280,1533513728,6606848,6815744,7786496,7602176,270761984,89784320,666963968,910372864,961064960,115974144,16519168,35794944,681451520,11333632,11722752,14008320,53288960,2662400,292864000,610304,606208,618496,286720,44687360,65740800,5488640,34443264,278528
2023-03-23 09:18:00,19517440,327266304,71110656,4272128,217100288,38903808,64684032,10432512,266366976,261664768,24141824,265777152,20979712,9674752,8228864,8269824,8916992,9052160,11956224,8982528,9154560,11472896,8384512,8146944,9457664,8462336,8376320,18509824,17895424,18251776,57323520,49164288,70471680,36302848,69447680,13332480,9629696,6656000,6754304,6668288,4820992,4825088,4886528,381693952,400064512,21835776,16908288,19361792,11399168,380002304,7782400,66924544,69185536,42336256,44175360,14901248,14606336,15024128,10502144,55898112,52781056,52400128,2621440,20488192,293318656,69525504,4018176,303222784,1326350336,6565888,6807552,8171520,7815168,270761984,89772032,666963968,911020032,978890752,119422976,16515072,35131392,691785728,11816960,11743232,11354112,53288960,2793472,292864000,610304,606208,618496,286720,43900928,65740800,5488640,34439168,278528
2023-03-23 09:20:00,20258816,327266304,71110656,4210688,217100288,38907904,64684032,10432512,266379264,262205440,25542656,266047488,20328448,9732096,8228864,8269824,8916992,9052160,11956224,8982528,9150464,11513856,8384512,8146944,9457664,8462336,8376320,18509824,17895424,18251776,79699968,49164288,70811648,36306944,69038080,13328384,9629696,6651904,6754304,6668288,4820992,4825088,4886528,403087360,384094208,21831680,16908288,19423232,11403264,387244032,7782400,66924544,69181440,42336256,44175360,14897152,14606336,15024128,10502144,55894016,52781056,52400128,2621440,20963328,293318656,69525504,3928064,309854208,1469104128,6582272,6799360,7352320,7593984,270761984,89772032,666877952,911020032,961388544,115605504,16527360,35803136,658329600,11456512,12898304,11542528,53288960,2662400,292864000,610304,606208,618496,286720,43905024,65740800,5492736,34439168,278528
2023-03-23 09:22:00,19156992,327266304,71106560,4206592,217100288,39354368,64684032,10432512,266379264,259543040,25735168,263651328,19685376,9752576,8228864,8269824,8916992,9052160,11956224,8982528,9150464,11407360,8384512,8146944,9457664,8462336,8376320,18509824,17895424,18251776,57163776,49954816,71868416,36302848,68206592,13328384,9629696,6651904,6754304,6668288,4820992,4825088,4882432,391458816,392925184,21827584,16908288,19423232,11395072,404733952,7782400,66924544,69181440,42336256,44175360,14897152,14606336,15024128,10502144,55898112,52785152,52396032,2621440,21766144,293318656,69529600,3993600,310276096,1509621760,6508544,6799360,8310784,7528448,270761984,89772032,667013120,910360576,1008791552,116654080,16523264,36458496,649801728,11931648,11268096,12828672,53288960,2662400,292864000,610304,606208,618496,286720,52682752,65740800,5488640,34443264,278528
2023-03-23 09:24:00,20283392,327270400,71110656,4251648,217100288,38830080,64684032,10432512,262643712,259313664,24223744,265269248,19902464,9748480,8228864,8269824,8916992,9052160,11956224,8982528,9150464,11444224,8384512,8151040,9457664,8462336,8376320,18509824,17903616,18251776,56717312,49954816,72732672,36302848,66514944,13328384,9629696,6656000,6758400,6668288,4820992,4825088,4886528,392712192,403193856,21827584,16912384,19423232,11407360,411758592,7782400,66924544,69181440,42332160,44175360,14897152,14606336,15024128,10502144,55635968,52781056,52400128,2621440,20803584,293318656,69525504,4022272,298500096,1305878528,6680576,6717440,8163328,8327168,270761984,89772032,665628672,911020032,954736640,115707904,16519168,36491264,646582272,11833344,11980800,11730944,53125120,2662400,292864000,610304,606208,618496,286720,52899840,65740800,5488640,34439168,278528
2023-03-23 09:26:00,20283392,327270400,71110656,4251648,217100288,38830080,64684032,10432512,262959104,259969024,24268800,264843264,20013056,9748480,8228864,8269824,8916992,9052160,11956224,8986624,9158656,11444224,8388608,8146944,9461760,8462336,8376320,18509824,17895424,18251776,56733696,49229824,72941568,36302848,66908160,13332480,9629696,6656000,6758400,6668288,4820992,4825088,4882432,377241600,405446656,21831680,16912384,19423232,11399168,393924608,7782400,66924544,69181440,42336256,44175360,14897152,14606336,15024128,10502144,55877632,52781056,52400128,2621440,21270528,293318656,69533696,4022272,298598400,1497677824,6541312,6717440,7327744,7659520,270761984,89772032,665722880,911024128,958914560,115482624,16523264,36491264,678637568,13594624,11997184,15982592,53125120,2793472,292864000,610304,606208,618496,286720,49995776,65740800,5484544,34443264,278528
2023-03-23 09:28:00,19951616,327274496,71110656,4251648,217100288,38830080,64684032,10436608,264384512,262217728,24993792,265293824,20008960,9748480,8228864,8269824,8916992,9052160,11956224,8986624,9158656,11444224,8384512,8146944,9457664,8462336,8376320,18509824,17895424,18251776,56733696,49229824,73293824,36302848,70844416,13332480,9629696,6656000,6754304,6668288,4820992,4820992,4882432,383516672,396177408,21700608,16912384,19423232,11407360,374915072,7782400,66928640,69185536,42336256,44175360,14897152,14606336,15024128,10502144,55873536,52785152,52400128,2621440,20844544,293318656,69533696,3993600,298684416,1279336448,6672384,6709248,7573504,8335360,270761984,89772032,665726976,911024128,976179200,116826112,16519168,35827712,676278272,12103680,11911168,13524992,53125120,2662400,292864000,610304,606208,618496,286720,44363776,65740800,5488640,34439168,278528
2023-03-23 09:30:00,19947520,327270400,71110656,4227072,217100288,38830080,64684032,10432512,264318976,262955008,24940544,264421376,20799488,9797632,8228864,8273920,8916992,9052160,11956224,8982528,9158656,11444224,8388608,8146944,9457664,8462336,8376320,18509824,17895424,18251776,56733696,49360896,74088448,36302848,68075520,13332480,9629696,6656000,6754304,6668288,4825088,4825088,4886528,407433216,394248192,21700608,16945152,19423232,11395072,395874304,7782400,66924544,69181440,42332160,44175360,14897152,14606336,15024128,10502144,55881728,52789248,52400128,2621440,21131264,293318656,69533696,3997696,297205760,1319006208,6778880,6717440,8204288,7569408,270761984,89784320,666394624,909676544,961830912,114819072,16523264,35811328,656416768,13705216,12091392,13639680,53125120,2662400,292864000,610304,606208,618496,286720,44310528,65740800,5488640,34439168,278528
2023-03-23 09:32:00,20750336,327270400,71110656,4222976,217100288,38830080,64684032,10432512,264278016,264167424,24416256,267620352,20680704,9781248,8228864,8269824,8916992,9052160,11956224,8986624,9158656,11444224,8384512,8146944,9457664,8462336,8376320,18509824,17903616,18251776,56733696,49229824,74440704,36302848,71393280,13332480,9629696,6651904,6758400,6668288,4820992,4825088,4882432,398131200,412856320,21917696,16945152,19423232,11407360,410722304,7782400,66928640,69177344,42332160,44175360,14897152,14606336,15024128,10502144,55877632,52781056,52400128,2621440,21876736,293318656,69525504,3993600,297631744,1419460608,6631424,6815744,7385088,7634944,270761984,89776128,666476544,910077952,991571968,118493184,16527360,35590144,646197248,13504512,11460608,11763712,53125120,2666496,292864000,610304,606208,618496,286720,50716672,65740800,5488640,34443264,278528
