"Time","Receive Errors (cilium_host)","Receive Errors (cilium_net)","Receive Errors (cilium_vxlan)","Receive Errors (enp1s0)","Receive Errors (lxc08f9bbcf2cc2)","Receive Errors (lxc18b2a9fae4e6)","Receive Errors (lxc2d0cb026a340)","Receive Errors (lxc32ecf1ec23fa)","Receive Errors (lxc38d81bba1941)","Receive Errors (lxc536989e0bbe0)","Receive Errors (lxc7b55c12eff69)","Receive Errors (lxc815054fad3e3)","Receive Errors (lxc896636513d9b)","Receive Errors (lxc898970f2c474)","Receive Errors (lxc89bd03f98afc)","Receive Errors (lxc98325d012b94)","Receive Errors (lxc9a6f6d3b6e50)","Receive Errors (lxc9e5774929ec6)","Receive Errors (lxc_health)","Receive Errors (lxcb1aea5f13203)","Receive Errors (lxcc010f2457e82)","Receive Errors (lxcc255ada0b5e4)","Receive Errors (lxcc306a8298bc0)","Receive Errors (lxcd67315019948)","Receive Errors (lxcd95baf1a2e26)","Receive Errors (lxcdcee95369ec3)","Receive Errors (lxce37cface0780)","Receive Errors (lxcf1e7004cd84c)","Receive Errors (lxcf2b5505183fa)","Receive Errors (lxcf31ee673b547)","Receive Errors (lxcf3de66de77bc)","Receive Errors (lxcf97c652df312)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc08f9bbcf2cc2)","Receive Total (lxc18b2a9fae4e6)","Receive Total (lxc2d0cb026a340)","Receive Total (lxc32ecf1ec23fa)","Receive Total (lxc38d81bba1941)","Receive Total (lxc536989e0bbe0)","Receive Total (lxc7b55c12eff69)","Receive Total (lxc815054fad3e3)","Receive Total (lxc896636513d9b)","Receive Total (lxc898970f2c474)","Receive Total (lxc89bd03f98afc)","Receive Total (lxc98325d012b94)","Receive Total (lxc9a6f6d3b6e50)","Receive Total (lxc9e5774929ec6)","Receive Total (lxc_health)","Receive Total (lxcb1aea5f13203)","Receive Total (lxcc010f2457e82)","Receive Total (lxcc255ada0b5e4)","Receive Total (lxcc306a8298bc0)","Receive Total (lxcd67315019948)","Receive Total (lxcd95baf1a2e26)","Receive Total (lxcdcee95369ec3)","Receive Total (lxce37cface0780)","Receive Total (lxcf1e7004cd84c)","Receive Total (lxcf2b5505183fa)","Receive Total (lxcf31ee673b547)","Receive Total (lxcf3de66de77bc)","Receive Total (lxcf97c652df312)","Transmit Errors (cilium_host)","Transmit Errors (cilium_net)","Transmit Errors (cilium_vxlan)","Transmit Errors (enp1s0)","Transmit Errors (lxc08f9bbcf2cc2)","Transmit Errors (lxc18b2a9fae4e6)","Transmit Errors (lxc2d0cb026a340)","Transmit Errors (lxc32ecf1ec23fa)","Transmit Errors (lxc38d81bba1941)","Transmit Errors (lxc536989e0bbe0)","Transmit Errors (lxc7b55c12eff69)","Transmit Errors (lxc815054fad3e3)","Transmit Errors (lxc896636513d9b)","Transmit Errors (lxc898970f2c474)","Transmit Errors (lxc89bd03f98afc)","Transmit Errors (lxc98325d012b94)","Transmit Errors (lxc9a6f6d3b6e50)","Transmit Errors (lxc9e5774929ec6)","Transmit Errors (lxc_health)","Transmit Errors (lxcb1aea5f13203)","Transmit Errors (lxcc010f2457e82)","Transmit Errors (lxcc255ada0b5e4)","Transmit Errors (lxcc306a8298bc0)","Transmit Errors (lxcd67315019948)","Transmit Errors (lxcd95baf1a2e26)","Transmit Errors (lxcdcee95369ec3)","Transmit Errors (lxce37cface0780)","Transmit Errors (lxcf1e7004cd84c)","Transmit Errors (lxcf2b5505183fa)","Transmit Errors (lxcf31ee673b547)","Transmit Errors (lxcf3de66de77bc)","Transmit Errors (lxcf97c652df312)","Receive Dropped (cilium_host)","Receive Dropped (cilium_net)","Receive Dropped (cilium_vxlan)","Receive Dropped (enp1s0)","Receive Dropped (lxc08f9bbcf2cc2)","Receive Dropped (lxc18b2a9fae4e6)","Receive Dropped (lxc2d0cb026a340)","Receive Dropped (lxc32ecf1ec23fa)","Receive Dropped (lxc38d81bba1941)","Receive Dropped (lxc536989e0bbe0)","Receive Dropped (lxc7b55c12eff69)","Receive Dropped (lxc815054fad3e3)","Receive Dropped (lxc896636513d9b)","Receive Dropped (lxc898970f2c474)","Receive Dropped (lxc89bd03f98afc)","Receive Dropped (lxc98325d012b94)","Receive Dropped (lxc9a6f6d3b6e50)","Receive Dropped (lxc9e5774929ec6)","Receive Dropped (lxc_health)","Receive Dropped (lxcb1aea5f13203)","Receive Dropped (lxcc010f2457e82)","Receive Dropped (lxcc255ada0b5e4)","Receive Dropped (lxcc306a8298bc0)","Receive Dropped (lxcd67315019948)","Receive Dropped (lxcd95baf1a2e26)","Receive Dropped (lxcdcee95369ec3)","Receive Dropped (lxce37cface0780)","Receive Dropped (lxcf1e7004cd84c)","Receive Dropped (lxcf2b5505183fa)","Receive Dropped (lxcf31ee673b547)","Receive Dropped (lxcf3de66de77bc)","Receive Dropped (lxcf97c652df312)","Transmit Dropped (cilium_host)","Transmit Dropped (cilium_net)","Transmit Dropped (cilium_vxlan)","Transmit Dropped (enp1s0)","Transmit Dropped (lxc08f9bbcf2cc2)","Transmit Dropped (lxc18b2a9fae4e6)","Transmit Dropped (lxc2d0cb026a340)","Transmit Dropped (lxc32ecf1ec23fa)","Transmit Dropped (lxc38d81bba1941)","Transmit Dropped (lxc536989e0bbe0)","Transmit Dropped (lxc7b55c12eff69)","Transmit Dropped (lxc815054fad3e3)","Transmit Dropped (lxc896636513d9b)","Transmit Dropped (lxc898970f2c474)","Transmit Dropped (lxc89bd03f98afc)","Transmit Dropped (lxc98325d012b94)","Transmit Dropped (lxc9a6f6d3b6e50)","Transmit Dropped (lxc9e5774929ec6)","Transmit Dropped (lxc_health)","Transmit Dropped (lxcb1aea5f13203)","Transmit Dropped (lxcc010f2457e82)","Transmit Dropped (lxcc255ada0b5e4)","Transmit Dropped (lxcc306a8298bc0)","Transmit Dropped (lxcd67315019948)","Transmit Dropped (lxcd95baf1a2e26)","Transmit Dropped (lxcdcee95369ec3)","Transmit Dropped (lxce37cface0780)","Transmit Dropped (lxcf1e7004cd84c)","Transmit Dropped (lxcf2b5505183fa)","Transmit Dropped (lxcf31ee673b547)","Transmit Dropped (lxcf3de66de77bc)","Transmit Dropped (lxcf97c652df312)","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc08f9bbcf2cc2)","Transmit Total (lxc18b2a9fae4e6)","Transmit Total (lxc2d0cb026a340)","Transmit Total (lxc32ecf1ec23fa)","Transmit Total (lxc38d81bba1941)","Transmit Total (lxc536989e0bbe0)","Transmit Total (lxc7b55c12eff69)","Transmit Total (lxc815054fad3e3)","Transmit Total (lxc896636513d9b)","Transmit Total (lxc898970f2c474)","Transmit Total (lxc89bd03f98afc)","Transmit Total (lxc98325d012b94)","Transmit Total (lxc9a6f6d3b6e50)","Transmit Total (lxc9e5774929ec6)","Transmit Total (lxc_health)","Transmit Total (lxcb1aea5f13203)","Transmit Total (lxcc010f2457e82)","Transmit Total (lxcc255ada0b5e4)","Transmit Total (lxcc306a8298bc0)","Transmit Total (lxcd67315019948)","Transmit Total (lxcd95baf1a2e26)","Transmit Total (lxcdcee95369ec3)","Transmit Total (lxce37cface0780)","Transmit Total (lxcf1e7004cd84c)","Transmit Total (lxcf2b5505183fa)","Transmit Total (lxcf31ee673b547)","Transmit Total (lxcf3de66de77bc)","Transmit Total (lxcf97c652df312)"
2023-03-22 11:58:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761,0,14.4,75.3,0,0.00556,0,0,0,1.71,0.467,0.383,0.383,0.544,0.367,0.200,0,6.11,0.333,0,0.200,2.57,0.0722,0.383,0,0.533,12.5,0.100,3.04,12.2,0,0.700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761,15.3,72.6,0,0,0,0,0,1.89,0.444,0.256,0.256,0.978,0.244,0.100,0,5.03,0.394,0,0.106,2.91,0.0722,0.256,0,0.978,13.8,0.200,3.20,13.1,0,0.761
2023-03-22 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0,12.5,75.1,0,0.00556,0,0.00556,0,1.69,0.444,0.356,0.350,0.528,0.356,0.200,0,6.11,0.317,0,0.200,2.69,0.0722,0.367,0.00556,0.539,10.4,0.100,2.91,12.4,0,0.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,12.9,65.5,0,0,0,0,0,1.92,0.444,0.233,0.233,0.978,0.233,0.100,0,5.04,0.383,0,0.106,2.97,0.0667,0.244,0,0.978,12.3,0.206,3.07,13.1,0,0.511
2023-03-22 12:02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711,0,13.1,77.3,0,0,0,0.00556,0,1.69,0.517,0.389,0.400,0.539,0.389,0.200,0,6.12,0.317,0,0.200,2.77,0.0722,0.383,0.00556,0.561,10.6,0.100,3.01,12.7,0.00556,0.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711,13.3,66.1,0,0,0,0,0,1.89,0.494,0.256,0.267,0.983,0.256,0.100,0,5.02,0.383,0,0.100,3.02,0.0667,0.256,0,0.989,12.4,0.206,3.26,13.4,0,0.883
2023-03-22 12:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689,0,34.9,135,0,0,0,0,0.389,1.68,0.428,0.383,0.383,0.544,0.400,2.87,0,6.14,0.317,0,0.200,2.69,0.0667,0.400,0,0.550,11.2,0.100,3.18,12.6,0.00556,0.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689,34.5,117,0,0,0,0,0.333,1.92,0.433,0.256,0.256,0.989,0.267,2.74,0,4.98,0.383,0,0.100,2.93,0.0667,0.267,0.00556,0.983,13.7,0.200,3.36,13.3,0,0.717
2023-03-22 12:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.700,0,29.0,137,0,0,0,0,0.389,1.68,0.472,0.383,0.383,0.539,0.383,2.87,0,6.10,0.317,0,0.200,3.26,0.0667,0.400,0,0.556,11.4,0.100,3.04,21.1,0,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.700,29.2,110,0,0,0,0,0.333,1.88,0.444,0.256,0.256,0.989,0.256,2.74,0,5.06,0.383,0,0.100,3.53,0.0667,0.267,0.00556,0.983,13.2,0.200,3.21,23.5,0,1.70
2023-03-22 12:08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678,0,15.3,101,0,0,0,0,0,1.69,0.411,0.400,0.400,0.544,0.383,0.200,0,6.10,0.317,0,0.200,3.13,0.0667,0.383,0,0.550,13.2,0.100,2.91,21.1,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678,16.0,84.3,0,0,0,0,0,1.91,0.406,0.267,0.267,0.983,0.256,0.100,0,5.03,0.383,0,0.100,3.53,0.0667,0.256,0,0.983,14.3,0.200,3.19,23.5,0,1.94
2023-03-22 12:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817,0,13.6,79.1,0,0,0,0,0,1.67,0.461,0.367,0.367,0.539,0.367,0.206,0,6.14,0.317,0,0.200,2.27,0.0778,0.383,0,0.539,11.1,0.100,2.63,12.1,0,0.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817,13.5,65.3,0,0,0,0,0,1.94,0.461,0.244,0.244,0.983,0.250,0.100,0,5,0.383,0,0.100,2.86,0.0778,0.256,0,0.983,13.2,0.200,3.11,13.1,0,0.622
2023-03-22 12:12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728,0,14.6,103,0,0,0,0,0,1.68,7.57,0.350,0.350,0.544,0.350,0.200,0,6.09,0.317,0,0.200,2.32,0.0833,0.350,0,0.539,12.5,0.100,2.56,13.2,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728,15.3,80.1,0,0,0,0,0,1.91,11.2,0.233,0.233,0.983,0.233,0.100,0,5.07,0.383,0,0.100,3.21,0.0833,0.233,0,0.989,13.9,0.200,3.38,14.5,0,1.30
2023-03-22 12:14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744,0,46.8,158,0.00556,0,0,0,0,1.69,0.472,0.333,0.333,0.550,0.350,0.200,0,6.06,0.317,0,0.200,1.94,0.0778,0.350,0,0.550,11.3,0.106,2.31,11.8,0,0.644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744,46.8,149,0,0,0,0,0,1.90,0.439,0.222,0.222,0.989,0.233,0.100,0,5.04,0.383,0,0.100,2.79,0.0833,0.233,0,0.989,12.9,0.200,3.10,12.9,0,0.783
2023-03-22 12:16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722,0,46.2,152,0,0,0,0,0.100,1.66,0.467,0.350,0.350,0.544,0.350,0.872,0,6.09,0.317,0,0.200,2.08,0.0667,0.350,0,0.550,10.7,0.100,2.32,11.9,0,0.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722,45.6,144,0,0,0,0,0.0833,1.93,0.461,0.233,0.233,0.989,0.233,0.761,0.00556,5.06,0.383,0,0.100,2.97,0.0667,0.233,0,0.983,13.1,0.200,3.10,12.9,0,0.772
2023-03-22 12:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756,0,14.4,78.2,0,0,0,0,0,1.69,0.439,0.367,0.367,0.539,0.383,0.200,0,6.15,0.317,0,0.200,2.24,0.0667,0.367,0,0.533,12.7,0.100,2.51,11.7,0,0.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756,15.5,70.7,0,0,0,0,0,1.93,0.422,0.244,0.244,0.983,0.256,0.100,0,4.98,0.383,0,0.100,3,0.0667,0.244,0,0.978,13.8,0.200,3.20,12.9,0,0.794
2023-03-22 12:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.661,0,13.3,74.7,0,0,0,0,0,1.67,0.533,0.367,0.367,0.533,0.383,0.200,0,6.12,0.317,0,0.200,1.98,0.0667,0.367,0,0.539,11.3,0.100,2.41,11.3,0,0.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.661,14.0,64.2,0,0,0,0,0,1.94,0.478,0.244,0.244,0.978,0.256,0.100,0,5.02,0.383,0,0.100,2.78,0.0667,0.244,0,0.983,12.8,0.200,3.08,12.6,0,0.717
2023-03-22 12:22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.661,0,15.4,70.4,0,0,0,0,0,1.68,0.439,0.383,0.367,0.533,0.367,0.200,0,6.13,0.317,0,0.200,1.98,0.0667,0.383,0,0.533,13.3,0.100,2.34,11.7,0,0.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.661,16.0,70.7,0,0,0,0,0,1.92,0.444,0.256,0.244,0.978,0.244,0.100,0,5,0.383,0,0.100,2.94,0.0667,0.256,0,0.983,14.9,0.200,3.19,13.0,0,0.872
2023-03-22 12:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0,14.1,77.1,0,0,0,0,0,1.68,0.417,0.367,0.372,0.544,0.383,0.200,0,6.11,0.317,0,0.200,1.89,0.0722,0.367,0,0.544,12.3,0.100,2.33,12.0,0,0.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,14.8,65.6,0,0,0,0,0,1.91,0.400,0.244,0.244,0.989,0.256,0.100,0,5.03,0.383,0,0.100,2.89,0.0722,0.244,0,0.983,13.7,0.200,3.14,13.0,0,0.756
2023-03-22 12:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772,0,14.7,73.0,0,0,0.00556,0,0,1.68,0.511,0.400,0.406,0.533,0.417,0.200,0,6.13,0.328,0,0.200,1.93,0.0833,0.417,0,0.544,11.7,0.100,2.25,11.7,0,0.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772,14.4,65.5,0.00556,0,0,0,0,1.90,0.461,0.267,0.267,0.983,0.278,0.100,0,5.02,0.394,0.00556,0.100,2.87,0.0833,0.278,0,0.983,14.1,0.200,3.08,12.8,0,0.833
2023-03-22 12:28:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806,0,14.7,77.9,0,0,0.00556,0,0,1.69,0.550,0.417,0.417,0.533,0.383,0.200,0,6.10,0.328,0.00556,0.200,2.42,0.0833,0.433,0,0.533,12.5,0.100,2.75,12.1,0,0.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806,15.3,74.0,0.00556,0,0,0,0,1.91,0.483,0.278,0.278,0.983,0.256,0.100,0,5.02,0.394,0.00556,0.100,2.99,0.0833,0.289,0,0.983,14.0,0.200,3.24,13.1,0,0.867
2023-03-22 12:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.850,0,12.8,92.6,0,0,0,0,0,1.67,0.450,0.367,0.367,0.533,0.367,0.200,0.00556,6.06,0.328,0.00556,0.200,2.64,0.0722,0.383,0,0.544,10.6,0.100,3.01,12.3,0,0.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.850,13.3,65.3,0,0,0,0,0,1.94,0.417,0.244,0.250,0.983,0.244,0.100,0,5.04,0.394,0,0.100,2.96,0.0722,0.256,0,0.989,12.2,0.200,3.27,13.0,0,0.706
2023-03-22 12:32:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817,0,14.5,74.0,0,0,0,0,0,1.66,0.506,0.367,0.367,0.533,0.350,0.200,0.00556,6.07,0.317,0,0.200,2.60,0.0667,0.367,0,0.550,12.3,0.100,2.96,12.5,0,0.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817,14.9,72.6,0,0,0,0,0,1.93,0.450,0.244,0.250,0.983,0.233,0.100,0,5.08,0.383,0,0.100,2.93,0.0667,0.244,0,0.983,14.0,0.200,3.21,13.2,0,0.778
2023-03-22 12:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756,0.00556,13.7,73.1,0,0,0,0,0,1.69,0.517,0.333,0.350,0.539,0.350,0.200,0,6.07,0.322,0,0.200,2.56,0.0667,0.350,0,0.550,10.9,0.100,2.86,12.4,0,0.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00556,0.756,13.4,65.7,0,0,0,0,0,1.87,0.472,0.222,0.233,0.989,0.233,0.100,0,5.06,0.389,0,0.100,2.90,0.0667,0.233,0,0.983,13.2,0.200,3.09,13.0,0,0.706
2023-03-22 12:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817,0,14.1,71.3,0,0,0,0,0,1.70,0.422,0.383,0.367,0.544,0.400,0.200,0,6.11,0.333,0,0.200,2.49,0.0667,0.367,0,0.533,12.1,0.100,2.91,12.3,0,0.611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817,14.8,68.9,0,0,0,0,0,1.88,0.394,0.256,0.244,0.989,0.267,0.100,0,5.04,0.400,0,0.100,2.84,0.0667,0.244,0,0.983,13.6,0.200,3.16,13.0,0,0.744
