"Time","Receive Errors (cilium_host)","Receive Errors (cilium_net)","Receive Errors (cilium_vxlan)","Receive Errors (eno1)","Receive Errors (eno2)","Receive Errors (lxc065c53ebb186)","Receive Errors (lxc112201e91bdd)","Receive Errors (lxc31a18ef1c7a9)","Receive Errors (lxc4bc7dd70a645)","Receive Errors (lxc56ca4202df8d)","Receive Errors (lxc5a79d5ba43a7)","Receive Errors (lxc60183762415c)","Receive Errors (lxc671f68b87d4c)","Receive Errors (lxc6742cb9c73e8)","Receive Errors (lxc677514151648)","Receive Errors (lxc6878f18c3bad)","Receive Errors (lxc6a5ee68e74ae)","Receive Errors (lxc6df0a0a9ae16)","Receive Errors (lxc711d9d9ccaed)","Receive Errors (lxc77e316fd9553)","Receive Errors (lxc7b296e734ec5)","Receive Errors (lxc7dc8d2fe1b5f)","Receive Errors (lxc7de4e72c399e)","Receive Errors (lxc886931b76f29)","Receive Errors (lxc_health)","Receive Errors (lxcba5d8dc031d5)","Receive Errors (lxcbf44a8db0d00)","Receive Errors (lxcd1a0550bd660)","Receive Errors (lxcd980b65d7e59)","Receive Errors (lxcda5bb31ba605)","Receive Errors (lxcdea961bf232d)","Receive Errors (lxceb50a9da2ffb)","Receive Errors (lxceec6fd46dfaf)","Receive Errors (lxcf2945b926349)","Receive Errors (lxcfae62b1bb3cc)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc065c53ebb186)","Receive Total (lxc112201e91bdd)","Receive Total (lxc31a18ef1c7a9)","Receive Total (lxc4bc7dd70a645)","Receive Total (lxc56ca4202df8d)","Receive Total (lxc5a79d5ba43a7)","Receive Total (lxc60183762415c)","Receive Total (lxc671f68b87d4c)","Receive Total (lxc6742cb9c73e8)","Receive Total (lxc677514151648)","Receive Total (lxc6878f18c3bad)","Receive Total (lxc6a5ee68e74ae)","Receive Total (lxc6df0a0a9ae16)","Receive Total (lxc711d9d9ccaed)","Receive Total (lxc77e316fd9553)","Receive Total (lxc7b296e734ec5)","Receive Total (lxc7dc8d2fe1b5f)","Receive Total (lxc7de4e72c399e)","Receive Total (lxc886931b76f29)","Receive Total (lxc_health)","Receive Total (lxcba5d8dc031d5)","Receive Total (lxcbf44a8db0d00)","Receive Total (lxcd1a0550bd660)","Receive Total (lxcd980b65d7e59)","Receive Total (lxcda5bb31ba605)","Receive Total (lxcdea961bf232d)","Receive Total (lxceb50a9da2ffb)","Receive Total (lxceec6fd46dfaf)","Receive Total (lxcf2945b926349)","Receive Total (lxcfae62b1bb3cc)","Transmit Errors (cilium_host)","Transmit Errors (cilium_net)","Transmit Errors (cilium_vxlan)","Transmit Errors (eno1)","Transmit Errors (eno2)","Transmit Errors (lxc065c53ebb186)","Transmit Errors (lxc112201e91bdd)","Transmit Errors (lxc31a18ef1c7a9)","Transmit Errors (lxc4bc7dd70a645)","Transmit Errors (lxc56ca4202df8d)","Transmit Errors (lxc5a79d5ba43a7)","Transmit Errors (lxc60183762415c)","Transmit Errors (lxc671f68b87d4c)","Transmit Errors (lxc6742cb9c73e8)","Transmit Errors (lxc677514151648)","Transmit Errors (lxc6878f18c3bad)","Transmit Errors (lxc6a5ee68e74ae)","Transmit Errors (lxc6df0a0a9ae16)","Transmit Errors (lxc711d9d9ccaed)","Transmit Errors (lxc77e316fd9553)","Transmit Errors (lxc7b296e734ec5)","Transmit Errors (lxc7dc8d2fe1b5f)","Transmit Errors (lxc7de4e72c399e)","Transmit Errors (lxc886931b76f29)","Transmit Errors (lxc_health)","Transmit Errors (lxcba5d8dc031d5)","Transmit Errors (lxcbf44a8db0d00)","Transmit Errors (lxcd1a0550bd660)","Transmit Errors (lxcd980b65d7e59)","Transmit Errors (lxcda5bb31ba605)","Transmit Errors (lxcdea961bf232d)","Transmit Errors (lxceb50a9da2ffb)","Transmit Errors (lxceec6fd46dfaf)","Transmit Errors (lxcf2945b926349)","Transmit Errors (lxcfae62b1bb3cc)","Receive Dropped (cilium_host)","Receive Dropped (cilium_net)","Receive Dropped (cilium_vxlan)","Receive Dropped (eno1)","Receive Dropped (eno2)","Receive Dropped (lxc065c53ebb186)","Receive Dropped (lxc112201e91bdd)","Receive Dropped (lxc31a18ef1c7a9)","Receive Dropped (lxc4bc7dd70a645)","Receive Dropped (lxc56ca4202df8d)","Receive Dropped (lxc5a79d5ba43a7)","Receive Dropped (lxc60183762415c)","Receive Dropped (lxc671f68b87d4c)","Receive Dropped (lxc6742cb9c73e8)","Receive Dropped (lxc677514151648)","Receive Dropped (lxc6878f18c3bad)","Receive Dropped (lxc6a5ee68e74ae)","Receive Dropped (lxc6df0a0a9ae16)","Receive Dropped (lxc711d9d9ccaed)","Receive Dropped (lxc77e316fd9553)","Receive Dropped (lxc7b296e734ec5)","Receive Dropped (lxc7dc8d2fe1b5f)","Receive Dropped (lxc7de4e72c399e)","Receive Dropped (lxc886931b76f29)","Receive Dropped (lxc_health)","Receive Dropped (lxcba5d8dc031d5)","Receive Dropped (lxcbf44a8db0d00)","Receive Dropped (lxcd1a0550bd660)","Receive Dropped (lxcd980b65d7e59)","Receive Dropped (lxcda5bb31ba605)","Receive Dropped (lxcdea961bf232d)","Receive Dropped (lxceb50a9da2ffb)","Receive Dropped (lxceec6fd46dfaf)","Receive Dropped (lxcf2945b926349)","Receive Dropped (lxcfae62b1bb3cc)","Transmit Dropped (cilium_host)","Transmit Dropped (cilium_net)","Transmit Dropped (cilium_vxlan)","Transmit Dropped (eno1)","Transmit Dropped (eno2)","Transmit Dropped (lxc065c53ebb186)","Transmit Dropped (lxc112201e91bdd)","Transmit Dropped (lxc31a18ef1c7a9)","Transmit Dropped (lxc4bc7dd70a645)","Transmit Dropped (lxc56ca4202df8d)","Transmit Dropped (lxc5a79d5ba43a7)","Transmit Dropped (lxc60183762415c)","Transmit Dropped (lxc671f68b87d4c)","Transmit Dropped (lxc6742cb9c73e8)","Transmit Dropped (lxc677514151648)","Transmit Dropped (lxc6878f18c3bad)","Transmit Dropped (lxc6a5ee68e74ae)","Transmit Dropped (lxc6df0a0a9ae16)","Transmit Dropped (lxc711d9d9ccaed)","Transmit Dropped (lxc77e316fd9553)","Transmit Dropped (lxc7b296e734ec5)","Transmit Dropped (lxc7dc8d2fe1b5f)","Transmit Dropped (lxc7de4e72c399e)","Transmit Dropped (lxc886931b76f29)","Transmit Dropped (lxc_health)","Transmit Dropped (lxcba5d8dc031d5)","Transmit Dropped (lxcbf44a8db0d00)","Transmit Dropped (lxcd1a0550bd660)","Transmit Dropped (lxcd980b65d7e59)","Transmit Dropped (lxcda5bb31ba605)","Transmit Dropped (lxcdea961bf232d)","Transmit Dropped (lxceb50a9da2ffb)","Transmit Dropped (lxceec6fd46dfaf)","Transmit Dropped (lxcf2945b926349)","Transmit Dropped (lxcfae62b1bb3cc)","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc065c53ebb186)","Transmit Total (lxc112201e91bdd)","Transmit Total (lxc31a18ef1c7a9)","Transmit Total (lxc4bc7dd70a645)","Transmit Total (lxc56ca4202df8d)","Transmit Total (lxc5a79d5ba43a7)","Transmit Total (lxc60183762415c)","Transmit Total (lxc671f68b87d4c)","Transmit Total (lxc6742cb9c73e8)","Transmit Total (lxc677514151648)","Transmit Total (lxc6878f18c3bad)","Transmit Total (lxc6a5ee68e74ae)","Transmit Total (lxc6df0a0a9ae16)","Transmit Total (lxc711d9d9ccaed)","Transmit Total (lxc77e316fd9553)","Transmit Total (lxc7b296e734ec5)","Transmit Total (lxc7dc8d2fe1b5f)","Transmit Total (lxc7de4e72c399e)","Transmit Total (lxc886931b76f29)","Transmit Total (lxc_health)","Transmit Total (lxcba5d8dc031d5)","Transmit Total (lxcbf44a8db0d00)","Transmit Total (lxcd1a0550bd660)","Transmit Total (lxcd980b65d7e59)","Transmit Total (lxcda5bb31ba605)","Transmit Total (lxcdea961bf232d)","Transmit Total (lxceb50a9da2ffb)","Transmit Total (lxceec6fd46dfaf)","Transmit Total (lxcf2945b926349)","Transmit Total (lxcfae62b1bb3cc)"
2023-03-11 23:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,0,3.58,48.7,0,1.84,0,0.561,0,0.200,0.978,0.0500,0.00556,1.26,0.100,0.100,2.36,1.44,0,1.01,1.31,0.289,0,0.961,0.317,0.278,2.19,0.772,0,1.23,0.200,11.2,4.94,0.550,7.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,3.69,56.9,0,2.79,0,1.01,0,0.100,0.906,0.0500,0,1.43,0.200,0.200,3.15,1.47,0,1.01,1.51,0.450,0,0.994,0.383,0.278,3.28,1.54,0,1.42,0.100,12.1,4.26,1.01,9.81
2023-03-11 23:08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,3.34,48.2,0,2.14,0.0111,0.544,0,0.200,0.983,0.0500,0,1.23,0.100,0.100,2.54,1.15,0,1.01,1.26,0.267,0,0.889,0.317,0.244,2.32,0.767,0,1.18,0.200,11.1,4.93,0.522,7.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,3.46,57.1,0,2.67,0.0111,0.961,0,0.100,0.900,0.0500,0,1.41,0.200,0.200,2.97,1.16,0,1.02,1.46,0.433,0,0.911,0.383,0.244,3.06,1.53,0,1.37,0.100,11.9,4.24,0.956,9.79
2023-03-11 23:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,3.02,45.8,0,2.21,0.0111,0.567,0,0.200,0.511,0.0611,0,1.18,0.100,0.100,2.46,1.11,0,1,1.26,0.267,0,0.906,0.328,0.256,2.31,0.772,0,1.20,0.200,10.7,4.94,0.556,7.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,3.07,55.0,0,2.64,0.0111,1.01,0,0.100,0.483,0.0611,0,1.37,0.200,0.200,2.88,1.13,0,1.01,1.46,0.433,0,0.911,0.394,0.256,3.01,1.54,0,1.38,0.106,11.7,4.22,1.01,9.74
2023-03-11 23:12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,24.1,95.6,0,2.13,0.267,0.539,0,0.200,0.983,0.0667,0,1.23,0.100,1.94,2.42,1.11,0,1,1.29,0.289,0,0.889,0.333,0.256,2.26,0.772,0,1.22,2.97,10.7,4.94,0.544,7.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,22.2,104,0,2.77,0.344,0.989,0,0.100,0.922,0.0667,0.00556,1.43,0.200,2.13,3.07,1.14,0,1,1.49,0.450,0,0.906,0.400,0.256,3.12,1.54,0,1.41,2.77,11.6,4.24,0.994,9.76
2023-03-11 23:14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,24.0,92.7,0,2.05,0.272,0.522,0.00556,0.200,0.656,0.0722,0,1.25,0.100,1.94,2.33,1.38,0,1,1.29,0.289,0,0.856,0.333,0.256,2.19,0.767,0,1.20,2.97,10.8,4.93,0.522,7.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,22.0,104,0,2.62,0.344,0.956,0,0.100,0.728,0.0667,0,1.43,0.200,2.13,2.89,1.40,0,1.01,1.49,0.450,0,0.867,0.400,0.256,3.06,1.53,0,1.40,2.77,11.7,4.24,0.956,9.72
2023-03-11 23:16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,3.54,47.6,0,1.99,0,0.544,0,0.200,0.822,0.0667,0,1.24,0.100,0.100,2.49,1.46,0,1,1.29,0.272,0,0.944,0.333,0.244,2.34,0.772,0,1.25,0.200,10.8,4.93,0.539,7.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,3.56,56.6,0,2.72,0,0.994,0,0.100,0.850,0.0667,0,1.42,0.200,0.200,3.02,1.44,0,1.03,1.49,0.439,0,0.950,0.400,0.244,3.02,1.54,0,1.43,0.100,11.8,4.26,0.983,9.74
2023-03-11 23:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,3.35,68.6,0,2.11,0.0111,0.528,0,0.200,0.956,0.0667,0,1.25,0.100,0.100,2.37,1.15,0,1.00,1.29,0.267,0,1.07,0.333,0.256,2.36,0.767,0,1.20,0.200,10.9,4.93,0.511,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,3.46,65.5,0,2.83,0.0111,0.967,0,0.100,0.883,0.0667,0,1.43,0.200,0.200,3.03,1.16,0,1.02,1.50,0.433,0,1.18,0.400,0.256,3.09,1.53,0,1.40,0.100,11.8,4.26,0.950,15.9
2023-03-11 23:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,3.02,46.3,0,2.04,0.0111,0.539,0,0.200,0.511,0.0556,0,1.25,0.100,0.100,2.41,1.11,0,1,1.29,0.317,0,1.02,0.333,0.233,2.15,0.767,0,1.20,0.200,11.0,4.93,0.522,7.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,3.08,55.0,0,2.64,0.0111,0.978,0,0.100,0.483,0.0556,0,1.43,0.200,0.200,2.89,1.13,0,1.01,1.49,0.467,0,1.14,0.400,0.233,3.09,1.53,0,1.40,0.100,11.7,4.26,0.961,9.67
2023-03-11 23:22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,21.2,89.5,0,1.94,0,0.572,0,0.206,0.944,0.0500,0,1.22,0.100,0.100,2.49,1.11,0,1,1.29,0.283,0,0.961,0.333,0.256,2.16,0.778,0,1.20,0.200,10.8,4.94,0.561,7.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,19.8,99.5,0,2.81,0,1.02,0,0.100,0.883,0.0500,0,1.41,0.200,0.200,3.13,1.13,0,1.01,1.49,0.444,0,0.978,0.400,0.256,3.18,1.54,0,1.40,0.100,11.7,4.27,1.02,9.81
2023-03-11 23:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,23.6,93.0,0,1.94,0.267,0.528,0,0.206,0.694,0.0556,0,1.25,0.100,1.94,2.38,1.38,0,1,1.29,0.267,0,0.856,0.328,0.256,2.15,0.772,0,1.23,2.91,10.6,4.93,0.533,7.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,22.1,103,0,2.66,0.311,0.972,0,0.100,0.650,0.0556,0,1.43,0.200,2.09,2.95,1.39,0,1,1.49,0.433,0,0.872,0.394,0.256,3.09,1.54,0,1.42,2.74,11.6,4.29,0.978,9.71
2023-03-11 23:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,3.45,48.7,0,1.88,0,0.533,0,0.200,0.811,0.0667,0,1.25,0.100,0.100,2.23,1.45,0,1,1.29,0.267,0,1.06,0.317,0.233,2.14,0.778,0,1.25,0.200,10.6,4.94,0.528,7.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,3.56,56.4,0,2.71,0,0.983,0,0.100,0.750,0.0667,0,1.43,0.200,0.200,3.01,1.44,0,1.01,1.49,0.433,0,1.29,0.383,0.233,3.16,1.54,0,1.43,0.100,11.6,4.26,0.967,9.69
2023-03-11 23:28:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,3.42,50.4,0,1.81,0.0111,0.550,0,0.200,0.939,0.0667,0,1.27,0.100,0.100,2.24,1.15,0,1,1.30,0.272,0,1.01,0.317,0.256,2.17,0.778,0,1.20,0.200,10.8,4.94,0.544,8.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,3.50,57.1,0,2.66,0.0111,0.994,0,0.100,0.894,0.0667,0,1.44,0.200,0.200,3.01,1.16,0,1.01,1.50,0.439,0,1.23,0.383,0.256,3.16,1.54,0,1.40,0.100,11.6,4.23,0.989,10.5
2023-03-11 23:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0.00556,2.94,45.3,0,1.96,0.0111,0.556,0,0.200,0.511,0.0667,0,1.27,0.100,0.100,2.49,1.12,0,1,1.29,0.289,0,0.839,0.328,0.244,2.21,0.761,0,1.23,0.206,10.9,4.91,0.550,8.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00556,0.650,3.02,56.0,0,2.52,0.0111,1.01,0.00556,0.100,0.478,0.0667,0,1.44,0.200,0.200,2.96,1.13,0,1,1.49,0.450,0,0.839,0.394,0.244,2.94,1.52,0,1.42,0.100,11.6,4.23,1.01,10.5
2023-03-11 23:32:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0.00556,17.8,81.3,0,2.09,0,0.511,0,0.200,0.983,0.0667,0,1.22,0.100,0.100,2.44,1.12,0,0.994,1.26,0.267,0,1.08,0.333,0.256,2.29,0.772,0,1.19,0.206,10.9,4.94,0.506,7.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00556,0.650,16.7,91.5,0,2.79,0,0.944,0.00556,0.100,0.939,0.0667,0,1.39,0.200,0.200,3.03,1.13,0,1.01,1.45,0.433,0,1.15,0.400,0.256,3.18,1.54,0,1.37,0.100,11.7,4.27,0.944,9.81
2023-03-11 23:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656,0,23.6,94.1,0,1.91,0.267,0.556,0,0.200,0.661,0.0667,0,1.27,0.100,1.94,2.06,1.37,0,1,1.30,0.272,0,1.08,0.328,0.233,2.14,0.767,0,1.22,2.94,11.1,4.93,0.561,7.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656,22.1,104,0,2.66,0.322,1.01,0,0.100,0.656,0.0667,0,1.44,0.200,2.10,2.92,1.40,0,1.01,1.50,0.439,0,1.24,0.394,0.233,3.21,1.53,0,1.41,2.77,11.8,4.26,1.02,9.71
2023-03-11 23:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0,3.58,47.3,0,2.06,0,0.528,0,0.200,0.794,0.0667,0,1.23,0.100,0.100,2.49,1.49,0,1.00,1.29,0.289,0,0.939,0.317,0.256,2.24,0.772,0,1.20,0.200,11.0,4.93,0.528,7.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,3.62,56.8,0,2.77,0,0.972,0,0.100,0.778,0.0667,0,1.42,0.200,0.200,3.21,1.51,0,1.01,1.49,0.450,0,0.961,0.383,0.256,3.22,1.54,0,1.40,0.100,11.9,4.26,0.978,9.83
2023-03-11 23:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,3.54,48.3,0,2.14,0.0111,0.539,0,0.200,0.972,0.0667,0,1.23,0.100,0.100,2.72,1.15,0,1,1.28,0.267,0,1.03,0.317,0.256,2.28,0.772,0,1.23,0.200,11.2,4.94,0.544,7.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,3.63,57.9,0,2.79,0.0111,0.989,0,0.100,0.911,0.0722,0,1.42,0.200,0.200,3.24,1.16,0,1.02,1.48,0.433,0,1.04,0.383,0.256,3.16,1.54,0,1.42,0.100,12.1,4.24,0.994,9.88
2023-03-11 23:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,2.97,62.7,0,2.04,0.0111,0.544,0,0.200,0.561,0.0667,0,1.28,0.1000,0.1000,2.44,1.11,0,1.000,1.30,0.289,0,0.928,0.328,0.233,2.25,0.767,0,1.23,0.200,10.7,4.93,0.539,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,3.03,63.4,0,2.63,0.0111,0.994,0,0.1000,0.533,0.0667,0,1.46,0.200,0.200,2.87,1.13,0,1.01,1.50,0.450,0,0.928,0.394,0.233,3.03,1.53,0,1.42,0.1000,11.5,4.24,0.989,15.6
