"Time","Receive Errors (cilium_host)","Receive Errors (cilium_net)","Receive Errors (cilium_vxlan)","Receive Errors (enp1s0)","Receive Errors (lxc045e0df77a65)","Receive Errors (lxc04ba3655f7bb)","Receive Errors (lxc058f11ae84e2)","Receive Errors (lxc101aa30b6d42)","Receive Errors (lxc1055eece523d)","Receive Errors (lxc17545d6a2c13)","Receive Errors (lxc1b3ec4421f95)","Receive Errors (lxc25dc796f779e)","Receive Errors (lxc2cf3504ea230)","Receive Errors (lxc2f20023e145d)","Receive Errors (lxc42de66ecdcc8)","Receive Errors (lxc53962ca4487f)","Receive Errors (lxc586756a19dbd)","Receive Errors (lxc6609bc973c6e)","Receive Errors (lxc8f825b75ba1b)","Receive Errors (lxc901c98c966b2)","Receive Errors (lxc970c5453f2c7)","Receive Errors (lxc9bf9c5e25fda)","Receive Errors (lxc9d9580e18417)","Receive Errors (lxc_health)","Receive Errors (lxca2b0b9903cdc)","Receive Errors (lxca3d1fbc08b7c)","Receive Errors (lxcaee2fab0754f)","Receive Errors (lxcb3f5b6163447)","Receive Errors (lxcbba06f29c914)","Receive Errors (lxccc10b9c35713)","Receive Errors (lxccd3f5d5c9dab)","Receive Errors (lxcd19ab656bbb2)","Receive Errors (lxcd4e1a68a8393)","Receive Errors (lxcf0be76b85bba)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc045e0df77a65)","Receive Total (lxc04ba3655f7bb)","Receive Total (lxc058f11ae84e2)","Receive Total (lxc101aa30b6d42)","Receive Total (lxc1055eece523d)","Receive Total (lxc17545d6a2c13)","Receive Total (lxc1b3ec4421f95)","Receive Total (lxc25dc796f779e)","Receive Total (lxc2cf3504ea230)","Receive Total (lxc2f20023e145d)","Receive Total (lxc42de66ecdcc8)","Receive Total (lxc53962ca4487f)","Receive Total (lxc586756a19dbd)","Receive Total (lxc6609bc973c6e)","Receive Total (lxc8f825b75ba1b)","Receive Total (lxc901c98c966b2)","Receive Total (lxc970c5453f2c7)","Receive Total (lxc9bf9c5e25fda)","Receive Total (lxc9d9580e18417)","Receive Total (lxc_health)","Receive Total (lxca2b0b9903cdc)","Receive Total (lxca3d1fbc08b7c)","Receive Total (lxcaee2fab0754f)","Receive Total (lxcb3f5b6163447)","Receive Total (lxcbba06f29c914)","Receive Total (lxccc10b9c35713)","Receive Total (lxccd3f5d5c9dab)","Receive Total (lxcd19ab656bbb2)","Receive Total (lxcd4e1a68a8393)","Receive Total (lxcf0be76b85bba)","Transmit Errors (cilium_host)","Transmit Errors (cilium_net)","Transmit Errors (cilium_vxlan)","Transmit Errors (enp1s0)","Transmit Errors (lxc045e0df77a65)","Transmit Errors (lxc04ba3655f7bb)","Transmit Errors (lxc058f11ae84e2)","Transmit Errors (lxc101aa30b6d42)","Transmit Errors (lxc1055eece523d)","Transmit Errors (lxc17545d6a2c13)","Transmit Errors (lxc1b3ec4421f95)","Transmit Errors (lxc25dc796f779e)","Transmit Errors (lxc2cf3504ea230)","Transmit Errors (lxc2f20023e145d)","Transmit Errors (lxc42de66ecdcc8)","Transmit Errors (lxc53962ca4487f)","Transmit Errors (lxc586756a19dbd)","Transmit Errors (lxc6609bc973c6e)","Transmit Errors (lxc8f825b75ba1b)","Transmit Errors (lxc901c98c966b2)","Transmit Errors (lxc970c5453f2c7)","Transmit Errors (lxc9bf9c5e25fda)","Transmit Errors (lxc9d9580e18417)","Transmit Errors (lxc_health)","Transmit Errors (lxca2b0b9903cdc)","Transmit Errors (lxca3d1fbc08b7c)","Transmit Errors (lxcaee2fab0754f)","Transmit Errors (lxcb3f5b6163447)","Transmit Errors (lxcbba06f29c914)","Transmit Errors (lxccc10b9c35713)","Transmit Errors (lxccd3f5d5c9dab)","Transmit Errors (lxcd19ab656bbb2)","Transmit Errors (lxcd4e1a68a8393)","Transmit Errors (lxcf0be76b85bba)","Receive Dropped (cilium_host)","Receive Dropped (cilium_net)","Receive Dropped (cilium_vxlan)","Receive Dropped (enp1s0)","Receive Dropped (lxc045e0df77a65)","Receive Dropped (lxc04ba3655f7bb)","Receive Dropped (lxc058f11ae84e2)","Receive Dropped (lxc101aa30b6d42)","Receive Dropped (lxc1055eece523d)","Receive Dropped (lxc17545d6a2c13)","Receive Dropped (lxc1b3ec4421f95)","Receive Dropped (lxc25dc796f779e)","Receive Dropped (lxc2cf3504ea230)","Receive Dropped (lxc2f20023e145d)","Receive Dropped (lxc42de66ecdcc8)","Receive Dropped (lxc53962ca4487f)","Receive Dropped (lxc586756a19dbd)","Receive Dropped (lxc6609bc973c6e)","Receive Dropped (lxc8f825b75ba1b)","Receive Dropped (lxc901c98c966b2)","Receive Dropped (lxc970c5453f2c7)","Receive Dropped (lxc9bf9c5e25fda)","Receive Dropped (lxc9d9580e18417)","Receive Dropped (lxc_health)","Receive Dropped (lxca2b0b9903cdc)","Receive Dropped (lxca3d1fbc08b7c)","Receive Dropped (lxcaee2fab0754f)","Receive Dropped (lxcb3f5b6163447)","Receive Dropped (lxcbba06f29c914)","Receive Dropped (lxccc10b9c35713)","Receive Dropped (lxccd3f5d5c9dab)","Receive Dropped (lxcd19ab656bbb2)","Receive Dropped (lxcd4e1a68a8393)","Receive Dropped (lxcf0be76b85bba)","Transmit Dropped (cilium_host)","Transmit Dropped (cilium_net)","Transmit Dropped (cilium_vxlan)","Transmit Dropped (enp1s0)","Transmit Dropped (lxc045e0df77a65)","Transmit Dropped (lxc04ba3655f7bb)","Transmit Dropped (lxc058f11ae84e2)","Transmit Dropped (lxc101aa30b6d42)","Transmit Dropped (lxc1055eece523d)","Transmit Dropped (lxc17545d6a2c13)","Transmit Dropped (lxc1b3ec4421f95)","Transmit Dropped (lxc25dc796f779e)","Transmit Dropped (lxc2cf3504ea230)","Transmit Dropped (lxc2f20023e145d)","Transmit Dropped (lxc42de66ecdcc8)","Transmit Dropped (lxc53962ca4487f)","Transmit Dropped (lxc586756a19dbd)","Transmit Dropped (lxc6609bc973c6e)","Transmit Dropped (lxc8f825b75ba1b)","Transmit Dropped (lxc901c98c966b2)","Transmit Dropped (lxc970c5453f2c7)","Transmit Dropped (lxc9bf9c5e25fda)","Transmit Dropped (lxc9d9580e18417)","Transmit Dropped (lxc_health)","Transmit Dropped (lxca2b0b9903cdc)","Transmit Dropped (lxca3d1fbc08b7c)","Transmit Dropped (lxcaee2fab0754f)","Transmit Dropped (lxcb3f5b6163447)","Transmit Dropped (lxcbba06f29c914)","Transmit Dropped (lxccc10b9c35713)","Transmit Dropped (lxccd3f5d5c9dab)","Transmit Dropped (lxcd19ab656bbb2)","Transmit Dropped (lxcd4e1a68a8393)","Transmit Dropped (lxcf0be76b85bba)","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc045e0df77a65)","Transmit Total (lxc04ba3655f7bb)","Transmit Total (lxc058f11ae84e2)","Transmit Total (lxc101aa30b6d42)","Transmit Total (lxc1055eece523d)","Transmit Total (lxc17545d6a2c13)","Transmit Total (lxc1b3ec4421f95)","Transmit Total (lxc25dc796f779e)","Transmit Total (lxc2cf3504ea230)","Transmit Total (lxc2f20023e145d)","Transmit Total (lxc42de66ecdcc8)","Transmit Total (lxc53962ca4487f)","Transmit Total (lxc586756a19dbd)","Transmit Total (lxc6609bc973c6e)","Transmit Total (lxc8f825b75ba1b)","Transmit Total (lxc901c98c966b2)","Transmit Total (lxc970c5453f2c7)","Transmit Total (lxc9bf9c5e25fda)","Transmit Total (lxc9d9580e18417)","Transmit Total (lxc_health)","Transmit Total (lxca2b0b9903cdc)","Transmit Total (lxca3d1fbc08b7c)","Transmit Total (lxcaee2fab0754f)","Transmit Total (lxcb3f5b6163447)","Transmit Total (lxcbba06f29c914)","Transmit Total (lxccc10b9c35713)","Transmit Total (lxccd3f5d5c9dab)","Transmit Total (lxcd19ab656bbb2)","Transmit Total (lxcd4e1a68a8393)","Transmit Total (lxcf0be76b85bba)"
2023-03-21 05:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48,0,32.3,179,0,2.59,0.383,0.517,0.283,0.367,7.30,0.539,13.2,0,12.1,0.900,0.0944,1.57,0.911,0,3.26,2.91,0.400,0.328,0.833,3.75,0.550,1.94,3.85,0,0,0.400,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48,30.0,212,0,2.89,0.256,0.544,0.439,0.244,9,0.989,12.9,0,12.4,1.08,0.0778,1.57,1.31,0,4.62,3.13,0.267,0.394,0.839,4.88,0.989,2.09,3.93,0,0,0.267,25.7,0
2023-03-21 05:32:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,0,11.8,160,0,2.56,0.383,0.483,0.283,0.383,7.58,0.550,4.46,0,12.2,0.872,0.0889,1.57,0.933,0,3.25,3.05,0.400,0.317,0.939,3.91,0.544,0.100,3.62,0,0,0.383,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,10.1,191,0,2.91,0.256,0.522,0.444,0.256,9.27,0.994,5.27,0,12.7,1.06,0.0778,1.62,1.33,0,4.54,3.31,0.267,0.383,0.944,5.01,0.989,0.200,3.69,0,0,0.256,1.49,0
2023-03-21 05:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68,0,11.7,162,0,2.52,0.367,0.467,0.289,0.350,7.53,0.539,4.48,0,12.4,0.822,0.0889,1.55,0.933,0,3.45,2.87,0.400,0.317,0.878,3.89,0.539,0.100,3.51,0,0,0.383,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68,9.95,185,0,2.88,0.244,0.511,0.450,0.233,9.15,0.989,5.20,0,12.4,1.02,0.0889,1.62,1.33,0,4.69,3.11,0.267,0.383,0.878,5.05,0.983,0.200,3.54,0,0,0.256,1.48,0
2023-03-21 05:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54,0,12.5,162,0,2.67,0.350,0.467,0.272,0.350,7.61,0.544,4.53,0,12.4,0.833,0.0944,1.54,0.933,0,3.25,2.92,0.367,0.322,0.894,3.88,0.539,0.100,3.44,0,0,0.367,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54,10.6,193,0,2.99,0.233,0.511,0.439,0.233,9.23,0.989,5.17,0,12.7,1.03,0.0889,1.60,1.33,0,4.53,3.21,0.244,0.389,0.894,5.28,0.983,0.200,3.47,0,0,0.244,1.45,0
2023-03-21 05:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60,0,12.7,167,0,2.72,0.367,0.467,0.339,0.367,7.68,0.550,4.47,0,12.1,1.01,0.0833,1.54,0.922,0,3.21,2.97,0.350,0.328,1.13,3.83,0.533,0.100,3.75,0,0,0.333,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60,11.0,195,0,2.98,0.244,0.511,0.494,0.244,9.36,0.994,5.21,0,12.6,1.17,0.0722,1.64,1.33,0,4.89,3.20,0.233,0.394,1.24,4.98,0.983,0.200,3.82,0,0,0.222,1.44,0
2023-03-21 05:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38,0,32.2,177,0,2.55,0.400,0.450,0.356,0.383,7.31,0.550,12.2,0,11.9,0.867,0.0778,1.54,0.917,0,3.17,2.90,0.367,0.317,1.01,3.81,0.533,1.94,3.86,0,0,0.383,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38,30.0,215,0,2.84,0.267,0.500,0.533,0.256,9.04,0.994,12.9,0,12.5,1.05,0.0722,1.59,1.33,0,4.62,3.10,0.244,0.383,1.14,5.17,0.983,2.09,3.94,0,0,0.256,24.4,0
2023-03-21 05:42:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06,0,24.0,170,0,2.66,0.367,0.450,0.294,0.367,7.59,0.550,9.29,0,11.9,0.867,0.0833,1.56,0.922,0,3.30,3.09,0.400,0.317,1.42,3.84,0.556,1.94,4.01,0,0,0.400,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06,21.8,208,0,2.98,0.244,0.500,0.467,0.244,9.34,0.989,9.94,0,12.5,1.06,0.0778,1.61,1.33,0,4.78,3.27,0.267,0.383,1.72,5.55,0.989,2.09,4.02,0,0,0.267,12.0,0.00556
2023-03-21 05:44:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,12.8,161,0,2.66,0.350,0.567,0.278,0.356,7.58,0.550,4.49,0,12.2,0.844,0.0833,1.55,0.944,0,3.31,2.94,0.372,0.317,0.878,3.79,0.556,0.100,3.53,0,0,0.367,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16,10.5,185,0.00556,2.96,0.233,0.578,0.439,0.233,9.29,0.983,5.26,0,12.6,1.04,0.0722,1.62,1.34,0,4.71,3.17,0.244,0.383,0.878,5.77,0.983,0.206,3.54,0,0,0.244,1.46,0
2023-03-21 05:46:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,12.8,157,0,2.24,0.383,0.500,0.294,0.400,7.58,0.544,4.51,0,11.8,0.850,0.0611,1.55,0.939,0.00556,3.31,2.82,0.350,0.317,0.872,3.91,0.544,0.100,3.61,0,0,0.333,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,10.6,189,0,2.91,0.256,0.533,0.444,0.267,9.21,0.989,5.24,0,12.3,1.05,0.0556,1.61,1.34,0,4.84,3.38,0.233,0.383,0.872,5.44,0.989,0.200,3.67,0,0,0.222,1.44,0
2023-03-21 05:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20,0,12.4,170,0,2.16,0.372,0.417,0.294,0.383,7.64,0.544,4.50,0,11.5,0.994,0.0722,1.57,0.933,0,3.30,2.58,0.400,0.317,0.922,3.82,0.544,0.100,3.77,0,0,0.389,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20,11.0,210,0,2.87,0.244,0.478,0.439,0.256,9.34,0.983,5.28,0,12.3,1.19,0.0667,1.60,1.33,0,4.60,3.27,0.267,0.383,0.922,5.11,0.989,0.200,3.81,0,0,0.256,1.49,0
2023-03-21 05:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,33.2,181,0,2.18,0.372,0.511,0.294,0.383,7.41,0.556,12.3,0,11.5,0.867,0.0889,1.57,0.939,0,3.51,2.59,0.383,0.317,1.04,3.88,0.533,1.94,3.96,0,0,0.389,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,30.9,214,0,2.79,0.244,0.544,0.444,0.256,9.05,0.989,12.9,0,12.3,1.04,0.0722,1.62,1.34,0,4.79,3.11,0.256,0.383,1.08,5.66,0.989,2.09,4.01,0,0,0.256,24.6,0
2023-03-21 05:52:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26,0,33.6,176,0,2.13,0.383,0.528,0.322,0.383,7.53,0.556,12.3,0,11.8,0.833,0.0611,1.56,0.944,0,3.45,2.46,0.400,0.317,0.878,3.60,0.550,1.94,3.96,0,0,0.383,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26,31.6,224,0,2.88,0.256,0.556,0.467,0.256,9.38,0.989,13.0,0,12.3,1.04,0.0556,1.58,1.34,0,5.08,3.09,0.272,0.389,0.883,5.22,0.989,2.09,4,0,0,0.256,24.7,0
2023-03-21 05:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64,0,11.7,159,0,2.42,0.367,0.483,0.317,0.350,7.48,0.550,4.47,0,11.7,0.861,0.0556,1.55,0.933,0,3.46,2.71,0.383,0.317,0.878,3.72,0.556,0.100,3.51,0,0,0.383,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64,10.1,187,0,2.91,0.244,0.522,0.456,0.239,9.22,0.983,5.25,0,12.4,1.07,0.0556,1.62,1.33,0,5.11,3.13,0.261,0.389,0.878,5.10,0.989,0.200,3.56,0,0,0.256,1.49,0
2023-03-21 05:56:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23,0,12.2,156,0,2.29,0.350,0.439,0.272,0.350,7.53,0.556,4.42,0,11.7,0.856,0.0778,1.57,0.933,0,3.36,2.60,0.383,0.317,0.844,3.66,0.539,0.100,3.46,0,0,0.383,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23,10.2,195,0,2.88,0.233,0.489,0.433,0.239,9.17,0.994,5.25,0.00556,12.4,1.04,0.0722,1.61,1.33,0,4.84,3.16,0.256,0.383,0.844,5.16,0.983,0.200,3.47,0,0,0.256,1.47,0
2023-03-21 05:58:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65,0,12.7,161,0,2.02,0.383,0.456,0.267,0.367,7.63,0.550,4.43,0.00556,11.6,0.956,0.0889,1.56,0.933,0,3.33,2.44,0.350,0.317,0.867,3.37,0.567,0.100,3.68,0,0,0.367,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65,11.0,190,0,2.94,0.256,0.500,0.433,0.244,9.36,0.989,5.24,0.00556,12.3,1.17,0.0778,1.61,1.34,0,4.91,3.21,0.233,0.383,0.867,5.04,0.994,0.200,3.69,0.00556,0,0.244,1.53,0
2023-03-21 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90,0,32.7,178,0,2.09,0.383,0.483,0.283,0.383,7.49,0.561,12.1,0.00556,11.0,0.861,0.0611,1.55,0.933,0,3.28,2.37,0.383,0.322,0.956,3.33,0.556,1.94,4.01,0,0,0.367,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90,30.7,211,0,2.69,0.256,0.522,0.444,0.256,9.04,0.994,13.0,0,11.9,1.06,0.0556,1.58,1.34,0,4.97,2.94,0.256,0.389,0.950,4.78,0.989,2.09,4.04,0.00556,0,0.244,24.4,0
2023-03-21 06:02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18,0,33.1,176,0,2.06,0.367,0.483,0.294,0.367,7.64,0.550,12.1,0,11.4,0.872,0.0722,1.56,0.939,0,3.43,2.44,0.383,0.333,0.889,3.50,0.539,1.94,3.93,0,0,0.383,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18,31.2,219,0,2.77,0.244,0.522,0.450,0.244,9.26,0.989,13,0,12.2,1.07,0.0667,1.61,1.33,0,4.98,2.98,0.256,0.400,0.894,4.92,0.983,2.09,3.96,0,0,0.261,24.4,0
2023-03-21 06:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,0,11.8,157,0,2.05,0.367,0.483,0.294,0.383,7.39,0.544,4.47,0,11.2,0.839,0.0611,1.57,0.933,0,3.35,2.49,0.350,0.333,0.900,3.39,0.550,0.106,3.48,0,0.00556,0.367,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,9.98,184,0,2.71,0.244,0.522,0.444,0.256,9.12,0.983,5.27,0,11.9,1.04,0.0611,1.61,1.33,0.00556,4.86,3.01,0.233,0.400,0.900,4.94,0.983,0.200,3.52,0,0,0.244,1.50,0
