"Time","Receive Errors (cilium_host)","Receive Errors (cilium_net)","Receive Errors (cilium_vxlan)","Receive Errors (enp1s0)","Receive Errors (lxc045e0df77a65)","Receive Errors (lxc04ba3655f7bb)","Receive Errors (lxc058f11ae84e2)","Receive Errors (lxc101aa30b6d42)","Receive Errors (lxc1055eece523d)","Receive Errors (lxc17545d6a2c13)","Receive Errors (lxc1b3ec4421f95)","Receive Errors (lxc25dc796f779e)","Receive Errors (lxc2cf3504ea230)","Receive Errors (lxc2f20023e145d)","Receive Errors (lxc42de66ecdcc8)","Receive Errors (lxc53962ca4487f)","Receive Errors (lxc586756a19dbd)","Receive Errors (lxc6609bc973c6e)","Receive Errors (lxc8f825b75ba1b)","Receive Errors (lxc901c98c966b2)","Receive Errors (lxc970c5453f2c7)","Receive Errors (lxc9bf9c5e25fda)","Receive Errors (lxc9d9580e18417)","Receive Errors (lxc_health)","Receive Errors (lxca3d1fbc08b7c)","Receive Errors (lxcaee2fab0754f)","Receive Errors (lxcb3f5b6163447)","Receive Errors (lxcbba06f29c914)","Receive Errors (lxcbeaf370766f1)","Receive Errors (lxccc10b9c35713)","Receive Errors (lxccd3f5d5c9dab)","Receive Errors (lxcd19ab656bbb2)","Receive Errors (lxcd4e1a68a8393)","Receive Errors (lxcf0be76b85bba)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc045e0df77a65)","Receive Total (lxc04ba3655f7bb)","Receive Total (lxc058f11ae84e2)","Receive Total (lxc101aa30b6d42)","Receive Total (lxc1055eece523d)","Receive Total (lxc17545d6a2c13)","Receive Total (lxc1b3ec4421f95)","Receive Total (lxc25dc796f779e)","Receive Total (lxc2cf3504ea230)","Receive Total (lxc2f20023e145d)","Receive Total (lxc42de66ecdcc8)","Receive Total (lxc53962ca4487f)","Receive Total (lxc586756a19dbd)","Receive Total (lxc6609bc973c6e)","Receive Total (lxc8f825b75ba1b)","Receive Total (lxc901c98c966b2)","Receive Total (lxc970c5453f2c7)","Receive Total (lxc9bf9c5e25fda)","Receive Total (lxc9d9580e18417)","Receive Total (lxc_health)","Receive Total (lxca3d1fbc08b7c)","Receive Total (lxcaee2fab0754f)","Receive Total (lxcb3f5b6163447)","Receive Total (lxcbba06f29c914)","Receive Total (lxcbeaf370766f1)","Receive Total (lxccc10b9c35713)","Receive Total (lxccd3f5d5c9dab)","Receive Total (lxcd19ab656bbb2)","Receive Total (lxcd4e1a68a8393)","Receive Total (lxcf0be76b85bba)","Transmit Errors (cilium_host)","Transmit Errors (cilium_net)","Transmit Errors (cilium_vxlan)","Transmit Errors (enp1s0)","Transmit Errors (lxc045e0df77a65)","Transmit Errors (lxc04ba3655f7bb)","Transmit Errors (lxc058f11ae84e2)","Transmit Errors (lxc101aa30b6d42)","Transmit Errors (lxc1055eece523d)","Transmit Errors (lxc17545d6a2c13)","Transmit Errors (lxc1b3ec4421f95)","Transmit Errors (lxc25dc796f779e)","Transmit Errors (lxc2cf3504ea230)","Transmit Errors (lxc2f20023e145d)","Transmit Errors (lxc42de66ecdcc8)","Transmit Errors (lxc53962ca4487f)","Transmit Errors (lxc586756a19dbd)","Transmit Errors (lxc6609bc973c6e)","Transmit Errors (lxc8f825b75ba1b)","Transmit Errors (lxc901c98c966b2)","Transmit Errors (lxc970c5453f2c7)","Transmit Errors (lxc9bf9c5e25fda)","Transmit Errors (lxc9d9580e18417)","Transmit Errors (lxc_health)","Transmit Errors (lxca3d1fbc08b7c)","Transmit Errors (lxcaee2fab0754f)","Transmit Errors (lxcb3f5b6163447)","Transmit Errors (lxcbba06f29c914)","Transmit Errors (lxcbeaf370766f1)","Transmit Errors (lxccc10b9c35713)","Transmit Errors (lxccd3f5d5c9dab)","Transmit Errors (lxcd19ab656bbb2)","Transmit Errors (lxcd4e1a68a8393)","Transmit Errors (lxcf0be76b85bba)","Receive Dropped (cilium_host)","Receive Dropped (cilium_net)","Receive Dropped (cilium_vxlan)","Receive Dropped (enp1s0)","Receive Dropped (lxc045e0df77a65)","Receive Dropped (lxc04ba3655f7bb)","Receive Dropped (lxc058f11ae84e2)","Receive Dropped (lxc101aa30b6d42)","Receive Dropped (lxc1055eece523d)","Receive Dropped (lxc17545d6a2c13)","Receive Dropped (lxc1b3ec4421f95)","Receive Dropped (lxc25dc796f779e)","Receive Dropped (lxc2cf3504ea230)","Receive Dropped (lxc2f20023e145d)","Receive Dropped (lxc42de66ecdcc8)","Receive Dropped (lxc53962ca4487f)","Receive Dropped (lxc586756a19dbd)","Receive Dropped (lxc6609bc973c6e)","Receive Dropped (lxc8f825b75ba1b)","Receive Dropped (lxc901c98c966b2)","Receive Dropped (lxc970c5453f2c7)","Receive Dropped (lxc9bf9c5e25fda)","Receive Dropped (lxc9d9580e18417)","Receive Dropped (lxc_health)","Receive Dropped (lxca3d1fbc08b7c)","Receive Dropped (lxcaee2fab0754f)","Receive Dropped (lxcb3f5b6163447)","Receive Dropped (lxcbba06f29c914)","Receive Dropped (lxcbeaf370766f1)","Receive Dropped (lxccc10b9c35713)","Receive Dropped (lxccd3f5d5c9dab)","Receive Dropped (lxcd19ab656bbb2)","Receive Dropped (lxcd4e1a68a8393)","Receive Dropped (lxcf0be76b85bba)","Transmit Dropped (cilium_host)","Transmit Dropped (cilium_net)","Transmit Dropped (cilium_vxlan)","Transmit Dropped (enp1s0)","Transmit Dropped (lxc045e0df77a65)","Transmit Dropped (lxc04ba3655f7bb)","Transmit Dropped (lxc058f11ae84e2)","Transmit Dropped (lxc101aa30b6d42)","Transmit Dropped (lxc1055eece523d)","Transmit Dropped (lxc17545d6a2c13)","Transmit Dropped (lxc1b3ec4421f95)","Transmit Dropped (lxc25dc796f779e)","Transmit Dropped (lxc2cf3504ea230)","Transmit Dropped (lxc2f20023e145d)","Transmit Dropped (lxc42de66ecdcc8)","Transmit Dropped (lxc53962ca4487f)","Transmit Dropped (lxc586756a19dbd)","Transmit Dropped (lxc6609bc973c6e)","Transmit Dropped (lxc8f825b75ba1b)","Transmit Dropped (lxc901c98c966b2)","Transmit Dropped (lxc970c5453f2c7)","Transmit Dropped (lxc9bf9c5e25fda)","Transmit Dropped (lxc9d9580e18417)","Transmit Dropped (lxc_health)","Transmit Dropped (lxca3d1fbc08b7c)","Transmit Dropped (lxcaee2fab0754f)","Transmit Dropped (lxcb3f5b6163447)","Transmit Dropped (lxcbba06f29c914)","Transmit Dropped (lxcbeaf370766f1)","Transmit Dropped (lxccc10b9c35713)","Transmit Dropped (lxccd3f5d5c9dab)","Transmit Dropped (lxcd19ab656bbb2)","Transmit Dropped (lxcd4e1a68a8393)","Transmit Dropped (lxcf0be76b85bba)","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc045e0df77a65)","Transmit Total (lxc04ba3655f7bb)","Transmit Total (lxc058f11ae84e2)","Transmit Total (lxc101aa30b6d42)","Transmit Total (lxc1055eece523d)","Transmit Total (lxc17545d6a2c13)","Transmit Total (lxc1b3ec4421f95)","Transmit Total (lxc25dc796f779e)","Transmit Total (lxc2cf3504ea230)","Transmit Total (lxc2f20023e145d)","Transmit Total (lxc42de66ecdcc8)","Transmit Total (lxc53962ca4487f)","Transmit Total (lxc586756a19dbd)","Transmit Total (lxc6609bc973c6e)","Transmit Total (lxc8f825b75ba1b)","Transmit Total (lxc901c98c966b2)","Transmit Total (lxc970c5453f2c7)","Transmit Total (lxc9bf9c5e25fda)","Transmit Total (lxc9d9580e18417)","Transmit Total (lxc_health)","Transmit Total (lxca3d1fbc08b7c)","Transmit Total (lxcaee2fab0754f)","Transmit Total (lxcb3f5b6163447)","Transmit Total (lxcbba06f29c914)","Transmit Total (lxcbeaf370766f1)","Transmit Total (lxccc10b9c35713)","Transmit Total (lxccd3f5d5c9dab)","Transmit Total (lxcd19ab656bbb2)","Transmit Total (lxcd4e1a68a8393)","Transmit Total (lxcf0be76b85bba)"
2023-03-22 13:44:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95,0,12.6,148,0,2.54,1.29,0.467,0.278,0.350,7.33,0.533,4.42,0,19.9,0.828,0.0556,1.51,0.933,0,4.04,2.95,1.31,0.306,5.27,0.556,0.100,3.52,0,0,0.00556,1.25,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95,11.5,174,0,2.89,1.53,0.511,0.433,0.233,9.14,0.983,5.27,0,21.3,1.03,0.0556,1.72,1.33,0,5.81,3.25,1.57,0.372,5.69,0.989,0.200,3.67,0,0,0,1.48,1.50,0
2023-03-22 13:46:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94,0,12.2,157,0,2.59,1.33,0.494,0.294,0.367,7.51,0.567,4.41,0,18.4,0.828,0.0556,1.51,0.933,0,3.66,3.07,1.28,0.311,5.19,0.556,0.100,3.45,0,0,0,1.23,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94,11.4,174,0,2.97,1.58,0.533,0.450,0.244,9.33,1,5.31,0,19.7,1.03,0.0556,1.72,1.33,0,5.23,3.33,1.53,0.378,5.56,0.989,0.200,3.60,0,0,0,1.47,1.55,0
2023-03-22 13:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21,0,12.3,153,0,2.60,1.32,0.467,0.306,0.367,7.56,0.544,4.43,0,19.3,0.972,0.0556,1.49,0.933,0,3.51,2.95,1.28,0.317,3.97,0.561,0.100,3.54,0,0,0,1.21,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21,10.5,174,0,2.93,1.56,0.511,0.450,0.244,9.32,0.989,5.33,0,20.8,1.17,0.0556,1.72,1.33,0,5.47,3.20,1.53,0.383,5.16,0.983,0.200,3.68,0,0,0,1.43,1.53,0
2023-03-22 13:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72,0,12.3,154,0,2.57,1.33,0.450,0.294,0.383,7.43,0.550,4.42,0,18.5,0.861,0.0833,1.48,0.950,0,3.86,2.91,1.26,0.306,3.91,0.567,0.100,3.33,0,0,0,1.26,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72,9.62,173,0,2.88,1.57,0.500,0.433,0.256,9.01,0.989,5.34,0,19.9,1.02,0.0667,1.71,1.33,0,5.80,3.12,1.48,0.372,5.58,0.994,0.206,3.48,0,0,0,1.48,1.49,0
2023-03-22 13:52:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92,0,12.3,156,0,2.53,1.31,0.461,0.289,0.367,7.60,0.567,4.45,0.00556,19.6,0.861,0.0611,1.50,0.945,0,3.72,2.92,1.21,0.300,4.02,0.567,0.100,3.39,0,0,0,1.22,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92,9.75,173,0,2.85,1.54,0.511,0.439,0.245,9.14,0.989,5.26,0,21.2,1.03,0.0556,1.71,1.33,0.00556,5.55,3.13,1.42,0.367,5.75,1.00,0.206,3.54,0,0,0,1.43,1.54,0
2023-03-22 13:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96,0,12.0,155,0,2.61,1.32,0.500,0.306,0.367,7.31,0.567,4.43,0.00556,20.1,0.867,0.0556,1.48,0.944,0,3.49,2.96,1.19,0.311,3.98,0.561,0.100,3.38,0,0,0,1.26,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96,10.1,191,0,2.88,1.56,0.533,0.450,0.244,9.03,1,5.28,0,21.6,1.05,0.0556,1.73,1.33,0.00556,5.57,3.16,1.41,0.378,5.26,0.994,0.200,3.65,0,0.00556,0,1.49,1.51,0
2023-03-22 13:56:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26,0,12.6,164,0,2.66,1.32,0.467,0.289,0.383,7.61,0.556,4.41,0,18.5,0.889,0.0667,1.48,0.944,0,3.51,3.01,1.24,0.322,3.97,0.544,0.100,3.28,0,0,0,1.26,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26,10.5,191,0,2.97,1.54,0.511,0.439,0.256,9.32,0.994,5.28,0,19.8,1.07,0.0611,1.75,1.33,0,5.65,3.15,1.46,0.389,5.41,0.983,0.200,3.54,0,0.00556,0,1.49,1.54,0
2023-03-22 13:58:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72,0,13.5,153,0,2.61,1.31,0.433,0.272,0.367,7.69,0.572,4.44,0,19.4,1.02,0.0556,1.46,0.944,0,3.49,2.98,1.27,0.322,3.94,0.550,0.100,3.56,0,0,0,1.22,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72,11.1,175,0,2.98,1.54,0.489,0.433,0.244,9.41,1,5.28,0,20.6,1.17,0.0500,1.75,1.33,0,5.86,3.17,1.52,0.389,5.80,0.989,0.200,3.73,0,0,0,1.43,1.56,0
2023-03-22 14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07,0,12.3,158,0,2.62,1.29,0.522,0.294,0.400,7.34,0.567,4.46,0,19.1,0.928,0.0556,1.47,0.950,0,3.71,2.98,1.27,0.322,4.20,0.578,0.100,3.31,0,0,0,1.24,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07,10.4,175,0.00556,2.97,1.50,0.544,0.444,0.267,9.10,0.989,5.28,0,20.2,1.10,0.0500,1.77,1.34,0,5.76,3.28,1.50,0.389,5.47,1.01,0.200,3.56,0,0,0,1.47,1.57,0
2023-03-22 14:02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19,0,11.7,150,0,2.56,1.29,0.461,0.311,0.400,7.46,0.561,4.40,0,19.2,0.883,0.0556,1.51,0.961,0,3.43,2.98,1.27,0.317,4.12,0.572,0.100,3.37,0,0,0,1.27,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19,10.3,173,0,2.88,1.51,0.511,0.450,0.267,9.14,0.994,5.26,0,20.7,1.08,0.0556,1.70,1.33,0,5.57,3.26,1.51,0.383,4.87,1.02,0.200,3.61,0,0,0,1.49,1.54,0
2023-03-22 14:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12,0,12.3,148,0,2.75,1.32,0.428,0.300,0.383,7.44,0.556,4.32,0,19.3,0.856,0.0889,1.51,0.944,0,3.63,2.93,1.27,0.322,3.91,0.550,0.100,3.37,0,0,0,1.25,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12,10.2,180,0,2.98,1.56,0.489,0.450,0.256,9.14,0.989,5.31,0,20.9,1.04,0.0778,1.70,1.33,0,5.68,3.21,1.50,0.389,5.29,0.994,0.200,3.62,0,0,0,1.49,1.52,0
2023-03-22 14:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22,0,12.7,158,0,2.65,1.34,0.450,0.300,0.383,7.63,0.556,4.32,0,18.6,0.861,0.0944,1.48,0.944,0,3.92,2.95,1.26,0.322,3.84,0.550,0.100,3.32,0,0,0,1.25,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22,10.3,174,0,2.94,1.59,0.506,0.444,0.256,9.29,0.989,5.32,0,19.9,1.04,0.0833,1.67,1.34,0,5.47,3.27,1.51,0.389,5.74,1,0.200,3.51,0,0,0,1.48,1.52,0
2023-03-22 14:08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08,0,12.2,150,0,2.52,1.34,0.461,0.300,0.350,7.68,0.567,4.34,0,20.2,0.983,0.0667,1.50,0.944,0.00556,3.43,3.01,1.26,0.317,3.82,0.544,0.100,3.67,0,0,0,1.24,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08,10.2,176,0,2.88,1.60,0.511,0.444,0.233,9.30,0.994,5.31,0,21.5,1.17,0.0667,1.69,1.33,0,5.43,3.31,1.51,0.383,5.14,0.989,0.200,3.83,0,0,0,1.46,1.49,0
2023-03-22 14:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92,0,12.0,156,0,2.38,1.33,0.472,0.283,0.350,7.49,0.578,4.43,0,18.5,0.883,0.0778,1.50,0.956,0,3.51,2.49,1.27,0.311,3.57,0.550,0.100,3.31,0,0,0,1.26,1.37,0.00556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92,10.0,191,0,3.01,1.57,0.511,0.439,0.233,9.13,0.989,5.29,0.00556,20.0,1.07,0.0667,1.71,1.33,0,5.68,3.17,1.49,0.378,4.97,0.983,0.200,3.52,0,0,0,1.48,1.53,0
2023-03-22 14:12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06,0,12.1,151,0,2.31,1.33,0.478,0.278,0.367,7.47,0.583,4.42,0,19.4,0.872,0.0667,1.51,0.933,0,3.39,2.65,1.25,0.311,3.82,0.556,0.100,3.41,0,0,0,1.25,1.38,0.00556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06,10.3,173,0,2.85,1.58,0.511,0.439,0.244,9.20,0.989,5.30,0.00556,20.8,1.06,0.0556,1.75,1.33,0,5.66,3.08,1.47,0.378,5.17,0.994,0.200,3.65,0,0,0,1.47,1.58,0
2023-03-22 14:14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,0,11.8,146,0,2.07,1.32,0.461,0.294,0.383,7.42,0.567,4.38,0,19.5,0.867,0.0611,1.51,0.922,0,3.69,2.63,1.24,0.311,3.71,0.561,0.100,3.42,0,0,0,1.26,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,10.2,173,0,2.83,1.54,0.511,0.450,0.256,9.09,0.989,5.31,0,20.9,1.06,0.0556,1.73,1.32,0,5.61,3.19,1.44,0.378,4.90,0.994,0.200,3.62,0,0,0,1.49,1.47,0
2023-03-22 14:16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44,0,12.6,150,0,1.99,1.32,0.467,0.289,0.383,7.55,0.578,4.36,0,19.0,0.850,0.0722,1.51,0.900,0,3.72,2.34,1.22,0.306,3.42,0.550,0.106,3.32,0,0,0,1.24,1.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44,10.5,174,0,2.93,1.55,0.511,0.439,0.256,9.31,0.989,5.31,0,20.1,1.04,0.0667,1.72,1.30,0,5.77,3.14,1.43,0.372,4.99,0.983,0.206,3.49,0,0,0,1.48,1.49,0
2023-03-22 14:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71,0,12.6,153,0,1.97,1.29,0.500,0.306,0.372,7.54,0.572,4.40,0,18.9,0.978,0.0889,1.49,0.928,0,3.58,2.21,1.28,0.306,3.65,0.556,0.100,3.62,0,0,0,1.25,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71,11.2,172,0,2.92,1.51,0.533,0.444,0.244,9.29,0.994,5.25,0,20.2,1.17,0.0722,1.73,1.32,0,5.62,3.04,1.49,0.372,4.87,0.994,0.200,3.76,0,0,0,1.48,1.56,0
