"Time","Receive Errors (cilium_host)","Receive Errors (cilium_net)","Receive Errors (cilium_vxlan)","Receive Errors (enp1s0)","Receive Errors (lxc00b02f3908fd)","Receive Errors (lxc0e2771075e46)","Receive Errors (lxc138fa602f19f)","Receive Errors (lxc1e2a40cae5f0)","Receive Errors (lxc1eee36049311)","Receive Errors (lxc1f8ee7cb496e)","Receive Errors (lxc20efeaa95647)","Receive Errors (lxc3a8168be8fb2)","Receive Errors (lxc4c9782567f15)","Receive Errors (lxc4e6897478d09)","Receive Errors (lxc51cdd8ff1bad)","Receive Errors (lxc75a8ec1f1cf4)","Receive Errors (lxc798052b5689f)","Receive Errors (lxc878bb64d0384)","Receive Errors (lxc8ab2ea2d4458)","Receive Errors (lxc9b65d3feae75)","Receive Errors (lxc9f89014ebd36)","Receive Errors (lxc_health)","Receive Errors (lxca09c7476b2bb)","Receive Errors (lxca7dd72a275da)","Receive Errors (lxcacf2089d5184)","Receive Errors (lxcbd375acf295f)","Receive Errors (lxcc9469532d43c)","Receive Errors (lxcd07ed415f195)","Receive Errors (lxce2678e98ee06)","Receive Errors (lxce7062d29f75b)","Receive Errors (lxce7c28d678a8f)","Receive Errors (lxcfc36a1177bf4)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc00b02f3908fd)","Receive Total (lxc0e2771075e46)","Receive Total (lxc138fa602f19f)","Receive Total (lxc1e2a40cae5f0)","Receive Total (lxc1eee36049311)","Receive Total (lxc1f8ee7cb496e)","Receive Total (lxc20efeaa95647)","Receive Total (lxc3a8168be8fb2)","Receive Total (lxc4c9782567f15)","Receive Total (lxc4e6897478d09)","Receive Total (lxc51cdd8ff1bad)","Receive Total (lxc75a8ec1f1cf4)","Receive Total (lxc798052b5689f)","Receive Total (lxc878bb64d0384)","Receive Total (lxc8ab2ea2d4458)","Receive Total (lxc9b65d3feae75)","Receive Total (lxc9f89014ebd36)","Receive Total (lxc_health)","Receive Total (lxca09c7476b2bb)","Receive Total (lxca7dd72a275da)","Receive Total (lxcacf2089d5184)","Receive Total (lxcbd375acf295f)","Receive Total (lxcc9469532d43c)","Receive Total (lxcd07ed415f195)","Receive Total (lxce2678e98ee06)","Receive Total (lxce7062d29f75b)","Receive Total (lxce7c28d678a8f)","Receive Total (lxcfc36a1177bf4)","Transmit Errors (cilium_host)","Transmit Errors (cilium_net)","Transmit Errors (cilium_vxlan)","Transmit Errors (enp1s0)","Transmit Errors (lxc00b02f3908fd)","Transmit Errors (lxc0e2771075e46)","Transmit Errors (lxc138fa602f19f)","Transmit Errors (lxc1e2a40cae5f0)","Transmit Errors (lxc1eee36049311)","Transmit Errors (lxc1f8ee7cb496e)","Transmit Errors (lxc20efeaa95647)","Transmit Errors (lxc3a8168be8fb2)","Transmit Errors (lxc4c9782567f15)","Transmit Errors (lxc4e6897478d09)","Transmit Errors (lxc51cdd8ff1bad)","Transmit Errors (lxc75a8ec1f1cf4)","Transmit Errors (lxc798052b5689f)","Transmit Errors (lxc878bb64d0384)","Transmit Errors (lxc8ab2ea2d4458)","Transmit Errors (lxc9b65d3feae75)","Transmit Errors (lxc9f89014ebd36)","Transmit Errors (lxc_health)","Transmit Errors (lxca09c7476b2bb)","Transmit Errors (lxca7dd72a275da)","Transmit Errors (lxcacf2089d5184)","Transmit Errors (lxcbd375acf295f)","Transmit Errors (lxcc9469532d43c)","Transmit Errors (lxcd07ed415f195)","Transmit Errors (lxce2678e98ee06)","Transmit Errors (lxce7062d29f75b)","Transmit Errors (lxce7c28d678a8f)","Transmit Errors (lxcfc36a1177bf4)","Receive Dropped (cilium_host)","Receive Dropped (cilium_net)","Receive Dropped (cilium_vxlan)","Receive Dropped (enp1s0)","Receive Dropped (lxc00b02f3908fd)","Receive Dropped (lxc0e2771075e46)","Receive Dropped (lxc138fa602f19f)","Receive Dropped (lxc1e2a40cae5f0)","Receive Dropped (lxc1eee36049311)","Receive Dropped (lxc1f8ee7cb496e)","Receive Dropped (lxc20efeaa95647)","Receive Dropped (lxc3a8168be8fb2)","Receive Dropped (lxc4c9782567f15)","Receive Dropped (lxc4e6897478d09)","Receive Dropped (lxc51cdd8ff1bad)","Receive Dropped (lxc75a8ec1f1cf4)","Receive Dropped (lxc798052b5689f)","Receive Dropped (lxc878bb64d0384)","Receive Dropped (lxc8ab2ea2d4458)","Receive Dropped (lxc9b65d3feae75)","Receive Dropped (lxc9f89014ebd36)","Receive Dropped (lxc_health)","Receive Dropped (lxca09c7476b2bb)","Receive Dropped (lxca7dd72a275da)","Receive Dropped (lxcacf2089d5184)","Receive Dropped (lxcbd375acf295f)","Receive Dropped (lxcc9469532d43c)","Receive Dropped (lxcd07ed415f195)","Receive Dropped (lxce2678e98ee06)","Receive Dropped (lxce7062d29f75b)","Receive Dropped (lxce7c28d678a8f)","Receive Dropped (lxcfc36a1177bf4)","Transmit Dropped (cilium_host)","Transmit Dropped (cilium_net)","Transmit Dropped (cilium_vxlan)","Transmit Dropped (enp1s0)","Transmit Dropped (lxc00b02f3908fd)","Transmit Dropped (lxc0e2771075e46)","Transmit Dropped (lxc138fa602f19f)","Transmit Dropped (lxc1e2a40cae5f0)","Transmit Dropped (lxc1eee36049311)","Transmit Dropped (lxc1f8ee7cb496e)","Transmit Dropped (lxc20efeaa95647)","Transmit Dropped (lxc3a8168be8fb2)","Transmit Dropped (lxc4c9782567f15)","Transmit Dropped (lxc4e6897478d09)","Transmit Dropped (lxc51cdd8ff1bad)","Transmit Dropped (lxc75a8ec1f1cf4)","Transmit Dropped (lxc798052b5689f)","Transmit Dropped (lxc878bb64d0384)","Transmit Dropped (lxc8ab2ea2d4458)","Transmit Dropped (lxc9b65d3feae75)","Transmit Dropped (lxc9f89014ebd36)","Transmit Dropped (lxc_health)","Transmit Dropped (lxca09c7476b2bb)","Transmit Dropped (lxca7dd72a275da)","Transmit Dropped (lxcacf2089d5184)","Transmit Dropped (lxcbd375acf295f)","Transmit Dropped (lxcc9469532d43c)","Transmit Dropped (lxcd07ed415f195)","Transmit Dropped (lxce2678e98ee06)","Transmit Dropped (lxce7062d29f75b)","Transmit Dropped (lxce7c28d678a8f)","Transmit Dropped (lxcfc36a1177bf4)","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc00b02f3908fd)","Transmit Total (lxc0e2771075e46)","Transmit Total (lxc138fa602f19f)","Transmit Total (lxc1e2a40cae5f0)","Transmit Total (lxc1eee36049311)","Transmit Total (lxc1f8ee7cb496e)","Transmit Total (lxc20efeaa95647)","Transmit Total (lxc3a8168be8fb2)","Transmit Total (lxc4c9782567f15)","Transmit Total (lxc4e6897478d09)","Transmit Total (lxc51cdd8ff1bad)","Transmit Total (lxc75a8ec1f1cf4)","Transmit Total (lxc798052b5689f)","Transmit Total (lxc878bb64d0384)","Transmit Total (lxc8ab2ea2d4458)","Transmit Total (lxc9b65d3feae75)","Transmit Total (lxc9f89014ebd36)","Transmit Total (lxc_health)","Transmit Total (lxca09c7476b2bb)","Transmit Total (lxca7dd72a275da)","Transmit Total (lxcacf2089d5184)","Transmit Total (lxcbd375acf295f)","Transmit Total (lxcc9469532d43c)","Transmit Total (lxcd07ed415f195)","Transmit Total (lxce2678e98ee06)","Transmit Total (lxce7062d29f75b)","Transmit Total (lxce7c28d678a8f)","Transmit Total (lxcfc36a1177bf4)"
2023-03-22 08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.856,0,15.5,151,1.43,0,0,15.6,9.01,9.33,0,3.19,0.383,0,0.256,3.20,0.283,0.367,22.3,0.0667,0,0.311,0.550,0.539,0,1.12,0.133,1.26,7.76,3.66,7,0.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.856,10.3,102,2.87,0,0,16.1,10.6,10.4,0.00556,3.30,0.261,0,0.256,3.52,0.444,0.244,19.6,0.0667,0,0.378,1,0.983,0,1.19,0.150,1.44,12.0,3.93,8,1.01
2023-03-22 08:02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772,0,15.2,150,1.44,0,0,15.9,9.57,9.44,0,3.28,0.406,0,0.267,3.23,0.272,0.367,22.6,0.0722,0,0.317,0.539,0.544,0,1.06,0.267,1.26,7.52,4.07,7.07,0.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772,10.6,105,2.87,0,0,16.3,11.2,10.6,0.00556,3.42,0.267,0,0.267,3.49,0.439,0.250,20.0,0.0667,0,0.383,0.989,0.989,0,1.16,0.311,1.44,11.2,4.44,8.04,1.01
2023-03-22 08:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828,0,16.3,150,1.43,0,0.00556,15.8,9.08,9.41,0,3.18,0.372,0,0.244,3.26,0.267,0.367,22.8,0.0833,0,0.317,0.533,0.539,0,1.08,0,1.25,8.69,3.22,6.94,0.944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828,10.6,105,2.87,0,0,16.3,10.7,10.5,0,3.28,0.244,0,0.244,3.44,0.433,0.250,20.0,0.0667,0,0.383,0.983,0.983,0,1.13,0,1.46,13.5,3.48,7.92,1
2023-03-22 08:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894,0,14.0,145,1.44,0,0.00556,15.9,9.51,9.32,0,3.12,0.383,0,0.256,3.23,0.272,0.367,22.8,0.0667,0,0.317,0.533,0.539,0,1.07,0.0111,1.26,7.30,3.23,6.97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894,9.28,104,2.87,0,0,16.3,11.1,10.4,0,3.25,0.256,0,0.256,3.48,0.439,0.244,19.8,0.0667,0,0.383,0.989,0.983,0,1.15,0.0111,1.46,11.1,3.46,7.97,1.03
2023-03-22 08:08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.883,0,14.6,151,1.44,0,0,15.9,9.82,10.4,0,3.24,0.383,0,0.267,3.22,0.306,0.383,22.8,0.0667,0,0.311,0.544,0.539,0,1.36,0.0111,1.27,7.51,3.18,7.06,0.950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.883,9.55,107,2.87,0,0,16.5,11.1,11.7,0,3.36,0.256,0,0.267,3.49,0.461,0.256,19.9,0.0667,0,0.378,0.994,0.983,0,1.44,0.0111,1.45,11.7,3.52,8.04,1
2023-03-22 08:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.844,0,14.6,164,1.43,0,0,15.8,9.49,15.8,0,3.18,0.383,0,0.267,3.23,0.283,0.400,22.5,0.0667,0,0.317,0.544,0.544,0,1.11,0,1.22,7.48,3.18,6.94,0.961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.844,9.41,109,2.87,0,0.00556,16.3,10.6,17.4,0,3.31,0.256,0,0.267,3.48,0.444,0.267,19.8,0.0667,0,0.389,0.994,0.989,0,1.19,0,1.41,11.7,3.51,7.92,1.01
2023-03-22 08:12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756,0,14.9,165,1.44,0,0,15.9,9.85,15.5,0,3.21,0.433,0,0.267,3.20,0.267,0.367,22.5,0.0667,0.00556,0.311,0.533,0.544,0,1.07,0.267,1.21,7.34,4.07,6.92,0.950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756,10.3,111,2.87,0,0,16.4,10.9,17.5,0,3.33,0.289,0,0.267,3.50,0.433,0.244,19.5,0.0667,0,0.378,0.983,0.994,0,1.13,0.317,1.41,11.0,4.43,7.91,1
2023-03-22 08:14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767,0,15.1,149,1.44,0.00556,0,16.0,9.36,9.12,0,3.12,0.417,0,0.267,3.17,0.289,0.350,22.4,0.0667,0,0.311,0.539,0.544,0,1.07,0,1.26,7.74,3.24,7.03,0.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767,9.62,103,2.86,0,0,16.3,10.6,10.8,0,3.26,0.278,0,0.267,3.56,0.450,0.233,19.6,0.0667,0,0.378,0.989,0.994,0,1.15,0,1.44,12.5,3.46,8.02,1.02
2023-03-22 08:16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744,0,12.9,152,1.43,0,0,15.4,9.56,9.08,0,3.08,0.400,0,0.267,3.22,0.289,0.383,22.2,0.0667,0,0.311,0.533,0.539,0,1.44,0.0111,1.22,7.36,3.22,6.97,0.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744,9.32,103,2.86,0,0,16.0,11.2,10.7,0,3.20,0.267,0.00556,0.267,3.51,0.450,0.256,19.6,0.0722,0,0.378,0.983,0.983,0,2.75,0.0111,1.42,10.2,3.46,7.94,1.01
2023-03-22 08:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822,0,14.6,147,1.44,0,0,16.0,9.49,9.04,0,3.20,0.383,0,0.256,3.19,0.278,0.383,22.9,0.0667,0,0.311,0.533,0.544,0,1.37,0.0111,1.23,8.64,3.23,6.96,0.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822,10.6,106,2.87,0,0,16.7,11.1,10.7,0,3.31,0.256,0,0.256,3.49,0.444,0.256,20.3,0.0667,0,0.378,0.983,0.983,0,1.46,0.0111,1.43,11.7,3.46,7.93,1.02
2023-03-22 08:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767,0,13.3,144,1.43,0,0,15.6,9.15,9.11,0.00556,3.20,0.400,0,0.272,3.23,0.272,0.383,22.6,0.0667,0,0.306,0.533,0.556,0,1.11,0.00556,1.24,7.82,3.26,7.01,0.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767,9.73,102,2.87,0,0,16.2,10.8,10.6,0,3.29,0.267,0,0.267,3.44,0.439,0.256,20.0,0.0667,0,0.372,0.983,0.989,0,1.19,0,1.43,10.5,3.43,8.01,1.01
2023-03-22 08:22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.850,0,14.5,149,1.44,0,0,15.7,9.58,9.46,0,3.21,0.367,0,0.256,3.19,0.289,0.383,22.6,0.0667,0,0.311,0.533,0.556,0,1.08,0.267,1.23,7.28,4.14,7.04,0.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.850,10.4,104,2.87,0,0,16.2,11.3,10.6,0,3.31,0.244,0,0.256,3.51,0.450,0.256,19.8,0.0667,0,0.378,0.983,0.994,0,1.14,0.311,1.42,10.4,4.37,8.03,0.978
2023-03-22 08:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.794,0,14.7,146,1.44,0,0,16,9.10,9.34,0,3.24,0.383,0,0.256,3.19,0.267,0.367,22.9,0.0667,0,0.311,0.539,0.544,0,1.07,0,1.24,8.04,3.17,6.92,0.950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.794,10,103,2.87,0,0,16.6,10.7,10.5,0,3.38,0.256,0,0.256,3.52,0.433,0.244,20.6,0.0667,0,0.378,0.983,0.989,0,1.14,0,1.43,11.9,3.52,7.92,1
2023-03-22 08:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828,0,12.8,141,1.43,0,0,15.6,9.47,9.14,0,3.12,0.367,0,0.256,3.22,0.289,0.383,22.8,0.0667,0,0.317,0.539,0.544,0.00556,1.06,0.0111,1.27,7.61,3.22,7.03,0.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828,9.53,104,2.87,0,0,16.0,11.1,10.5,0,3.24,0.244,0,0.256,3.51,0.450,0.256,20.2,0.0667,0,0.383,0.983,0.983,0,1.16,0.0111,1.44,10.1,3.47,8.03,1.02
2023-03-22 08:28:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783,0.00556,16.7,154,1.44,0,0,16.5,9.61,9.09,0,3.20,0.367,0,0.256,3.20,0.283,0.383,22.8,0.0667,0,0.311,0.539,0.533,0.00556,1.38,0.0111,1.23,9.43,3.19,7.02,0.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00556,0.783,11.4,107,2.88,0,0,16.8,11.2,10.8,0,3.33,0.244,0,0.256,3.52,0.444,0.256,20.1,0.0667,0,0.378,0.989,0.983,0,1.44,0.0111,1.42,13.9,3.50,8.02,0.989
2023-03-22 08:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783,0.00556,13.0,141,1.43,0,0,15.6,9.08,9.05,0,3.17,0.400,0,0.267,3.19,0.272,0.367,22.5,0.0667,0,0.311,0.544,0.539,0,1.13,0,1.26,7.07,3.20,6.95,0.950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00556,0.783,8.97,102,2.87,0,0,16.1,10.7,10.7,0,3.31,0.267,0,0.267,3.53,0.439,0.244,20.0,0.0667,0,0.378,0.994,0.989,0,1.19,0,1.44,10.2,3.49,7.93,1
2023-03-22 08:32:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889,0,15.3,149,1.44,0,0,15.1,9.44,9.02,0,3.04,0.400,0,0.267,3.23,0.267,0.350,22.7,0.0667,0,0.311,0.544,0.556,0,1.06,0.267,1.28,7.37,4.12,7.03,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889,10.5,103,2.87,0,0,16.0,10.9,10.5,0,3.24,0.267,0,0.267,3.52,0.433,0.233,20.2,0.0667,0,0.378,0.994,1,0,1.16,0.311,1.47,11.1,4.41,8.01,1.03
2023-03-22 08:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833,0,16.0,155,1.44,0,0,15.3,9.16,8.93,0,3.01,0.417,0,0.267,3.20,0.300,0.383,22.8,0.0667,0,0.317,0.533,0.544,0,1.07,0,1.26,8.09,3.23,7.02,0.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833,10.1,103,2.87,0,0,16.4,10.4,10.4,0,3.32,0.278,0,0.267,3.53,0.456,0.256,19.9,0.0667,0,0.383,0.983,0.994,0.00556,1.15,0,1.46,13.1,3.44,8.02,1
2023-03-22 08:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744,0,14.9,153,1.43,0,0,15.2,9.56,8.83,0,2.94,0.383,0,0.256,3.19,0.283,0.383,22.3,0.0667,0,0.311,0.533,0.528,0,1.08,0.0111,1.24,7.89,3.22,6.96,0.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744,9.78,103,2.87,0,0,15.8,11.0,10.3,0,3.23,0.256,0,0.256,3.55,0.444,0.256,19.0,0.0667,0.00556,0.378,0.978,0.978,0,1.15,0.0111,1.43,12.2,3.48,7.93,0.989
2023-03-22 08:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772,0,16.5,161,1.44,0,0,15.4,9.51,9.69,0,3.11,0.367,0.00556,0.244,3.24,0.267,0.367,22.7,0.0778,0,0.311,0.533,0.539,0,1.36,0.0111,1.23,8.98,3.20,6.93,0.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772,11.0,105,2.87,0,0,16.0,11.1,11.2,0,3.37,0.244,0,0.244,3.48,0.433,0.244,19.7,0.0778,0,0.378,0.978,0.989,0,1.46,0.0111,1.42,13.6,3.51,7.92,1.02
