"Time","Receive Errors (cilium_host)","Receive Errors (cilium_net)","Receive Errors (cilium_vxlan)","Receive Errors (eno1)","Receive Errors (eno2)","Receive Errors (lxc268c560a3d29)","Receive Errors (lxc39d1d5fa052a)","Receive Errors (lxc3a46fef5c813)","Receive Errors (lxc3ad9cbb4352f)","Receive Errors (lxc442f05982895)","Receive Errors (lxc51cd2dd49e13)","Receive Errors (lxc55c964d04b8e)","Receive Errors (lxc580112b30b7f)","Receive Errors (lxc6aa42b23db4d)","Receive Errors (lxc73b12dc2f375)","Receive Errors (lxc83ceabe3a6f7)","Receive Errors (lxc8ad75f642467)","Receive Errors (lxc92933a409dd2)","Receive Errors (lxc95785d49d9fe)","Receive Errors (lxc9b0e9102d58b)","Receive Errors (lxc_health)","Receive Errors (lxca029442a65db)","Receive Errors (lxca68de32826b8)","Receive Errors (lxcac1ac229cbb2)","Receive Errors (lxcc30c28f8b040)","Receive Errors (lxcce2065c01ec9)","Receive Errors (lxcd0a10efb1fdb)","Receive Errors (lxcd75551faa10f)","Receive Errors (lxce598f6b1d5df)","Receive Errors (lxced2a3cd1d2f1)","Receive Errors (lxcf4c13477a7e3)","Receive Errors (lxcfbd04c736a92)","Receive Errors (lxcfeaee36a1563)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc268c560a3d29)","Receive Total (lxc39d1d5fa052a)","Receive Total (lxc3a46fef5c813)","Receive Total (lxc3ad9cbb4352f)","Receive Total (lxc442f05982895)","Receive Total (lxc51cd2dd49e13)","Receive Total (lxc55c964d04b8e)","Receive Total (lxc580112b30b7f)","Receive Total (lxc6aa42b23db4d)","Receive Total (lxc73b12dc2f375)","Receive Total (lxc83ceabe3a6f7)","Receive Total (lxc8ad75f642467)","Receive Total (lxc92933a409dd2)","Receive Total (lxc95785d49d9fe)","Receive Total (lxc9b0e9102d58b)","Receive Total (lxc_health)","Receive Total (lxca029442a65db)","Receive Total (lxca68de32826b8)","Receive Total (lxcac1ac229cbb2)","Receive Total (lxcc30c28f8b040)","Receive Total (lxcce2065c01ec9)","Receive Total (lxcd0a10efb1fdb)","Receive Total (lxcd75551faa10f)","Receive Total (lxce598f6b1d5df)","Receive Total (lxced2a3cd1d2f1)","Receive Total (lxcf4c13477a7e3)","Receive Total (lxcfbd04c736a92)","Receive Total (lxcfeaee36a1563)","Transmit Errors (cilium_host)","Transmit Errors (cilium_net)","Transmit Errors (cilium_vxlan)","Transmit Errors (eno1)","Transmit Errors (eno2)","Transmit Errors (lxc268c560a3d29)","Transmit Errors (lxc39d1d5fa052a)","Transmit Errors (lxc3a46fef5c813)","Transmit Errors (lxc3ad9cbb4352f)","Transmit Errors (lxc442f05982895)","Transmit Errors (lxc51cd2dd49e13)","Transmit Errors (lxc55c964d04b8e)","Transmit Errors (lxc580112b30b7f)","Transmit Errors (lxc6aa42b23db4d)","Transmit Errors (lxc73b12dc2f375)","Transmit Errors (lxc83ceabe3a6f7)","Transmit Errors (lxc8ad75f642467)","Transmit Errors (lxc92933a409dd2)","Transmit Errors (lxc95785d49d9fe)","Transmit Errors (lxc9b0e9102d58b)","Transmit Errors (lxc_health)","Transmit Errors (lxca029442a65db)","Transmit Errors (lxca68de32826b8)","Transmit Errors (lxcac1ac229cbb2)","Transmit Errors (lxcc30c28f8b040)","Transmit Errors (lxcce2065c01ec9)","Transmit Errors (lxcd0a10efb1fdb)","Transmit Errors (lxcd75551faa10f)","Transmit Errors (lxce598f6b1d5df)","Transmit Errors (lxced2a3cd1d2f1)","Transmit Errors (lxcf4c13477a7e3)","Transmit Errors (lxcfbd04c736a92)","Transmit Errors (lxcfeaee36a1563)","Receive Dropped (cilium_host)","Receive Dropped (cilium_net)","Receive Dropped (cilium_vxlan)","Receive Dropped (eno1)","Receive Dropped (eno2)","Receive Dropped (lxc268c560a3d29)","Receive Dropped (lxc39d1d5fa052a)","Receive Dropped (lxc3a46fef5c813)","Receive Dropped (lxc3ad9cbb4352f)","Receive Dropped (lxc442f05982895)","Receive Dropped (lxc51cd2dd49e13)","Receive Dropped (lxc55c964d04b8e)","Receive Dropped (lxc580112b30b7f)","Receive Dropped (lxc6aa42b23db4d)","Receive Dropped (lxc73b12dc2f375)","Receive Dropped (lxc83ceabe3a6f7)","Receive Dropped (lxc8ad75f642467)","Receive Dropped (lxc92933a409dd2)","Receive Dropped (lxc95785d49d9fe)","Receive Dropped (lxc9b0e9102d58b)","Receive Dropped (lxc_health)","Receive Dropped (lxca029442a65db)","Receive Dropped (lxca68de32826b8)","Receive Dropped (lxcac1ac229cbb2)","Receive Dropped (lxcc30c28f8b040)","Receive Dropped (lxcce2065c01ec9)","Receive Dropped (lxcd0a10efb1fdb)","Receive Dropped (lxcd75551faa10f)","Receive Dropped (lxce598f6b1d5df)","Receive Dropped (lxced2a3cd1d2f1)","Receive Dropped (lxcf4c13477a7e3)","Receive Dropped (lxcfbd04c736a92)","Receive Dropped (lxcfeaee36a1563)","Transmit Dropped (cilium_host)","Transmit Dropped (cilium_net)","Transmit Dropped (cilium_vxlan)","Transmit Dropped (eno1)","Transmit Dropped (eno2)","Transmit Dropped (lxc268c560a3d29)","Transmit Dropped (lxc39d1d5fa052a)","Transmit Dropped (lxc3a46fef5c813)","Transmit Dropped (lxc3ad9cbb4352f)","Transmit Dropped (lxc442f05982895)","Transmit Dropped (lxc51cd2dd49e13)","Transmit Dropped (lxc55c964d04b8e)","Transmit Dropped (lxc580112b30b7f)","Transmit Dropped (lxc6aa42b23db4d)","Transmit Dropped (lxc73b12dc2f375)","Transmit Dropped (lxc83ceabe3a6f7)","Transmit Dropped (lxc8ad75f642467)","Transmit Dropped (lxc92933a409dd2)","Transmit Dropped (lxc95785d49d9fe)","Transmit Dropped (lxc9b0e9102d58b)","Transmit Dropped (lxc_health)","Transmit Dropped (lxca029442a65db)","Transmit Dropped (lxca68de32826b8)","Transmit Dropped (lxcac1ac229cbb2)","Transmit Dropped (lxcc30c28f8b040)","Transmit Dropped (lxcce2065c01ec9)","Transmit Dropped (lxcd0a10efb1fdb)","Transmit Dropped (lxcd75551faa10f)","Transmit Dropped (lxce598f6b1d5df)","Transmit Dropped (lxced2a3cd1d2f1)","Transmit Dropped (lxcf4c13477a7e3)","Transmit Dropped (lxcfbd04c736a92)","Transmit Dropped (lxcfeaee36a1563)","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc268c560a3d29)","Transmit Total (lxc39d1d5fa052a)","Transmit Total (lxc3a46fef5c813)","Transmit Total (lxc3ad9cbb4352f)","Transmit Total (lxc442f05982895)","Transmit Total (lxc51cd2dd49e13)","Transmit Total (lxc55c964d04b8e)","Transmit Total (lxc580112b30b7f)","Transmit Total (lxc6aa42b23db4d)","Transmit Total (lxc73b12dc2f375)","Transmit Total (lxc83ceabe3a6f7)","Transmit Total (lxc8ad75f642467)","Transmit Total (lxc92933a409dd2)","Transmit Total (lxc95785d49d9fe)","Transmit Total (lxc9b0e9102d58b)","Transmit Total (lxc_health)","Transmit Total (lxca029442a65db)","Transmit Total (lxca68de32826b8)","Transmit Total (lxcac1ac229cbb2)","Transmit Total (lxcc30c28f8b040)","Transmit Total (lxcce2065c01ec9)","Transmit Total (lxcd0a10efb1fdb)","Transmit Total (lxcd75551faa10f)","Transmit Total (lxce598f6b1d5df)","Transmit Total (lxced2a3cd1d2f1)","Transmit Total (lxcf4c13477a7e3)","Transmit Total (lxcfbd04c736a92)","Transmit Total (lxcfeaee36a1563)"
2023-03-11 20:22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,14.8,90.6,0,0,0.267,0,2.28,0.467,13.3,20.1,0.383,0.550,4.22,0.267,0.539,3.33,0,0,0.333,2.42,12.2,0.928,6.96,1.23,6.81,0,0.0667,0,0.267,7.99,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,16.0,103,0,0,0.267,0,3.07,0.439,12.4,23.3,0.333,0.995,4.28,0.267,0.984,3.36,0,0,0.400,3.08,13.2,0.945,7.94,1.42,7.18,0,0.0667,0,0.267,9.81,1.01
2023-03-11 20:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,7.27,83.9,0,0,0.244,0,2.06,0.461,13.2,20.4,0,0.539,3.33,0.244,0.528,3.33,0,0,0.333,2.56,4.51,0.956,6.88,1.22,6.77,0,0.0667,0,0.244,8.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,8.74,85.6,0,0,0.244,0,3.17,0.433,12.2,23.7,0,0.983,3.33,0.244,0.978,3.37,0,0,0.400,3.01,5.23,0.972,7.84,1.41,7.18,0,0.0667,0,0.244,10.1,1.01
2023-03-11 20:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656,0,8.14,80.0,0,0,0.244,0,2.28,0.433,13.3,18.2,0,0.539,3.33,0.244,0.544,3.33,0,0,0.333,2.41,4.47,0.917,6.86,1.20,5.91,0,0.0667,0,0.244,7.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656,9.64,88.2,0,0,0.244,0,3.24,0.411,12.3,21.4,0,0.983,3.36,0.244,0.994,3.37,0,0,0.400,2.99,5.20,0.933,7.83,1.40,6.22,0,0.0667,0,0.244,9.79,1.01
2023-03-11 20:28:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,7.59,88.0,0,0,0.233,0,2.28,0.428,11.8,21.5,0,0.556,3.33,0.244,0.550,3.33,0,0,0.333,2.32,4.47,0.894,6.86,1.22,6.01,0,0.0667,0,0.233,8.34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,8.33,86.8,0,0,0.233,0,3.16,0.411,11.6,24.7,0,0.983,3.35,0.250,0.994,3.36,0,0,0.400,3,5.23,0.917,7.83,1.41,6.24,0,0.0667,0,0.233,10.2,1.02
2023-03-11 20:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,11.3,84.7,0,0,0.267,0,2.46,0.522,12.5,19.2,0,0.544,3.33,0.267,0.544,3.33,0,0,0.333,2.60,7.90,1.06,6.89,1.23,6.87,0,0.0778,0,0.267,8.31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,11.4,95.7,0,0,0.267,0,2.91,0.472,12.7,22.3,0,0.989,3.34,0.267,0.994,3.37,0,0,0.400,2.82,8.94,1.13,7.86,1.42,7.16,0,0.0778,0,0.267,10.2,1.01
2023-03-11 20:32:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,15.0,88.9,0,0,0.244,0,2.38,0.478,11.4,19.5,0.389,0.556,4.21,0.256,0.544,3.33,0,0,0.333,2.46,12.3,1.04,6.88,1.22,5.81,0,0.0833,0,0.244,7.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,15.1,102,0,0,0.244,0,3.01,0.439,11.7,22.7,0.333,0.994,4.30,0.256,0.994,3.35,0,0,0.400,2.84,13.3,1.12,7.84,1.41,6.07,0,0.0833,0,0.244,9.76,1.01
2023-03-11 20:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,7.41,84.0,0,0,0.244,0,2.34,0.483,11.8,20.6,0,0.544,3.33,0.244,0.550,3.33,0,0,0.333,2.46,4.54,0.889,6.84,1.20,5.90,0,0.0778,0,0.244,8.34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,8.33,86.1,0,0,0.244,0,3.13,0.439,11.5,23.7,0,0.989,3.36,0.244,0.989,3.37,0,0,0.400,2.99,5.24,0.922,7.82,1.40,6.18,0,0.0778,0,0.244,10.1,1.01
2023-03-11 20:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,0,7.29,79.5,0,0,0.267,0,2.15,0.483,11.6,18.3,0.00556,0.556,3.33,0.244,0.544,3.33,0,0,0.333,2.55,4.48,0.906,6.91,1.22,5.99,0,0.0667,0,0.267,7.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,8.03,82.4,0,0,0.267,0,2.99,0.450,11.5,21.3,0,1,3.34,0.244,0.989,3.34,0,0,0.400,3.04,5.21,0.933,7.87,1.41,6.17,0,0.0667,0,0.267,9.69,1.01
2023-03-11 20:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,7.43,85.9,0,0,0.244,0,2.23,0.456,10.6,20.5,0.00556,0.544,3.33,0.222,0.544,3.33,0,0,0.333,2.42,4.50,0.894,6.88,1.20,5.25,0,0.0667,0,0.244,8.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,8.03,85.7,0,0,0.244,0,3.23,0.428,10.8,23.8,0,0.983,3.35,0.222,0.989,3.37,0,0,0.400,3.15,5.26,0.928,7.84,1.38,5.34,0,0.0667,0,0.244,10.1,1
2023-03-11 20:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,10.4,87.3,0,0,0.233,0,2.23,0.433,13.5,19.6,0,0.550,3.34,0.244,0.533,3.33,0,0,0.333,2.34,6.92,0.956,6.92,1.17,6.74,0,0.0722,0,0.233,8.39,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,11.2,96.9,0,0,0.233,0,3.36,0.417,12.9,23.1,0,0.989,3.36,0.244,0.983,3.36,0,0,0.400,3.16,7.98,0.972,7.91,1.36,7.27,0,0.0722,0,0.233,10.3,1.01
2023-03-11 20:42:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,14.7,92.9,0,0.00556,0.244,0,2.07,0.428,12.5,19.7,0.417,0.544,4.22,0.233,0.533,3.33,0.00556,0,0.333,2.13,12.2,1.02,6.86,1.20,6.78,0,0.0833,0,0.244,8.01,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,15.2,102,0,0,0.244,0,3.08,0.411,12.2,22.9,0.333,0.994,4.33,0.233,0.978,3.38,0,0,0.400,2.93,13.3,1.14,7.83,1.40,7.12,0,0.0833,0,0.244,9.74,1.02
2023-03-11 20:44:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,8.24,87.9,0,0.00556,0.267,0,2.22,0.456,13.3,20.9,0,0.544,3.33,0.256,0.539,3.33,0.00556,0,0.333,2.37,4.47,1,6.89,1.23,6.48,0,0.0778,0,0.267,8.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,9.57,92.4,0,0,0.267,0,3.04,0.422,12.9,24.2,0,0.989,3.36,0.256,0.983,3.36,0,0,0.400,2.99,5.29,1.13,7.86,1.42,6.47,0,0.0778,0,0.267,10.2,1.02
2023-03-11 20:46:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,7.28,79.8,0,0,0.256,0,2.13,0.489,11.8,18.7,0,0.550,3.33,0.244,0.544,3.33,0,0,0.322,2.28,4.49,0.906,6.87,1.22,6.48,0,0.0722,0,0.256,7.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,7.86,82.9,0,0,0.256,0,3.10,0.433,12.1,21.6,0,0.989,3.37,0.244,0.989,3.36,0,0,0.389,3.04,5.24,0.922,7.84,1.41,6.50,0,0.0722,0,0.256,9.80,1.03
2023-03-11 20:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649,0,8.14,88.1,0,0,0.244,0,2.59,0.472,12.6,20.6,0,0.544,3.33,0.244,0.544,3.33,0,0,0.322,2.29,4.44,1.01,6.84,1.20,6.02,0,0.0666,0,0.244,8.37,0.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649,8.95,89.3,0,0,0.244,0,3.17,0.422,12.3,24.0,0,0.988,3.39,0.244,0.982,3.36,0,0,0.389,3.08,5.23,1.13,7.83,1.40,6.36,0,0.0666,0,0.244,10.2,1.03
2023-03-11 20:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,9.25,85.9,0,0,0.256,0,2.44,0.433,11.7,19.1,0,0.556,3.33,0.267,0.539,3.33,0,0,0.328,2.48,5.87,1.12,6.88,1.22,6.06,0,0.0667,0,0.256,8.41,0.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,9.31,89.6,0,0,0.256,0,3.13,0.406,11.9,22.5,0,0.994,3.38,0.267,0.983,3.36,0,0,0.394,2.95,6.94,1.32,7.84,1.42,6.28,0,0.0667,0,0.256,10.2,1.02
2023-03-11 20:52:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656,0,14.6,88.8,0,0,0.256,0,2.07,0.478,11.2,19.7,0.400,0.550,4.22,0.256,0.539,3.33,0,0,0.333,2.39,12.1,0.906,6.88,1.21,5.68,0,0.0667,0,0.256,7.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656,15.3,102,0,0,0.256,0,2.96,0.433,10.8,22.8,0.333,1,4.32,0.256,0.989,3.36,0,0,0.406,2.92,13.2,0.911,7.84,1.41,5.91,0,0.0667,0,0.261,9.74,1
2023-03-11 20:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,0,7.37,84.2,0,0,0.244,0,2.14,0.539,11,20.8,0,0.539,3.33,0.261,0.539,3.33,0,0,0.333,2.29,4.49,0.900,6.86,1.22,5.97,0,0.0667,0,0.244,8.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,7.54,85.3,0,0,0.244,0,3.19,0.472,11.4,24.0,0,0.989,3.34,0.256,0.983,3.36,0,0,0.400,2.97,5.24,0.900,7.83,1.41,6.33,0,0.0667,0,0.244,10.1,1.01
2023-03-11 20:56:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,7.18,79.4,0,0,0.267,0,2.10,0.467,11.0,18.6,0,0.556,3.33,0.267,0.544,3.33,0,0,0.339,2.39,4.46,0.922,6.86,1.22,5.88,0,0.0778,0,0.267,7.94,0.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,7.57,82.1,0,0,0.267,0.00556,3.12,0.439,11.4,21.6,0,0.994,3.35,0.267,0.994,3.35,0,0,0.406,2.97,5.24,0.944,7.84,1.41,5.96,0,0.0778,0,0.267,9.75,1.02
2023-03-11 20:58:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,7.91,86.9,0,0,0.245,0,2.41,0.406,12.9,20.4,0,0.550,3.33,0.245,0.539,3.33,0,0,0.333,2.56,4.43,0.939,6.96,1.22,6.74,0.00556,0.0834,0,0.250,8.47,0.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,9.10,90.7,0,0,0.245,0,3.03,0.395,12.6,23.7,0,0.995,3.36,0.245,0.984,3.36,0,0,0.400,2.96,5.21,0.956,7.94,1.41,6.57,0,0.0889,0,0.245,10.3,1.03
2023-03-11 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,7.51,81.6,0,0,0.244,0,2.24,0.478,11.8,19.4,0,0.533,3.33,0.244,0.539,3.33,0,0,0.333,2.37,4.92,1.03,6.89,1.20,5.95,0.00556,0.0722,0,0.250,8.38,0.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,8.79,86.3,0,0,0.244,0,3.04,0.444,11.2,22.5,0,0.972,3.34,0.244,0.983,3.35,0,0,0.400,2.83,5.81,1.09,7.86,1.40,5.92,0.00556,0.0778,0,0.244,10.2,1.02
