"Time","alertmanager-rancher-monitoring-alertmanager-0","carts-764fc55cb5-28vx2","carts-db-b8857f897-7p4xn","catalogue-64499f4dc4-zwhjl","catalogue-db-5b6696d9bd-fbb5s","cert-manager-85f7c4c4b8-cdjxb","cert-manager-cainjector-7656fbb787-pkv8n","cert-manager-webhook-797b5db9c6-hhdgx","cilium-hks2q","cilium-lnk87","cilium-operator-d7fc69fd7-f2msg","cilium-xsrc2","coredns-7b5bbc6644-tpp2m","csi-attacher-54dfc6cdf4-2d2sn","csi-attacher-54dfc6cdf4-9nwjl","csi-attacher-54dfc6cdf4-m58tc","csi-provisioner-7544d7867c-8h99q","csi-provisioner-7544d7867c-fdqx9","csi-provisioner-7544d7867c-jmgt2","csi-resizer-59fc8b7895-66tql","csi-resizer-59fc8b7895-k8fz9","csi-resizer-59fc8b7895-s45wt","csi-snapshotter-69f4795cf8-68mkk","csi-snapshotter-69f4795cf8-brzk9","csi-snapshotter-69f4795cf8-lp65b","deathstar-6cf8dd5457-jgbrm","deathstar-6cf8dd5457-vmvfq","engine-image-ei-881c42db-dq56c","engine-image-ei-881c42db-gp65l","engine-image-ei-881c42db-sflls","fleet-agent-59557c8896-7lp6n","fleet-controller-6f8f94fffb-wcgt6","front-end-5c6fdd77d7-q2jtq","gitjob-766b5f678d-4rrlp","grafana-67b5cf6bdd-bbv8c","hubble-relay-6565cf56c6-52kkq","hubble-ui-64bd8dcbf5-7x4nn","instance-manager-e-40c0f7f8","instance-manager-e-6b83fa90","instance-manager-e-a461837b","instance-manager-r-10aaabb9","instance-manager-r-8266b245","instance-manager-r-f7a5bf94","local-path-provisioner-687d6d7765-dblqm","longhorn-admission-webhook-5bc44d4c9c-ffgx6","longhorn-admission-webhook-5bc44d4c9c-hvw2b","longhorn-conversion-webhook-595c45975-h7lhl","longhorn-conversion-webhook-595c45975-nk4bs","longhorn-csi-plugin-lc9ss","longhorn-csi-plugin-w6s4p","longhorn-csi-plugin-zc8xs","longhorn-driver-deployer-86487c7d89-d2mwr","longhorn-manager-mqctm","longhorn-manager-sfh8w","longhorn-manager-tmf5v","longhorn-ui-6588b76644-wdhzj","metrics-server-667586758d-9bmlb","orders-846cc4998f-d2dbw","orders-db-64cf56d65-8wpxb","payment-7f8c55ccdb-r6ssj","prometheus-678fcbcfb7-7jkrz","prometheus-rancher-monitoring-prometheus-0","pushprox-k3s-server-client-5xvrv","pushprox-k3s-server-client-kqnvf","pushprox-k3s-server-client-tmr89","pushprox-k3s-server-proxy-575bb76848-wfk24","queue-master-7f97ddc64c-ggs74","rabbitmq-6d4b4d589f-2vrzz","rancher-747786585f-8dkk4","rancher-747786585f-ckbfh","rancher-747786585f-fj5hc","rancher-monitoring-grafana-68576c5cfc-ptnxf","rancher-monitoring-kube-state-metrics-7798b97f8-528sn","rancher-monitoring-operator-7f84c87bfc-swdnn","rancher-monitoring-prometheus-adapter-d7f6d6b87-t8wwr","rancher-monitoring-prometheus-node-exporter-8bj82","rancher-monitoring-prometheus-node-exporter-bmktd","rancher-monitoring-prometheus-node-exporter-bq4nv","rancher-webhook-555dd59d4c-lsjlj","session-db-74fb9d6f76-87cd7","shipping-748699d84b-5jw4t","svclb-traefik-72825b3b-d5nvs","svclb-traefik-72825b3b-j6q8w","svclb-traefik-72825b3b-lqlx5","tiefighter","traefik-64b96ccbcd-64qtj","ubuntu","user-665b475d67-fhr6l","user-db-847ddd8676-twtdk","xwing"
2023-03-17 01:06:00,19574784,327225344,69091328,4210688,217042944,38907904,64593920,10375168,257679360,258629632,24215552,263979008,17985536,8204288,9641984,8323072,12783616,9023488,8970240,8921088,11788288,9105408,10018816,8716288,8392704,8462336,8376320,18153472,17838080,18337792,60723200,49811456,75853824,38596608,70656000,13352960,9625600,6615040,6696960,6602752,4788224,4800512,4853760,7593984,66469888,68861952,41664512,43679744,14913536,14589952,14946304,10625024,54964224,52133888,51339264,2621440,20705280,293388288,67526656,3944448,276451328,1372389376,6672384,6516736,7282688,7626752,271327232,89010176,712638464,885739520,813260800,113954816,16162816,35475456,635199488,12558336,11362304,13938688,53219328,2658304,293068800,610304,606208,618496,286720,44048384,62177280,5435392,33087488,278528
2023-03-17 01:08:00,20385792,327225344,69222400,4239360,217042944,38580224,64593920,10379264,258924544,257974272,24211456,264036352,18817024,8204288,9662464,8323072,12783616,9023488,8970240,8921088,11902976,9105408,10018816,8716288,8392704,8462336,8376320,18157568,17838080,18255872,71577600,50798592,76242944,38596608,68616192,13352960,9625600,6615040,6701056,6733824,4788224,4800512,4853760,7593984,66465792,68861952,41664512,43679744,14913536,14589952,14946304,10625024,54964224,52133888,51335168,2621440,20492288,293388288,67575808,3948544,276705280,1387765760,6664192,6664192,7274496,7651328,271323136,89006080,758493184,885739520,813260800,114274304,16232448,35475456,624312320,11595776,11321344,12832768,53219328,2658304,293068800,610304,606208,618496,286720,44048384,62177280,5439488,33206272,278528
2023-03-17 01:10:00,20500480,327233536,69091328,4194304,217042944,38580224,64598016,10375168,259575808,257249280,24760320,260976640,19714048,8204288,9662464,8327168,12783616,9023488,8970240,8921088,11788288,9105408,10018816,8716288,8392704,8462336,8376320,18157568,17838080,18251776,58081280,50798592,75231232,38596608,69378048,13352960,9625600,6615040,6701056,6602752,4788224,4800512,4853760,7593984,66469888,68857856,41664512,43679744,14913536,14589952,14950400,10625024,54960128,52129792,51335168,2621440,20586496,293388288,67584000,3944448,273047552,1451692032,6762496,6516736,7299072,7610368,271323136,89006080,713912320,885874688,813260800,117485568,16232448,35483648,653287424,12222464,11829248,11243520,53219328,2789376,293068800,610304,606208,618496,286720,53035008,62177280,5582848,33087488,278528
2023-03-17 01:12:00,18370560,327233536,69091328,4308992,217042944,38584320,64593920,10375168,259670016,257040384,24707072,264835072,18616320,8204288,9662464,8323072,12783616,9023488,8970240,8921088,11780096,9109504,10018816,8720384,8392704,8462336,8376320,18157568,18460672,18251776,58077184,50008064,75313152,38596608,66916352,13348864,9625600,6610944,6701056,6602752,4788224,4800512,4853760,7593984,66469888,68857856,41664512,43679744,14913536,14589952,14946304,10625024,54956032,52133888,51339264,2621440,22155264,293388288,67715072,3944448,243388416,1242148864,6836224,6582272,7258112,7544832,271323136,89001984,726843392,885735424,813260800,114577408,16232448,36143104,780914688,11894784,11206656,11550720,53219328,2789376,293068800,610304,606208,618496,286720,52105216,62177280,5439488,33087488,278528
2023-03-17 01:14:00,18214912,327233536,69095424,4308992,217042944,38322176,64593920,10375168,259411968,259452928,24313856,264994816,19800064,8204288,9662464,8323072,12783616,9023488,8970240,8925184,11780096,9105408,10018816,8716288,8392704,8462336,8376320,18157568,17838080,18251776,59289600,50012160,71663616,38596608,68276224,13348864,9625600,6610944,6701056,6602752,4788224,4800512,4853760,7593984,66469888,68857856,41664512,43679744,14913536,14589952,14950400,10625024,54960128,52129792,51339264,2621440,20955136,293388288,67584000,3948544,263299072,1336881152,6877184,6656000,7290880,8282112,271323136,89001984,722186240,885743616,813260800,114524160,16236544,36139008,651440128,13348864,11730944,13942784,53219328,2658304,293068800,610304,606208,618496,286720,45740032,62177280,5439488,33087488,278528
2023-03-17 01:16:00,18878464,327233536,69095424,4308992,217042944,38318080,64593920,10375168,258744320,259649536,24317952,262840320,20131840,8204288,9662464,8323072,12783616,9023488,8970240,8921088,11780096,9105408,10018816,8716288,8392704,8462336,8376320,18157568,17838080,18255872,59293696,50008064,73125888,38596608,66789376,13361152,9625600,6610944,6701056,6602752,4788224,4800512,4853760,7593984,66465792,68861952,41668608,43679744,14913536,14589952,14946304,10629120,54964224,52133888,51339264,2621440,20660224,293388288,67584000,3948544,270249984,1529020416,6647808,6647808,7716864,7553024,271323136,89006080,713076736,885739520,813260800,114786304,16363520,36143104,650952704,12722176,11821056,11620352,53219328,2662400,293068800,610304,606208,618496,286720,44163072,62177280,5443584,33222656,278528
2023-03-17 01:18:00,18878464,327233536,69095424,4280320,217042944,38645760,64593920,10375168,257609728,260222976,24309760,263065600,20602880,8204288,9662464,8323072,12783616,9023488,8970240,8921088,11927552,9105408,10018816,8716288,8392704,8462336,8376320,18157568,17838080,18251776,59346944,50008064,73482240,38596608,67506176,13352960,9625600,6615040,6701056,6602752,4788224,4800512,4853760,7593984,66465792,68857856,41664512,43683840,14913536,14589952,14946304,10629120,54964224,52129792,51339264,2621440,21377024,293388288,67588096,3944448,276652032,1398415360,6983680,6557696,7286784,7942144,271319040,89001984,741617664,885743616,813260800,115818496,16236544,36147200,622891008,12754944,11264000,12161024,53219328,2658304,293068800,610304,606208,618496,286720,44167168,62177280,5439488,33095680,278528
2023-03-17 01:20:00,19587072,327229440,69095424,4235264,217042944,38514688,64593920,10375168,258396160,260493312,24313856,263307264,20205568,8204288,9662464,8323072,12783616,9023488,8970240,8921088,11804672,9105408,10018816,8716288,8392704,8462336,8376320,18153472,17838080,18251776,59387904,50008064,69025792,38596608,69042176,13348864,9625600,6610944,6701056,6602752,4788224,4800512,4853760,7593984,66465792,68861952,41664512,43679744,14909440,14589952,14946304,10629120,54960128,52129792,51339264,2621440,21000192,293388288,67584000,3944448,278462464,1443246080,6746112,6664192,7200768,7602176,271323136,89010176,711815168,886124544,813260800,117649408,16240640,36139008,656699392,11886592,11821056,11153408,53219328,2789376,293068800,610304,606208,618496,286720,49635328,62177280,5435392,33210368,278528
2023-03-17 01:22:00,17862656,327229440,69095424,4190208,217042944,38514688,64593920,10375168,257810432,260403200,24309760,263372800,20516864,8204288,9580544,8323072,12783616,9023488,8970240,8921088,11681792,9105408,10022912,8716288,8392704,8462336,8376320,18157568,17838080,18255872,59383808,50798592,68993024,38596608,67555328,13352960,9625600,6615040,6696960,6602752,4788224,4800512,4853760,7593984,66469888,68861952,41664512,43679744,14909440,14589952,14946304,10629120,54964224,52129792,51470336,2621440,21610496,293388288,67584000,3948544,266514432,1201586176,6737920,6656000,7725056,7540736,271323136,89001984,743755776,886120448,813260800,116846592,16232448,36139008,642670592,12500992,11157504,11710464,53219328,2658304,293068800,610304,606208,618496,286720,49434624,62177280,5439488,33087488,278528
2023-03-17 01:24:00,19468288,327229440,69066752,4194304,217042944,38518784,64593920,10375168,258285568,261623808,24313856,263364608,19664896,8204288,9580544,8327168,12783616,9023488,8970240,8921088,11825152,9105408,10022912,8716288,8392704,8462336,8376320,18157568,17838080,18251776,68747264,50798592,68673536,38596608,68927488,13414400,9625600,6615040,6701056,6602752,4788224,4800512,4853760,7593984,66465792,68861952,41664512,43679744,14909440,14589952,14946304,10629120,55091200,52133888,51339264,2621440,20533248,293388288,67584000,3944448,278175744,1384849408,6901760,6647808,7299072,7598080,271319040,89006080,719519744,886128640,813260800,113610752,16240640,35450880,647766016,11841536,11284480,11440128,53219328,2658304,293068800,610304,606208,618496,286720,44716032,62177280,5435392,33087488,278528
2023-03-17 01:26:00,19615744,327229440,69095424,4190208,217042944,38514688,64593920,10375168,258883584,258670592,24309760,265924608,19861504,8208384,9580544,8323072,12783616,9023488,8970240,8921088,11821056,9105408,10022912,8716288,8392704,8462336,8376320,18157568,17846272,18251776,62689280,50012160,68657152,38596608,68341760,13414400,9625600,6610944,6696960,6602752,4788224,4800512,4853760,7593984,66465792,68861952,41664512,43679744,14909440,14589952,14946304,10625024,54960128,52133888,51335168,2621440,21049344,293388288,67584000,3944448,265375744,1430843392,6483968,6639616,7208960,7782400,271323136,89001984,713818112,886124544,813260800,113127424,16236544,35450880,618844160,11255808,11767808,10936320,53219328,2658304,293068800,610304,606208,618496,286720,43864064,62177280,5439488,33214464,278528
2023-03-17 01:28:00,19795968,327229440,68792320,4116480,217042944,38514688,64593920,10375168,258547712,260096000,24313856,265789440,20828160,8204288,9584640,8323072,12783616,9023488,8970240,8921088,11771904,9105408,10022912,8720384,8392704,8462336,8376320,18157568,17838080,18251776,62689280,50008064,68730880,38596608,68460544,13418496,9625600,6610944,6701056,6602752,4788224,4796416,4853760,7593984,66465792,68861952,41664512,43679744,14909440,14594048,14946304,10625024,54956032,52137984,51339264,2621440,20488192,293388288,67571712,3944448,264814592,1337401344,6426624,6639616,7278592,7643136,271323136,89001984,742830080,886124544,813252608,113778688,16240640,35454976,644804608,11497472,11186176,12779520,53219328,2789376,293068800,610304,606208,618496,286720,43859968,62177280,5439488,33087488,278528
2023-03-17 01:30:00,19787776,327233536,68800512,4165632,217042944,38907904,64593920,10403840,259821568,260542464,24309760,264724480,20160512,8204288,9580544,8323072,12783616,9023488,8974336,8921088,11796480,9105408,10022912,8716288,8396800,8462336,8376320,18157568,17838080,18251776,62689280,50008064,70918144,38596608,71733248,13418496,9625600,6610944,6701056,6602752,4788224,4800512,4853760,7593984,66465792,68861952,41668608,43679744,14909440,14594048,14946304,10625024,54960128,52137984,51339264,2621440,20770816,293388288,67579904,3944448,271679488,1396912128,6500352,6631424,7307264,7696384,271323136,89001984,712486912,886259712,813260800,114761728,16138240,35475456,657928192,12001280,11268096,11239424,53219328,2789376,293068800,610304,606208,618496,286720,53559296,62177280,5435392,33087488,278528
2023-03-17 01:32:00,18817024,327233536,69001216,4214784,217042944,38907904,64593920,10428416,259276800,262492160,24309760,262746112,19324928,8204288,9580544,8323072,12783616,9023488,8974336,8921088,11870208,9105408,10022912,8716288,8392704,8462336,8376320,18157568,17838080,18251776,62693376,50008064,71004160,38596608,70307840,13418496,9625600,6615040,6701056,6602752,4788224,4800512,4853760,7593984,66461696,68861952,41664512,43679744,14909440,14589952,14946304,10625024,54960128,52142080,51339264,2621440,21475328,293388288,67624960,3948544,281001984,1385418752,6426624,6623232,7290880,8347648,271323136,89018368,727478272,886124544,812539904,113901568,16138240,36118528,638410752,11960320,11444224,12800000,53219328,2789376,293068800,610304,606208,618496,286720,50057216,62177280,5443584,33087488,278528
2023-03-17 01:34:00,18882560,327233536,69001216,4218880,217042944,38518784,64593920,10452992,258760704,262578176,23994368,264712192,18935808,8204288,9580544,8323072,12783616,9023488,8970240,8921088,11747328,9105408,10022912,8716288,8392704,8462336,8376320,18157568,17838080,18251776,62689280,50012160,71606272,38596608,67776512,13287424,9625600,6615040,6696960,6602752,4788224,4796416,4853760,7602176,66469888,68857856,41660416,43683840,14909440,14589952,14946304,10625024,54960128,52383744,51339264,2621440,21110784,293388288,67629056,3948544,265715712,1515376640,6451200,6680576,7208960,7618560,271323136,89001984,721600512,886124544,813203456,113029120,16179200,36163584,651960320,12591104,11386880,11669504,53219328,2658304,293068800,610304,606208,618496,286720,44085248,62177280,5439488,33091584,278528
2023-03-17 01:36:00,20422656,327233536,69066752,4218880,217042944,38514688,64593920,10379264,257798144,262492160,23986176,264732672,20275200,8204288,9580544,8323072,12783616,9023488,8970240,8921088,11976704,9105408,10022912,8716288,8392704,8462336,8376320,18157568,17838080,18251776,62689280,50012160,71528448,38596608,69226496,13283328,9625600,6610944,6701056,6602752,4788224,4796416,4853760,7602176,66465792,68857856,41664512,43679744,14909440,14589952,14946304,10625024,54960128,52137984,51339264,2621440,20410368,293388288,67629056,3969024,279846912,1189613568,6434816,6754304,7839744,7598080,271323136,89001984,710217728,886120448,813199360,112328704,16183296,36159488,661929984,11698176,11599872,11956224,53219328,2789376,293068800,610304,606208,618496,286720,43892736,62177280,5439488,33087488,278528
2023-03-17 01:38:00,20426752,327233536,69070848,4145152,217042944,38518784,64593920,10383360,257310720,263819264,23990272,264806400,20983808,8204288,9580544,8327168,12787712,9023488,8970240,8921088,11911168,9105408,10022912,8716288,8392704,8462336,8376320,18157568,17903616,18251776,72396800,50794496,72253440,38596608,70246400,13287424,9625600,6615040,6696960,6602752,4788224,4796416,4853760,7602176,66465792,68861952,41664512,43683840,14909440,14589952,14946304,10625024,54960128,52137984,51339264,2621440,20914176,293388288,67629056,3973120,280100864,1275236352,6500352,6983680,7323648,8019968,271319040,89006080,751136768,886120448,813203456,113934336,16224256,36155392,650027008,12075008,14041088,11546624,53219328,2658304,293068800,610304,606208,618496,286720,43900928,62177280,5443584,33206272,278528
2023-03-17 01:40:00,20430848,327233536,68505600,4141056,217042944,38514688,64593920,10379264,259383296,263852032,23379968,259608576,21024768,8204288,9580544,8327168,12783616,9027584,8970240,8921088,11816960,9105408,10022912,8716288,8392704,8462336,8376320,18153472,17891328,18251776,62820352,50008064,73146368,38596608,72572928,13283328,9625600,6610944,6701056,6602752,4788224,4800512,4853760,7602176,66465792,68857856,41664512,43679744,14909440,14589952,14946304,10625024,54960128,52137984,51339264,2621440,20721664,293388288,67633152,3969024,273739776,1531265024,6483968,6705152,7258112,8380416,271319040,89001984,714039296,886128640,813195264,114073600,16220160,35639296,657924096,12107776,12156928,11554816,53219328,2662400,293068800,610304,606208,618496,286720,52809728,62177280,5439488,33087488,278528
2023-03-17 01:42:00,20553728,327229440,68898816,4210688,217042944,38514688,64593920,10379264,260165632,259137536,23044096,263389184,21028864,8204288,9506816,8323072,12783616,9023488,8970240,8921088,11874304,9105408,10027008,8716288,8392704,8462336,8376320,18153472,17838080,18251776,94457856,50008064,74993664,38596608,65601536,13348864,9625600,6615040,6696960,6602752,4788224,4800512,4853760,7602176,66461696,68857856,41664512,43679744,14909440,14589952,14946304,10625024,54960128,52137984,51335168,2621440,21921792,293388288,67629056,3969024,274313216,1208672256,6434816,6647808,7233536,7532544,271319040,89006080,733544448,886124544,813199360,112656384,16216064,36143104,624857088,11911168,11337728,12779520,53219328,2658304,293068800,610304,606208,618496,286720,51441664,62177280,5365760,33087488,278528
2023-03-17 01:44:00,20434944,327229440,69185536,4214784,217042944,38907904,64593920,10379264,260321280,260804608,23040000,266493952,21032960,8204288,9613312,8323072,12783616,9023488,8970240,8921088,11874304,9105408,10022912,8716288,8392704,8462336,8376320,18153472,17838080,18251776,69234688,50012160,75415552,38596608,71184384,13352960,9625600,6610944,6701056,6602752,4788224,4800512,4853760,7602176,66465792,68857856,41664512,43679744,14909440,14589952,14946304,10625024,54960128,52264960,51339264,2621440,20951040,293388288,67629056,3973120,270004224,1529094144,6434816,6606848,7233536,7610368,271323136,89001984,719888384,886124544,813195264,115728384,16232448,36143104,649572352,11366400,14225408,11472896,53219328,2658304,293068800,610304,606208,618496,286720,51441664,62177280,5382144,33091584,278528
2023-03-17 01:46:00,19443712,327233536,69193728,4218880,217042944,38907904,64593920,10379264,258244608,260874240,23101440,266588160,20439040,8204288,9809920,8323072,12783616,9023488,8970240,8921088,11669504,9105408,10022912,8716288,8392704,8462336,8376320,18153472,17838080,18251776,64843776,50008064,75673600,38596608,71327744,13352960,9625600,6615040,6701056,6602752,4788224,4800512,4853760,7602176,66465792,68861952,41664512,43679744,14909440,14594048,14950400,10625024,54964224,52252672,51343360,2621440,20959232,293388288,67629056,3969024,270565376,1492111360,6475776,6475776,7397376,7614464,271319040,89001984,713723904,886124544,813199360,113242112,16224256,35225600,664367104,12034048,11599872,11644928,53219328,2789376,293068800,610304,606208,618496,286720,44056576,62177280,5382144,33087488,278528
2023-03-17 01:48:00,19525632,327229440,69201920,4206592,217042944,38514688,64593920,10383360,257486848,264007680,23117824,266563584,21135360,8204288,9621504,8323072,12783616,9023488,8970240,8921088,11665408,9105408,10149888,8716288,8392704,8462336,8376320,18153472,17838080,18251776,64847872,50012160,75902976,38596608,68476928,13156352,9625600,6610944,6701056,6602752,4788224,4800512,4853760,7602176,66461696,68857856,41660416,43679744,14909440,14594048,14950400,10625024,54960128,52137984,51339264,2621440,20369408,293388288,67633152,3969024,263880704,1259749376,6459392,6533120,7987200,7602176,271319040,89010176,734314496,886128640,812675072,116518912,16232448,35221504,656371712,11440128,11231232,11632640,53219328,2658304,293068800,610304,606208,618496,286720,44056576,62177280,5382144,33087488,278528
2023-03-17 01:50:00,19554304,327229440,69201920,4145152,217042944,38514688,64593920,10383360,257388544,264028160,23134208,266760192,17899520,8204288,9621504,8323072,12783616,9023488,8970240,8921088,11665408,9105408,10022912,8716288,8396800,8462336,8376320,18157568,17838080,18251776,64847872,50008064,75522048,38596608,68784128,13160448,9625600,6610944,6701056,6602752,4788224,4796416,4853760,7602176,66387968,68853760,41660416,43679744,14909440,14594048,14950400,10625024,54956032,52150272,51339264,2621440,21032960,293388288,67633152,3969024,264884224,1559040000,6451200,6664192,7979008,8044544,271323136,89001984,713801728,886128640,812675072,114114560,16224256,35475456,633692160,11862016,11366400,11390976,53219328,2662400,293068800,610304,606208,618496,286720,45039616,62177280,5365760,33095680,278528
2023-03-17 01:52:00,19386368,327229440,69206016,4235264,217042944,38912000,64593920,10395648,259137536,264146944,23203840,263774208,19660800,8204288,9711616,8323072,12783616,9023488,8970240,8921088,11665408,9105408,10022912,8720384,8392704,8462336,8376320,18153472,17838080,18251776,64651264,50794496,67805184,38596608,67112960,13185024,9625600,6615040,6701056,6602752,4788224,4796416,4853760,7602176,66383872,68861952,41660416,43687936,14909440,14594048,14946304,10625024,54964224,52133888,51339264,2621440,21864448,293388288,67559424,3969024,267141120,1380392960,6451200,6475776,7249920,7700480,271323136,89001984,751833088,886128640,812679168,113844224,16232448,35475456,617156608,14675968,11550720,11714560,53219328,2658304,293068800,610304,606208,618496,286720,54538240,62177280,5361664,33091584,278528
2023-03-17 01:54:00,19599360,327229440,69201920,4231168,217042944,38514688,64593920,10563584,260186112,264634368,23207936,264232960,20729856,8204288,9793536,8323072,12787712,9023488,8970240,8921088,11665408,9105408,10022912,8716288,8392704,8462336,8376320,18157568,17838080,18251776,64651264,50798592,67502080,38596608,70524928,13189120,9625600,6610944,6701056,6602752,4788224,4800512,4853760,7602176,66383872,68857856,41664512,43679744,14909440,14594048,14946304,10625024,54964224,52137984,51339264,2621440,20897792,293388288,67702784,3973120,262864896,1520672768,6623232,6696960,7962624,7667712,271319040,89001984,718381056,886128640,812679168,113897472,16232448,34721792,650616832,11812864,11632640,14106624,53219328,2789376,293068800,610304,606208,618496,286720,51097600,62177280,5423104,33091584,278528
2023-03-17 01:56:00,20480000,327229440,69206016,4235264,217042944,38645760,64593920,10473472,260861952,258039808,23216128,264241152,19587072,8204288,9646080,8323072,12783616,9023488,8970240,8921088,11665408,9105408,10022912,8716288,8392704,8462336,8376320,18157568,17838080,18255872,64651264,50073600,67698688,38596608,66199552,13316096,9625600,6615040,6701056,6602752,4788224,4800512,4853760,7602176,66387968,68861952,41668608,43679744,14909440,14594048,14946304,10625024,54964224,52133888,51335168,2621440,20373504,293388288,67571712,3969024,265261056,1387999232,6586368,6656000,7331840,7528448,271319040,89001984,713863168,886128640,812675072,115023872,16228352,34816000,522465280,12140544,11231232,13344768,53219328,2658304,293068800,610304,606208,618496,286720,44433408,62177280,5435392,33091584,278528
2023-03-17 01:58:00,19853312,327229440,69206016,4120576,217042944,38674432,64593920,10477568,259387392,259063808,23269376,264290304,20561920,8204288,9646080,8323072,12783616,9023488,8970240,8921088,11665408,9105408,10022912,8720384,8392704,8462336,8376320,18153472,17838080,18251776,64655360,50073600,67973120,38596608,69496832,13316096,9625600,6615040,6696960,6602752,4788224,4804608,4853760,7602176,66379776,68857856,41660416,43679744,14909440,14594048,14946304,10629120,54960128,52133888,51339264,2621440,20783104,293388288,67571712,3969024,252497920,1352642560,6582272,6688768,7725056,8101888,271323136,89145344,727089152,886132736,812675072,113766400,16228352,35475456,656457728,11796480,12529664,11681792,53219328,2658304,293068800,610304,606208,618496,286720,44167168,62177280,5439488,33095680,278528
2023-03-17 02:00:00,19365888,327229440,69206016,4116480,217042944,38363136,64593920,10387456,259567616,258101248,23367680,264404992,17895424,8204288,9646080,8323072,12783616,9023488,8970240,8921088,11771904,9105408,10022912,8716288,8392704,8462336,8376320,18153472,17838080,18956288,64651264,50077696,67989504,38600704,66314240,13385728,9625600,6610944,6701056,6602752,4788224,4804608,4853760,7602176,66383872,68853760,41664512,43679744,14909440,14594048,14946304,10625024,54960128,52133888,51339264,2621440,20877312,293388288,67571712,3973120,263745536,1462132736,6492160,7049216,7315456,7831552,271319040,89001984,718229504,886124544,812679168,116387840,16232448,36143104,645562368,11616256,11440128,11141120,53219328,2658304,293068800,610304,606208,618496,286720,44351488,62177280,5439488,33087488,278528
2023-03-17 02:02:00,19898368,327221248,69427200,4173824,217042944,38371328,64593920,10383360,260419584,263938048,23384064,264478720,19484672,8204288,9646080,8323072,12783616,9023488,8970240,8921088,11943936,9105408,10022912,8716288,8392704,8462336,8376320,18153472,17838080,18251776,64655360,50073600,68612096,38596608,66940928,13381632,9625600,6615040,6696960,6602752,4788224,4800512,4853760,7602176,66387968,68857856,41664512,43683840,14909440,14594048,14946304,10625024,54960128,52137984,51339264,2621440,21635072,293388288,67567616,3969024,367370240,1108746240,6533120,6582272,7299072,7639040,271323136,89001984,733954048,885678080,812675072,114712576,16232448,36139008,671694848,11771904,11616256,13553664,53219328,2658304,293068800,610304,606208,618496,286720,53534720,62177280,5439488,33095680,278528
2023-03-17 02:04:00,18800640,327221248,69427200,4177920,217042944,38371328,64593920,10387456,261799936,264413184,23388160,267005952,20815872,8204288,9646080,8323072,12783616,9023488,8970240,8921088,11788288,9105408,10022912,8716288,8392704,8462336,8376320,18173952,17838080,18251776,64651264,50077696,68423680,38596608,67362816,13385728,9625600,6615040,6696960,6602752,4788224,4800512,4853760,7622656,66379776,68857856,41664512,43679744,14909440,14594048,14946304,10625024,54960128,52133888,51339264,2621440,21200896,293392384,67571712,3969024,346017792,1512607744,6590464,6438912,7356416,7512064,271319040,89001984,721645568,885805056,812679168,112406528,16232448,36147200,648273920,11280384,11571200,11104256,53223424,2662400,293068800,610304,606208,618496,286720,52461568,62177280,5439488,33087488,278528
2023-03-17 02:06:00,20410368,327221248,69427200,4218880,217042944,38371328,64593920,10514432,262356992,264359936,24862720,263344128,18575360,8204288,9646080,8323072,12783616,9023488,8974336,8921088,11788288,9105408,10022912,8716288,8392704,8462336,8376320,18386944,17866752,18251776,64655360,50077696,68120576,38596608,67743744,13381632,9625600,6615040,6696960,6602752,4788224,4800512,4853760,7622656,66383872,68861952,41664512,43679744,14909440,14594048,14946304,10625024,54960128,52137984,51335168,2621440,20647936,293388288,67575808,3973120,287715328,1193308160,6541312,6541312,7290880,7720960,271323136,89001984,711294976,886104064,812679168,113811456,16232448,36143104,460898304,13041664,12754944,11485184,53219328,2658304,293068800,610304,606208,618496,286720,44228608,62177280,5439488,33087488,278528
2023-03-17 02:08:00,20500480,327221248,69427200,4218880,217042944,38486016,64593920,10383360,262397952,264409088,24608768,261816320,19316736,8269824,9646080,8323072,12783616,9023488,8970240,8921088,11788288,9105408,10022912,8716288,8392704,8462336,8376320,18157568,17838080,18251776,81104896,67907584,68280320,38596608,66830336,13385728,9625600,6615040,6696960,6602752,4788224,4800512,4853760,7622656,76599296,78913536,51736576,53518336,14909440,14594048,14950400,10625024,54964224,52137984,51335168,2621440,20619264,293388288,67575808,3969024,275386368,1540415488,6524928,6533120,7323648,7643136,271323136,89006080,791842816,993058816,858935296,113262592,16228352,54620160,662151168,11862016,13107200,11186176,76193792,2789376,293068800,610304,606208,618496,286720,45309952,62177280,5439488,33198080,278528
2023-03-17 02:10:00,20492288,327221248,69427200,4218880,217042944,38510592,64593920,10383360,262393856,259940352,24276992,263032832,17813504,8273920,9650176,8323072,12783616,9023488,8970240,8921088,11804672,9105408,10022912,8720384,8396800,8462336,8376320,18153472,17838080,18268160,76181504,54353920,68243456,38600704,70086656,13385728,9625600,6615040,6701056,6602752,4788224,4800512,4853760,7622656,67186688,69832704,42184704,53522432,14909440,14594048,14950400,10625024,54964224,52142080,51335168,2621440,21204992,293388288,67571712,3969024,273330176,1177452544,6750208,6623232,7348224,7553024,271323136,89006080,728535040,923508736,859181056,113897472,16257024,54620160,799182848,12812288,11587584,13934592,56172544,2658304,293068800,610304,606208,618496,286720,43671552,62177280,5443584,33087488,278528
