"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc13a306010214)","Transmit Total (lxc1c3395913bae)","Transmit Total (lxc2543b9c9ec41)","Transmit Total (lxc2568b56bcea7)","Transmit Total (lxc28528e2b302e)","Transmit Total (lxc306dffa018f2)","Transmit Total (lxc30b94e1d81cc)","Transmit Total (lxc33647fb8eab1)","Transmit Total (lxc58db09516916)","Transmit Total (lxc7084b74d5d49)","Transmit Total (lxc767056ff0e7d)","Transmit Total (lxc78ec245b8f12)","Transmit Total (lxc8089b721f31e)","Transmit Total (lxc831342b3bef8)","Transmit Total (lxc86ca1540ce30)","Transmit Total (lxc8b4940d2407b)","Transmit Total (lxc93601df3ac13)","Transmit Total (lxc9608bff87159)","Transmit Total (lxc9b02db5024dd)","Transmit Total (lxc_health)","Transmit Total (lxca2691413c000)","Transmit Total (lxca276edb7a83f)","Transmit Total (lxcb2dea5c9292d)","Transmit Total (lxcbe77e52b37d2)","Transmit Total (lxcd87592c26ce1)","Transmit Total (lxcd911e1b69dcc)","Transmit Total (lxce7da8c60c1c1)","Transmit Total (lxcfac3688eea8d)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc13a306010214)","Receive Total (lxc1c3395913bae)","Receive Total (lxc2543b9c9ec41)","Receive Total (lxc2568b56bcea7)","Receive Total (lxc28528e2b302e)","Receive Total (lxc306dffa018f2)","Receive Total (lxc30b94e1d81cc)","Receive Total (lxc33647fb8eab1)","Receive Total (lxc58db09516916)","Receive Total (lxc7084b74d5d49)","Receive Total (lxc767056ff0e7d)","Receive Total (lxc78ec245b8f12)","Receive Total (lxc8089b721f31e)","Receive Total (lxc831342b3bef8)","Receive Total (lxc86ca1540ce30)","Receive Total (lxc8b4940d2407b)","Receive Total (lxc93601df3ac13)","Receive Total (lxc9608bff87159)","Receive Total (lxc9b02db5024dd)","Receive Total (lxc_health)","Receive Total (lxca2691413c000)","Receive Total (lxca276edb7a83f)","Receive Total (lxcb2dea5c9292d)","Receive Total (lxcbe77e52b37d2)","Receive Total (lxcd87592c26ce1)","Receive Total (lxcd911e1b69dcc)","Receive Total (lxce7da8c60c1c1)","Receive Total (lxcfac3688eea8d)"
2023-03-12 06:56:00,0,69.4,24176,56221,0,0,0,448,196,65.7,403,66.1,0,27242,0,4609,3.43,38967,0.389,446,0,1880,440,453,31.6,2554,467,299,90.5,7005,0,0,2651,69.4,0,35466,92419,0,0,0,251,227,41.7,581,42.1,0,2010,0.389,1441,3.57,17862,0,257,0,192,6680,253,25.5,1266,260,385,94.6,1054,0,0,2654
2023-03-12 06:58:00,0,68.6,44672,102152,0,0,0,436,195,66.1,402,65.7,0,4233,0,4261,3.43,38974,37.6,436,0,1708,1733,441,31.6,2554,454,299,89.8,6616,0,0,1071,68.6,0,57501,94978,0,0,0,244,227,41.7,580,41.4,0,1365,0,1375,3.57,18624,30.6,252,0,188,25869,246,25.5,1265,253,385,95,1081,0.389,0,1074
2023-03-12 07:00:00,0,68.7,29014,60445,0,0,0,449,198,65.7,405,65.3,0,6512,0,4682,3.43,39049,0,446,0,1880,421,452,31.6,2552,467,300,90.2,7038,0,0,2655,68.7,0,35057,70702,0,0,0,251,228,41.4,583,40.3,0,1507,0,1476,3.57,23150,0,251,0,189,6278,252,25.5,1263,260,385,95.4,1040,0,0,2663
2023-03-12 07:02:00,0,68.3,22967,53857,0,0,0,447,196,66.1,405,66.1,0,6524,0,4352,3.43,38962,0.600,445,0,1932,421,455,31.6,2554,467,303,87.7,7014,0,0,2651,68.3,0,34976,70350,0,0,0,249,228,41.7,582,41,0,1501,0,1419,3.57,17095,0.600,249,0,202,6275,255,25.5,1270,260,385,92.8,1020,0,0.389,2653
2023-03-12 07:04:00,0,68.6,24937,55808,0,0,0,450,197,66.4,405,66.0,0,4252,0,4611,3.43,38928,0.600,445,0,1750,422,454,32.0,2555,468,300,89.4,6693,0,0,1071,68.6,0,33379,66045,0,0,0,253,227,42.1,582,41.0,0,1367,0,1436,3.57,20647,0.600,249,0,209,6275,253,26.0,1267,260,386,95.0,1055,0,0.389,1070
2023-03-12 07:06:00,0,69.8,23635,54486,0,0,0,448,203,66.4,405,66.4,0,4418,0,4605,3.43,38940,0,449,0,1888,420,452,32.3,2553,465,303,89.8,7063,0,0,2653,69.8,0,34970,68599,0,0,0,251,228,42.1,583,41,0,1370,0,1434,3.57,17767,0,255,0,201,6278,252,26.2,1264,259,385,95,1068,0,0,2653
2023-03-12 07:08:00,0,69.0,44275,101766,0,0,0,447,209,66.1,405,66.4,0,4247,0,4267,3.43,38975,38.3,448,0,1706,1736,453,32.0,2554,465,303,89.8,6630,0.389,0,1072,69.0,0,57483,95256,0,0,0,249,228,41.7,582,41,0,1370,0,1388,3.57,18265,30.6,253,0.389,203,25823,253,26.0,1266,259,385,95,1041,0,0,1076
2023-03-12 07:10:00,0,67.5,24303,55219,0,0,0,447,207,66.1,406,66.8,0,4416,0,4602,3.90,38986,0,446,0,1891,422,455,31.6,2554,467,303,89.4,6996,0.389,0,2652,67.5,0,35004,68478,0,0,0,249,227,41,582,41.7,0,1367,0,1440,4.03,18445,0,251,0.389,207,6277,256,25.5,1265,260,385,95,1035,0,0,2659
2023-03-12 07:12:00,0,67.5,24339,55138,0,0,0,450,206,65.3,406,66.4,0,4419,0,4262,4.13,38933,0.367,448,0,1935,420,452,31.6,2553,467,301,90.1,6994,0,0,2659,67.5,0,34978,68088,0,0,0,252,227,40.6,582,41.7,0,1369,0,1383,4.27,18467,0.367,253,0,203,6276,252,25.5,1264,260,385,95,1064,0,0,2658
2023-03-12 07:14:00,0,67.9,22800,53561,0,0,0,450,207,66.1,406,66.1,0,4298,0,4654,4.13,38959,0.600,446,0,1736,421,452,31.6,2584,466,300,89.8,6721,0,0,1078,67.9,0,33400,65938,0,0,0.389,252,228,41.4,582,41.8,0,1376,0,1449,4.27,18531,0.600,257,0,212,6276,252,25.5,1283,259,385,95,1062,0,0,1071
2023-03-12 07:16:00,0,68.6,24104,54997,0,0,0,447,208,66.1,406,65.7,0,4448,0,4687,4.13,38927,0,448,0,1893,420,456,32.0,2552,464,298,89.8,7062,0,0,2656,68.6,0,34948,68611,0,0,0,249,228,41.4,583,40.3,0,1385,0,1468,4.66,18240,0,259,0,201,6276,257,25.5,1264,259,385,95,1049,0,0,2654
2023-03-12 07:18:00,0.389,68.3,52508,110857,0,0,0,449,211,65.3,405,66.4,0,27067,0,4267,4.13,39070,38.3,444,0,1719,1729,453,31.6,2555,467,298,87.3,6642,0,0,1079,68.3,0.389,57388,118558,0,0,0,251,228,40.6,582,41.4,0,1992,0,1381,4.27,26550,30.6,247,0,195,25818,254,25.5,1266,260,385,92.4,1047,0,0,1073
2023-03-12 07:20:00,0,67.9,22757,53506,0,0,0,451,208,65.3,406,66.4,0.389,4426,0,4601,3.67,38947,0,449,0,1888,424,452,31.6,2555,469,299,89.8,7012,0,0,2657,67.9,0,34960,68390,0,0,0,253,228,40.6,583,41.7,0,1369,0,1435,3.80,16895,0,255,0,206,6274,252,25.5,1266,261,385,95,1085,0,0,2659
2023-03-12 07:22:00,0,67.2,32004,63502,0,0,0,436,208,65.7,407,66.4,0,4479,0,4322,3.43,39072,0,434,0,1917,420,442,31.6,2582,454,300,90.5,7028,0,0,2659,67.2,0,35065,68355,0,0,0,243,227,41.4,583,41.7,0.389,1401,0,1407,3.57,26167,0,244,0,208,6274,248,25.5,1278,253,385,95,1052,0,0,2661
2023-03-12 07:24:00,0,67.5,22312,53028,0,0,0,447,209,66.5,406,65.3,0,4245,0,4603,3.43,39007,0.600,445,0,1712,422,455,31.6,2553,464,300,90.1,6624,0,0,1077,67.5,0,33430,65664,0,0,0,249,228,41.7,582,41,0,1382,0,1439,3.57,18049,0.600,249,0,210,6275,255,25.5,1264,259,385,95,1019,0,0,1071
2023-03-12 07:26:00,0,67.9,24364,55195,0,0,0,448,207,66.0,404,65.3,0,4415,0,4597,3.43,38954,0,448,0,1883,424,453,31.6,2556,468,300,90.1,6959,0,0,2658,67.9,0,34969,68240,0,0,0,251,227,41.7,582,41.0,0,1372,0,1426,3.57,18520,0,253,0,178,6274,253,25.5,1273,261,385,95.0,1032,0,0,2651
2023-03-12 07:28:00,0,67.9,44221,101549,0,0.389,0,448,208,65.3,402,66.8,0,4246,0,4267,3.43,39009,38.3,448,0.389,1721,1734,452,31.6,2551,465,300,90.9,6607,0,0,1077,67.9,0,57345,94693,0,0,0,256,228,41.4,580,42.8,0,1372,0,1388,3.57,18366,30.6,253,0,186,25687,252,25.5,1262,259,384,95,1077,0,0,1070
2023-03-12 07:30:00,0,67.9,24229,55503,0,0.389,0.389,448,206,66.1,405,66.4,0,6515,0,4681,3.43,39008,0,446,0.389,1889,422,453,31.6,2552,467,303,90.5,62336,0,0,2659,67.9,0,35036,128300,0,0,0,251,228,41.4,582,42.1,0,1493,0,1470,3.57,18375,0,251,0,177,6276,254,25.5,1262,260,384,95,1277,0,0,2655
2023-03-12 07:32:00,0,68.6,24464,55486,0,0,0.389,449,208,65.7,405,66.1,0,6515,0.389,4349,3.43,38962,0,446,0,1885,421,455,31.6,2553,467,300,90.1,7018,0,0,2654,68.6,0,34979,70174,0,0,0,251,228,41,583,41.4,0,1491,0,1418,3.57,18619,0,251,0,193,6273,261,25.5,1264,260,385,95,1042,0,0,2651
2023-03-12 07:34:00,0,69.4,22661,53350,0,0,0,447,207,66.8,406,66.1,0,4253,0.389,4615,3.43,38952,0.600,448,0,1717,421,452,31.6,2556,467,301,90.5,6625,0,0,1076,69.4,0,33394,65563,0,0,0,249,228,41.7,583,41,0,1356,0,1425,3.57,18379,0.600,259,0,219,6274,252,25.5,1267,260,385,95,1031,0,0,1082
2023-03-12 07:36:00,0,68.3,32342,64412,0,0,0,449,209,66.4,406,66.1,0,27249,0,4612,3.43,39048,0,446,0,1883,419,453,31.6,2555,467,301,89.8,7058,0,0,2656,68.3,0,35048,92101,0,0,0,251,228,42.8,582,41,0,1963,0,1434,3.57,26503,0,257,0,188,6276,253,25.5,1267,260,385,95,1077,0,0,2657
2023-03-12 07:38:00,0,69,42964,100462,0,0,0,450,209,66.1,406,65.7,0,27127,0,4269,3.43,39189,37.6,446,0,1785,1741,456,31.6,2552,467,301,89.4,6719,0,0,1596,69,0,57950,119284,0,0.389,0,253,228,42.9,583,40.6,0,1957,0,1380,3.57,16680,30.6,251,0,191,25549,257,25.5,1264,260,385,95,1050,0,0,1597
2023-03-12 07:40:00,0,69.0,27917,60231,0,0,0,447,208,66.4,405,64.9,0,4403,0,4657,3.43,39398,37.6,447,0,1849,836,452,31.6,2581,466,298,90.1,6931,0,0,2127,69.0,0,36174,70139,0,0,0,255,229,43.2,582,39.9,0,1373,0,1449,3.57,21527,30.9,251,0,218,7243,252,25.5,1279,265,385,94.6,1036,0,0,2127
2023-03-12 07:42:00,0,68.6,24604,55473,0,0,0,448,207,66.1,405,65.0,0,4420,0,4282,3.43,38937,0,449,0,1881,417,455,31.6,2552,467,300,86.9,7001,0,0,2659,68.6,0,34970,68105,0,0,0,257,228,43.6,583,40.3,0,1351,0,1385,3.57,18727,0,255,0,220,6281,260,25.5,1264,260,385,92.4,1075,0,0,2652
2023-03-12 07:44:00,0,69.4,22059,52691,0,0,0,435,206,66.4,404,66.1,0,4249,0,4607,3.43,38933,0.600,434,0,1707,422,442,31.6,2554,456,298,90.1,6633,0,0.389,1079,69.4,0,33383,65641,0,0,0,242,227,42.5,582,41,0,1365,0,1439,3.57,17758,0.600,249,0,215,6279,253,25.5,1265,254,385,95,1054,0,0,1078
2023-03-12 07:46:00,0,69.7,23972,54819,0,0,0,436,209,66.4,405,66.4,0,4447,0,4676,3.43,38959,0,435,0,1888,418,441,31.6,2554,455,298,92.0,7030,0,0,2654,69.7,0,34978,68596,0,0,0,244,226,42.5,583,41.7,0,1390,0,1461,3.57,18099,0,251,0,215,6276,246,25.5,1265,253,385,95,1049,0,0,2652
2023-03-12 07:48:00,0,69,45581,102832,0,0,0,448,210,66.1,405,66.1,0,4422,0,4269,3.82,38945,38.7,449,0,1882,1758,453,31.6,2553,467,299,90.5,6917,0,0,2654,69,0,58941,97457,0,0,0,251,228,41.4,582,41,0,1367,0,1392,3.57,18032,30.6,255,0,198,25788,253,25.5,1264,260,385,95,1043,0,0,2662
2023-03-12 07:50:00,0,69.4,32671,69683,0,0,0,449,207,66.1,405,66.1,0,4309,0,4683,3.82,39050,38.7,447,0,1734,1007,453,31.6,2585,468,299,89.8,6742,0,0,1073,69.4,0,38919,72853,0,0,0,251,227,41.4,582,41.0,0,1377,0,1477,3.57,23549,30.6,251,0,206,10651,254,25.5,1287,260,385,95.0,1089,0,0,1078
2023-03-12 07:52:00,0,68.6,23566,54323,0,0,0,449,206,66.1,405,65.7,0,4426,0,4276,3.43,38996,0,447,0,1882,420,453,31.6,2555,465,300,90.9,6984,0,0,2654,68.6,0,35024,68014,0,0,0,251,228,42.8,583,41.4,0,1363,0,1398,3.57,17702,0,250,0,205,6279,253,25.5,1267,259,385,95,1065,0,0,2655
2023-03-12 07:54:00,0,68.6,31177,62461,0,0,0,447,207,66.1,406,65.7,0,4244,0,4593,3.43,39035,0.600,448,0,1711,421,452,31.8,2551,467,300,90.9,6600,0,0,1072,68.6,0,33453,65892,0,0,0,249,226,42.5,583,40.3,0,1377,0,1432,3.57,26907,0.600,251,0,186,6279,252,25.7,1262,261,385,95,1011,0,0,1072
2023-03-12 07:56:00,0,69,24235,55669,0,0,0,450,210,66.1,405,66.1,0,27235,0,4598,3.43,38929,0,449,0,1885,420,453,32.3,2553,469,299,90.1,7006,0,0,2658,69,0,34955,91941,0,0,0,253,228,41.7,582,40.6,0,1990,0,1433,3.57,18368,0,255,0,208,6278,253,26.2,1264,262,385,95,1022,0,0,2658
2023-03-12 07:58:00,0,69,46096,103558,0,0,0,450,208,66.1,402,66.1,0,4409,0,4268,3.43,38946,43.5,446,0,1889,1748,455,32.3,2552,467,298,90.9,6974,0,0,2657,69,0,58953,97455,0,0,0,253,228,42.5,580,41.4,0,1372,0,1395,3.57,18632,30.6,252,0,198,25715,255,26.2,1264,260,385,95,1056,0,0,2663
2023-03-12 08:00:00,0,69,31730,73469,0,0,0,448,210,65.7,405,66.8,0,6328,0,4682,3.67,38969,43.9,444,0,1716,1170,453,31.8,2555,467,299,90.5,6663,0,0,1070,69,0,43265,80159,0,0,0,249,227,42.5,582,41.7,0,1480,0.389,1468,3.80,18608,30.6,247,0,192,14234,253,25.7,1268,260,385,94.6,1027,0,0,1074
2023-03-12 08:02:00,0,69,24493,55504,0,0,0,448,209,66.1,404,66.4,0,6500,0,4349,4.13,38954,0,449,0,1908,418,453,31.6,2552,467,299,89.8,7023,0,0,2659,69,0,34983,70224,0,0,0,251,228,42.1,583,41.4,0,1483,0,1417,4.27,18641,0,260,0,198,6273,253,25.5,1264,260,386,95,1061,0.389,0,2656
2023-03-12 08:04:00,0,69,23032,53795,0,0,0,448,208,65.7,405,65.7,0,4248,0,4606,4.13,38958,0.600,449,0,1735,420,454,31.6,2554,467,300,93.4,6635,0,0,1081,69,0,33412,65681,0,0,0,251,228,41.4,583,41,0,1372,0,1437,4.27,18757,0.600,260,0,218,6275,253,25.5,1265,260,385,97.6,1026,0,0,1076
2023-03-12 08:06:00,0,69.0,24517,55406,0,0,0,448,208,65.7,405,66.1,0,4424,0,4605,4.13,39065,0,446,0,1899,420,453,31.6,2552,466,299,93.4,6997,0,0,2657,69.0,0,35085,68404,0,0,0,251,227,42.1,582,41,0,1371,0,1434,4.27,18665,0,251,0,199,6276,253,25.5,1264,259,385,98.0,1043,0,0,2651
2023-03-12 08:08:00,0,69.0,50562,108469,0,0,0,436,208,66.4,405,66.1,0,4474,0,4321,4.13,39089,38.0,434,0,1899,1734,441,31.6,2584,453,299,90.2,7010,0.389,0,2655,69.0,0,59070,97687,0,0,0,244,228,44.3,583,41.4,0,1391,0,1403,4.27,23082,30.6,242,0.389,185,25735,246,25.5,1280,253,385,95.0,1067,0,0.389,2653
2023-03-12 08:10:00,0,68.3,34416,81301,0,0,0,436,208,66.4,405,66.8,0,4251,0,4609,3.67,38917,38.0,434,0,1719,1360,441,31.6,2554,453,301,89.8,6647,0,0,1071,68.3,0,48090,83902,0,0,0,244,227,42.8,582,42.5,0,1369,0,1438,3.80,16868,30.6,244,0,195,18203,247,25.5,1266,252,385,95,1059,0,0,1076
2023-03-12 08:12:00,0,68.9,26404,58002,0,0,0,449,207,66.7,406,66.4,0,27207,0,4259,3.43,38917,0,446,0,1948,421,454,31.5,2552,466,301,90.4,6955,0,0,2650,68.9,0,34957,91565,0,0,0,251,228,41.7,582,42.1,0,1998,0,1375,3.56,20540,0,250,0,206,6270,256,25.5,1264,260,385,94.9,1033,0,0,2658
2023-03-12 08:14:00,0,69,21993,52640,0,0,0,449,208,66.8,405,65.7,0,4245,0,4605,3.43,38966,0.600,448,0,1719,418,453,32.2,2553,467,299,89.1,6677,0,0,1073,69,0,33422,65637,0,0,0,251,228,41.7,583,41,0,1362,0,1435,3.57,17706,0.600,252,0,186,6278,253,25.7,1264,260,385,92.4,1067,0,0,1072
2023-03-12 08:16:00,0.389,68.3,24182,55128,0,0,0,448,209,66.4,404,65.7,0,4442,0,4682,3.43,39032,0,445,0,1884,420,452,32.7,2553,467,299,90.5,7075,0,0,2653,68.3,0.389,35038,68582,0,0,0.389,251,227,41.7,582,41,0,1378,0,1466,3.57,18336,0,249,0,184,6276,252,26.2,1264,260,385,95,1047,0,0,2656
2023-03-12 08:18:00,0.389,67.5,46176,103697,0,0,0,448,210,66.8,405,66.1,0,4415,0,4265,3.43,39020,42,449,0,1893,1733,453,32.3,2553,469,299,90.9,6955,0,0,2656,67.5,0.389,59020,97604,0,0,0.389,251,227,41.4,583,41,0,1366,0,1388,3.96,18650,30.6,255,0,181,25795,253,26.2,1268,261,385,95,1046,0,0,2655
2023-03-12 08:20:00,0,68.3,39868,91763,0,0,0,447,208,66.1,404,66.1,0,4250,0,4608,3.43,38935,42,449,0,1710,1526,456,31.8,2555,467,299,90.9,6654,0,0,1079,68.3,0,52499,89284,0,0,0,249,228,42.5,582,41.7,0,1370,0,1442,3.96,18332,30.6,255,0,194,21801,261,25.7,1267,260,385,95,1014,0,0,1079
2023-03-12 08:22:00,0,68.6,24461,55401,0,0,0,447,205,65.7,405,65.3,0,4415,0,4261,3.43,38971,0,447,0,1883,422,454,31.6,2555,465,302,90.5,6961,0,0,2658,68.6,0,35002,67987,0,0,0,249,228,42.5,583,40.6,0,1374,0,1378,3.57,18601,0,251,0,199,6271,254,25.5,1267,259,385,95,1071,0,0,2660
2023-03-12 08:24:00,0,69.4,22460,53278,0,0,0,450,206,66.1,407,66.1,0,4296,0,4649,3.43,39005,0.600,446,0,1743,423,452,31.8,2581,467,300,88.4,6694,0,0,1072,69.4,0,33444,65813,0,0,0,252,228,42.1,583,41,0.389,1388,0,1451,3.57,18181,0.600,256,0,188,6275,252,25.7,1278,260,385,92.4,1075,0,0,1073
2023-03-12 08:26:00,0,68.6,32465,63995,0,0,0,447,207,66.1,405,65.7,0.389,4349,0,4598,3.43,39078,0,449,0,1815,420,453,32.3,2551,466,299,90.9,6880,0,0,2130,68.6,0,34526,67730,0,0,0,249,228,42.5,582,40.3,0,1360,0,1432,3.57,27175,0,260,0,193,6279,253,26.2,1262,259,385,95,1030,0,0,2131
2023-03-12 08:28:00,0,68.3,45981,103416,0,0,0,447,209,66.4,401,66.5,0,4417,0,4272,3.43,38957,37.6,446,0,1885,1760,455,32.3,2553,467,300,93.4,6990,0,0,2660,68.3,0,58916,97466,0,0,0,249,228,41.4,580,41,0,1374,0,1390,3.57,18525,30.6,251,0,196,25712,255,26.2,1265,266,385,97.6,1068,0,0,2654
2023-03-12 08:30:00,0,67.9,44324,101501,0,0.389,0,447,207,65.7,405,66.5,0,6341,0,4687,3.43,39119,37.6,445,0,1721,1750,454,31.8,2555,467,300,90.5,6677,0,0,1075,67.9,0,57287,97359,0,0,0,254,227,40.6,583,41,0,1502,0,1473,3.57,18634,30.6,249,0,180,25539,253,25.7,1267,266,385,95,1036,0,0,1067
2023-03-12 08:32:00,0,67.2,24580,55565,0,0,0.389,436,207,66.9,404,66.4,0,6513,0,4350,3.43,39135,0,434,0.389,1901,421,442,31.6,2554,455,301,89.8,7002,0,0,2655,67.2,0,35159,70397,0,0,0,249,228,41.8,582,41,0,1486,0,1415,3.57,18703,0,244,0,193,6280,254,25.5,1265,253,385,95,1062,0,0,2658
2023-03-12 08:34:00,0,67.5,23071,53801,0,0,0,450,206,66.9,405,66.1,0,4301,0,4616,3.43,39141,0.600,448,0,1798,421,453,31.8,2551,467,301,93.4,6759,0,0,2045,67.5,0,34555,67154,0,0,0,253,228,42.6,583,41,0,1366,0,1448,3.57,17805,0.600,259,0,197,6279,254,25.7,1262,260,385,97.6,1027,0,0,2045
2023-03-12 08:36:00,0,68.3,22337,53007,0,0,0,448,205,66.8,405,66.4,0,4241,0,4614,3.43,38962,0,450,0,1751,418,455,32.3,2554,469,302,90.5,6666,0,0,1077,68.3,0,33408,65833,0,0,0,249,228,42.9,582,41.7,0,1359,0,1454,3.57,18044,0.389,255,0,190,6280,255,26.2,1265,261,384,95,1054,0,0,1077
2023-03-12 08:38:00,0,68.3,45291,103216,0,0,0,447,206,66.1,406,66.1,0,27241,0.389,4261,3.43,38952,37.6,445,0,1898,1766,453,32.3,2555,468,300,90.5,6974,0,0,2652,68.3,0,58997,121043,0,0,0,249,228,42.9,582,41.4,0,1994,0,1383,3.57,17644,31.0,249,0,188,25882,253,26.2,1273,261,385,94.6,1067,0,0,2656
2023-03-12 08:40:00,0,68.6,49681,108019,0,0,0,448,207,65.7,406,66.1,0,27066,0.389,4595,3.67,39010,37.6,446,0,1709,1771,452,32.3,2553,467,300,90.1,6606,0,0,1072,68.6,0,57463,118771,0,0.389,0,251,228,42.5,583,41,0,1993,0,1431,3.80,23646,30.6,251,0,184,25879,252,26.2,1269,260,385,94.6,1033,0,0,1073
2023-03-12 08:42:00,0,67.9,23760,54520,0,0,0,448,206,66.1,405,66.1,0,4411,0,4264,4.13,39022,0,448,0,1876,422,453,32.3,2554,467,299,90.1,6938,0,0,2658,67.9,0,35035,67936,0,0.389,0,251,228,41.4,582,41.4,0,1366,0,1384,4.27,17907,0,253,0,178,6274,253,26.2,1265,260,385,95,1014,0,0,2657
2023-03-12 08:44:00,0,67.5,32879,64399,0,0,0,448,206,65.3,405,66.1,0,4416,0,4604,4.13,39057,0.600,447,0,1884,423,453,32.3,2554,467,300,89.8,7017,0,0.389,2656,67.5,0,35053,68405,0,0,0,251,229,42.1,583,41.4,0,1361,0,1435,4.27,27049,0.600,253,0,192,6277,253,26.2,1265,260,385,95,1037,0,0,2653
2023-03-12 08:46:00,0,68.3,22751,53532,0,0,0,447,207,65.0,405,66.4,0,4277,0,4684,4.13,38976,0,446,0,1725,421,455,32.3,2555,467,299,89.4,6706,0,0.389,1069,68.3,0,33415,65886,0,0,0,249,227,41.4,582,41.4,0,1384,0,1462,4.27,18486,0,251,0,202,6283,255,26.2,1267,260,385,95,1041,0,0,1068
2023-03-12 08:48:00,0,68.6,46000,103376,0,0,0,448,207,66.1,405,66.4,0,4424,0,4272,4.13,38942,37.6,449,0,1914,1729,452,32.3,2554,467,299,90.1,6933,0,0,2653,68.6,0,58890,97352,0,0,0,252,227,42.1,583,41.4,0,1369,0,1385,4.27,18519,30.6,255,0,197,25708,252,26.2,1265,260,385,95,1020,0,0,2652
2023-03-12 08:50:00,0,68.3,44492,101816,0,0,0,448,208,66.4,406,65.7,0,4280,0,4652,4.29,39039,37.6,447,0,1725,1732,454,31.8,2581,467,301,89.8,6700,0,0,1082,68.3,0,57417,95297,0,0,0,252,228,42.8,583,41,0,1374,0,1458,4.03,18588,30.6,251,0,192,25703,253,25.7,1278,260,385,94.6,1058,0,0,1081
2023-03-12 08:52:00,0,69.4,24507,55300,0,0,0,449,209,66.1,406,66.1,0,4427,0,4283,3.43,38951,0,445,0,1894,422,456,31.6,2552,469,302,92.6,7010,0,0,2661,69.4,0,34973,67990,0,0,0,251,228,42.1,582,40.6,0,1376,0,1379,3.57,18656,0,255,0,184,6277,257,25.5,1264,261,385,97.3,1061,0,0,2664
2023-03-12 08:54:00,0,69.4,24578,55477,0,0,0,447,208,65.3,406,66.1,0,4429,0,4612,3.43,38980,0.600,448,0,1911,421,455,31.8,2553,464,301,90.1,7043,0,0,2650,69.4,0,34992,69625,0,0,0,249,228,41,583,40.6,0,1371,0,1428,3.57,18720,0.600,253,0,215,6277,255,25.7,1265,259,385,95,1049,0,0,2651
2023-03-12 08:56:00,0,69,22756,53427,0,0,0,436,207,66.1,405,66.4,0,4249,0,4609,3.90,39080,0.233,437,0,1707,421,441,32.3,2556,453,299,93.0,6663,0,0,1073,69,0,33522,65772,0,0,0,244,228,41.4,583,41,0,1364,0,1442,4.03,18465,0.233,248,0,213,6277,246,26.2,1267,253,385,97.6,1048,0,0,1074
2023-03-12 08:58:00,0,69.0,54892,113041,0,0,0,449,208,66.1,401,65.7,0,4419,0,4275,4.13,39106,38.3,446,0,1872,1749,453,32.3,2555,467,300,90.5,6944,0,0,2655,69.0,0,59163,97702,0,0,0,251,228,42.1,580,40.6,0,1369,0,1395,4.27,27325,30.6,251,0,190,25815,253,26.2,1266,260,385,95.0,1042,0.389,0,2654
2023-03-12 09:00:00,0,69.0,43557,101055,0,0,0,447,210,65.3,402,66.4,0,6382,0,4726,3.90,38950,38.3,446,0,1730,1751,454,31.8,2582,467,300,91.3,6709,0,0,1067,69.0,0,57431,97654,0,0,0,249,228,40.6,581,42.5,0,1512,0,1485,4.03,17560,30.6,251,0,190,25807,254,25.7,1278,260,385,95,1012,0.389,0,1074
2023-03-12 09:02:00,0,68.6,27397,58632,0,0,0,448,209,65.3,404,66.7,0,6475,0,4263,3.43,39028,0.389,447,0,1894,418,453,31.5,2552,467,299,90.8,6954,0,0,2651,68.6,0,35030,70103,0,0,0,251,228,40.2,582,42.1,0,1490,0,1378,3.56,21567,0,253,0,201,6275,253,25.5,1265,260,385,94.9,1041,0,0,2653
2023-03-12 09:04:00,0,67.5,24788,55794,0,0,0,448,208,65.7,405,67.2,0,4417,0,4602,3.43,39007,0.989,450,0,1892,420,453,31.6,2555,467,300,93.4,7008,0,0,2663,67.5,0,35027,68301,0,0,0,251,228,42.1,583,41.4,0,1373,0.389,1436,3.57,18935,0.600,255,0,190,6278,253,25.5,1268,260,385,98.0,1059,0,0,2661
2023-03-12 09:06:00,0,67.9,22266,53587,0,0,0,447,209,66.1,406,66.8,0,27068,0,4606,3.43,39093,0.600,445,0,1716,420,453,31.6,2553,469,301,89.8,6623,0,0,1078,67.9,0,33545,89499,0,0,0,249,227,41.7,583,41,0,1994,0.389,1441,3.57,17986,0.600,249,0,185,6275,253,25.5,1264,261,385,95.4,1038,0,0,1070
2023-03-12 09:08:00,0,69,44681,101373,0,0,0,448,208,66.5,406,65.7,0,27282,0,4314,3.43,39087,0,448,0,1913,1332,455,31.6,2581,468,300,90.5,6982,0,0,2659,69,0,57676,119422,0,0,0,251,227,41.7,583,41.0,0,1995,0,1402,3.57,18403,0,253,0,201,24633,260,25.5,1276,261,385,95,993,0,0,2655
